Temp,Acetaldehyde Concentration Relative to CO,(E) 2-Butenal (Crotonaldehyde Concentration Relative to CO,CO Concentration Relative to CO,CO2 Concentration Relative to CO,Ethylene (Ethene) Concentration Relative to CO,Ethanol Concentration Relative to CO,Crotyl Alcohol Concentration Relative to CO,H2 Concentration Relative to CO,H2O Concentration Relative to CO
300.3965,3.1816362743178144,0.1396193247608779,3.922647861069521,0.6399424414021446,0.18765311652161926,0.08071556496810149,0.12193286635550317,0.7605258367106061,0.33490239987644815
301.4013,2.81196276019239,0.06594609831361632,4.004242865168594,0.8278063591251611,0.3347862309107818,0.17899094315281092,-0.05318505830884274,0.7342136652188292,0.2957497888758391
302.2625,3.7957481270227476,0.12596592909706264,3.8614095653229668,0.22378403227641297,0.14090016096535482,0.07638184308613594,0.11552573026350045,0.7433954572631034,0.321530742509804
303.1762,3.224621508512771,0.06388226689260905,3.924543019270131,0.5658097247598465,0.29083746594258114,0.18893535708702264,-0.058877118132726905,0.737091814947994,0.30035681703041417
304.1567,2.948831598346092,0.17088402319792995,3.9298145628476586,0.5784472598264324,0.21505882992431072,0.09069906630755215,0.0815656352414649,0.7609693161737132,0.30575915948965837
304.8878,1.7812735513933167,0.17533705653278717,4.166867101638697,1.308150061135311,0.3033004547005023,0.16033153431422195,-0.021858757878724197,0.7436747863666096,0.2962328279971707
305.83,3.1920590000083973,0.07949834169346491,3.850491315270653,0.26304944066927477,0.15784951556681737,0.09857438910584194,0.09131303532026931,0.7461488837831524,0.30654251818697326
306.8916,0.3790270007344801,0.27471678168854313,4.441059763293063,2.2249574156367107,0.36848174759764657,0.15801431328392546,0.010305109690691618,0.7361474232279597,0.32936428859547767
307.7955,3.7211910597748323,0.02559382474601956,3.704206382881944,-0.1327590870071302,0.16148366520079663,0.10801539840071375,0.07771805681675191,0.7136825518983391,0.30869392771508203
308.5778,0.6446669970293728,0.2372021820729882,4.400423178222373,2.088570143406931,0.35879189795909966,0.149486638176821,-0.014376947004478521,0.7199674621135693,0.3259493074129971
