Acetaldehyde,(E) 2-Butenal (Crotonaldehyde,CO,CO2,Ethylene (Ethene),Ethanol,Crotyl Alcohol,H2,H2O
0.0,0.0,0.0,0.0,0.15584514274110817,0.0,0.0,100.0,0.0
0.0,0.0,0.0,0.0,0.0,0.675931822991328,1.0131575189420263,0.0,100.0
7.741548309661932,58.045530351985846,0.0,0.0,63.32545621568401,23.784859085817516,54.2219168159398,0.0,0.0
61.04220844168834,0.0,100.0,11.961704442827608,100.0,3.6061935509370255,18.461720805441836,0.0,0.0
0.0,2.323695222729632,0.0,0.0,0.0,100.0,36.2146655805394,0.0,0.0
0.0,99.07477774178797,0.0,0.0,0.0,0.0,58.973784789368096,0.0,0.0
5.461092218443689,100.0,0.0,0.0,0.0,1.2092125754324818,34.386683779541855,0.0,0.0
100.0,0.0,0.0,100.0,0.0,0.6087061052436824,11.544121843243627,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
0.0,39.43865440018135,0.0,0.0,0.0,0.0,1.4308702500482329,0.0,0.0
