Mass,Acetaldehyde,(E) 2-Butenal (Crotonaldehyde,CO,CO2,Ethylene (Ethene),Ethanol,Crotyl Alcohol,H2,H2O
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1278318846399173,0.0
2.0,0.0,0.0,0.0,0.0,0.15584514274110817,0.0,0.0,100.0,0.0
12.0,0.0,0.0,6.132114125842048,13.85514751928736,0.6523525665489003,0.2727274627199628,0.45989159545902014,0.0,0.0
13.0,0.0,0.0,0.0,0.0,1.1538103156264727,1.8624868440544209,0.9037847424385591,0.0,0.0
14.0,0.0,0.0,0.0,0.0,2.6455909977976844,1.9092285368066662,3.7169882319676106,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.3714259376279236,8.59222336739209,9.762639437154586,0.0,0.0
16.0,0.0,0.0,2.0686537171634742,14.257483979568681,0.0,0.0,0.8578512213642592,0.0,0.9314748191089496
17.0,0.0,0.0,0.0,0.0,0.0,0.8750968451907074,0.9525345678825411,0.0,21.58771548303883
18.0,0.0,0.0,0.0,0.0,0.0,0.675931822991328,1.0131575189420263,0.0,100.0
19.0,0.0,0.0,0.0,0.0,0.0,3.3711709940746504,1.0564950109561688,0.0,0.4916429435348536
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29006590566276413
22.0,0.0,0.0,0.0,1.3261903071463053,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,2.448470902575446,0.6787087553637104,0.4169343757377085,0.0,0.0
25.0,0.0,6.137794369410201,0.0,0.0,8.182601487215093,2.6937791008817604,2.7629375811351244,0.0,0.0
26.0,10.70214042808562,22.28671042249111,0.0,0.0,54.61005634242505,10.617674226490585,14.635768855068779,0.0,0.0
27.0,7.741548309661932,58.045530351985846,0.0,0.0,63.32545621568401,23.784859085817516,54.2219168159398,0.0,0.0
28.0,61.04220844168834,0.0,100.0,11.961704442827608,100.0,3.6061935509370255,18.461720805441836,0.0,0.0
29.0,52.83835039078644,24.496094906185135,0.6246202798674076,0.06346224955532342,1.1971888696323418,16.239239067743256,49.354893185668516,0.0,0.0
30.0,0.0,2.3571248030855005,0.0,0.0,0.09707984139377554,8.2389447928761,4.714670385454953,0.0,0.0
31.0,0.0,2.323695222729632,0.0,0.0,0.0,100.0,36.2146655805394,0.0,0.0
32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8221127826913062,0.0,0.0
33.0,0.0,1.1144889046056674,0.0,0.0,0.0,0.3014848197409141,0.0,0.0,0.0
34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3116136388611688,0.0,0.0
36.0,0.0,4.974338631434279,0.0,0.0,0.0,0.0,1.261328684641254,0.0,0.0
37.0,0.0,18.601416005935615,0.0,0.0,0.0,0.0,7.85562745977653,0.0,0.0
38.0,0.0,29.929016662689293,0.0,0.0,0.0,0.0,13.769089942218244,0.0,0.0
39.0,0.0,99.07477774178797,0.0,0.0,0.0,0.0,58.973784789368096,0.0,0.0
40.0,0.0,27.146294299403863,0.0,0.0,0.0,0.0,8.078669091713342,0.0,0.0
