Temp,m18.0,m26.0,m27.0,m28.0,m29.0,m31.0,m39.0,m41.0,m44.0,m45.0,m56.0,m57.0,m70.0
176.914,7.392730456035873e-05,0.001067931611322087,0.003956423441591054,0.0013471007531460056,0.006816322099032749,0.0026424840778707572,0.004303154117800934,0.002509101296285829,0.0008423426718087325,0.0002385875630565551,3.362288495406742e-05,0.0072967236767491886,0.00010440664831882974
176.883,7.40629425859693e-05,0.001069890997452939,0.003963682484339714,0.0013495723444956677,0.006828828337112667,0.002647332372085747,0.00431104932420549,0.002513704866616291,0.000843888158927073,0.00023902531127665698,3.368457449837885e-05,0.007310111330997181,0.00010459820828064358
176.9234,7.388617561065742e-05,0.0010673374748824088,0.003954222312499524,0.0013463513028657847,0.006812529884905286,0.002641013949947501,0.004300760087471808,0.0025077053749598165,0.0008418740402309127,0.00023845482649949182,3.3604179092243936e-05,0.007292664194493342,0.00010434856239492484
176.8343,7.42760255487837e-05,0.001072969129858509,0.003975086206335208,0.001353455134777241,0.006848475233709219,0.0026549488859009215,0.004323452438782992,0.002520936927103192,0.0008463160693355671,0.000239712999609528,3.378148678250699e-05,0.007331142903961001,0.00010489914280130007
176.8869,7.404587844726359e-05,0.001069644494036479,0.003962769249929406,0.001349261402358132,0.006827254971676819,0.002646722425394189,0.004310056056302989,0.00251312570776827,0.0008436937266767027,0.00023897023972638655,3.367681355570748e-05,0.007308427077720835,0.00010457410880157687
176.8666,7.413469947693761e-05,0.001070927575922166,0.003967522752116431,0.001350879896048395,0.006835444540483991,0.002649897276122069,0.0043152261430775855,0.0025161403038233793,0.0008447057714670999,0.00023925689420600167,3.3717210257304964e-05,0.007317193831954198,0.00010469954967979691
176.8004,7.442435229291941e-05,0.001075111813401606,0.003983024320824886,0.0013561579395112316,0.006862151410190188,0.0026602507302199035,0.004332086229012506,0.0025259711540129653,0.0008480061342811103,0.0002401916984695758,3.384894728418961e-05,0.007345782951670931,0.00010510862288857431
176.889,7.40366900648834e-05,0.0010695117614276132,0.003962277508323845,0.0013490939719763787,0.006826407774903652,0.0026463939925602657,0.004309521219740093,0.0025128138530039444,0.0008435890323880396,0.00023894058581470186,3.367263458657665e-05,0.007307520172110476,0.00010456113215900222
177.0114,7.350113863473007e-05,0.0010617753465109493,0.003933615997600073,0.0013393351725828615,0.006777028305839657,0.002627251050240413,0.004278347888645937,0.0024946371753120323,0.000837486850991746,0.00023721218639081356,3.342906038581122e-05,0.0072546605308215625,0.00010380477927751696
176.8458,7.422570821670235e-05,0.0010722422608099669,0.003972393335638124,0.0013525382541152693,0.006843835822808603,0.0026531503251437474,0.004320523571890978,0.0025192291510128585,0.0008457427434690858,0.00023955060914078045,3.375860195155274e-05,0.0073261765160948095,0.00010482808023482072
176.9231,7.388748823671154e-05,0.0010673564366836723,0.003954292561300307,0.0013463752214917456,0.006812650913015719,0.0026410608689237686,0.004300836492695067,0.0025077499256404272,0.0008418889965578623,0.00023845906277258897,3.3604776087833964e-05,0.007292793752437659,0.00010435041620100664
176.9848,7.361752481154437e-05,0.00106345662622323,0.0039398447246037655,0.0013414559574183797,0.006787759464966303,0.002631411199470052,0.004285122485109206,0.002498587335660109,0.0008388129786481293,0.00023758780260548187,3.348199399480106e-05,0.007266148001885977,0.00010396915008346056
177.0193,7.34665728153003e-05,0.0010612760190776035,0.003931766112512512,0.001338705315432464,0.006773841232264453,0.0026260155171985294,0.004276335884433165,0.0024934640073891083,0.0008370930010486852,0.00023710063119923927,3.3413339501938315e-05,0.007251248838287398,0.00010375596238402249
177.032,7.341100497900151e-05,0.0010604733028239926,0.0039287922466122414,0.00133769276026663,0.006768717708922012,0.0026240292805362504,0.004273101396648057,0.0024915780285762975,0.0008364598498743945,0.0002369212956380999,3.3388066688623515e-05,0.00724576421864384,0.00010367748459321452
176.9611,7.372122226983396e-05,0.0010649546085232716,0.003945394379866462,0.0013433455288695772,0.006797320685691939,0.002635117798595713,0.004291158497747541,0.0025021068394288893,0.0008399945284773147,0.00023792246818020565,3.3529156646419906e-05,0.0072763830794884965,0.00010411560076394436
176.8494,7.420995670405076e-05,0.0010720147191947704,0.0039715503500286,0.0013522512306036948,0.006842383485483189,0.0026525872974284565,0.004319606709211736,0.0025186945428454484,0.000845563267545665,0.00023949977386360718,3.375143800447139e-05,0.00732462182076278,0.00010480583456183581
176.9185,7.390761516954425e-05,0.0010676471843030916,0.00395536970957915,0.0013467419737565375,0.006814506677375981,0.002641780293226644,0.004302008039451882,0.0025084330360765667,0.0008421183269044567,0.00023852401896008854,3.361393002021574e-05,0.007294780307584152,0.00010437884122759863
176.8734,7.410494661970692e-05,0.001070497775093463,0.003965930445965112,0.0013503377405265336,0.0068327012366471065,0.002648833779326523,0.004313494291350135,0.0025151304883960523,0.0008443667613895285,0.00023916087201578579,3.370367835726246e-05,0.00731425718521593,0.00010465753007527001
176.9646,7.370590829920045e-05,0.001064733387508497,0.003944574810523868,0.0013430664782333238,0.006795908691070007,0.00263457041053918,0.004290267103476055,0.0025015870814883512,0.000839820037996211,0.00023787304499406492,3.3522191697868586e-05,0.0072748715701379104,0.00010409397302632013
176.9394,7.381616888776143e-05,0.001066326178814869,0.003950475709790527,0.001345075642814342,0.006806075052347888,0.0026385116045462083,0.004296685142230734,0.0025053293386602155,0.0008410763694601538,0.00023822889193427722,3.357233932743794e-05,0.007285754437462098,0.00010424969273721415
176.8496,7.420908162001445e-05,0.0010720020779939245,0.0039715035174947315,0.0013522352848530498,0.006842302800076212,0.0026525560181109367,0.004319555772396217,0.0025186648423916997,0.0008455532966610294,0.00023949694968154164,3.3751040007411266e-05,0.007324535448799878,0.00010480459869111428
176.9133,7.393036735448531e-05,0.0010679758555250402,0.003956587355459567,0.001347156563273254,0.006816604497957124,0.00264259355548206,0.004303332396655223,0.0025092052478739323,0.000842377569904952,0.00023859744769378285,3.3624277943777635e-05,0.0072970259786192945,0.00010441097386635442
176.7969,7.443966626355278e-05,0.0010753330344163783,0.003983843890167472,0.0013564369901474824,0.006863563404812106,0.002660798118276432,0.0043329776232839835,0.0025264909119534986,0.0008481806247622124,0.00024024112165571608,3.385591223274087e-05,0.007347294461021503,0.00010513025062619835
176.792,7.44611058224396e-05,0.0010756427438370613,0.003984991287247098,0.0013568276610382351,0.006865540197282802,0.002661564461555575,0.0043342255752640575,0.0025272185730702487,0.0008484249114357564,0.00024031031411631278,3.386566316071267e-05,0.007349410574112313,0.00010516052945887213
176.7845,7.449392147379703e-05,0.0010761167888687195,0.0039867475072669365,0.0013574256266873476,0.006868565900044076,0.002662737435962428,0.004336135705845807,0.002528332340085684,0.0008487988196095487,0.00024041622094375688,3.388058805046545e-05,0.007352649522720701,0.00010520687461092391
176.8007,7.442303966686502e-05,0.0010750928516003381,0.003982954072024087,0.0013561340208852655,0.006862030382079728,0.0026602038112436264,0.004332009823789231,0.0025259266033323445,0.0008479911779541576,0.00024018746219647773,3.384835028859946e-05,0.007345653393726586,0.00010510676908249212
176.9141,7.392686701834065e-05,0.0010679252907216652,0.003956400025324124,0.0013470927802706843,0.006816281756329266,0.002642468438212,0.004303128649393178,0.002509086446058957,0.0008423376863664155,0.00023858615096552255,3.362268595553739e-05,0.007296680490767745,0.00010440603038346907
176.8142,7.43639714944217e-05,0.0010742395705433542,0.00397979287598838,0.001355057682716864,0.00685658411710944,0.0026580924573112916,0.004328571588742085,0.002523921822704562,0.0008473181432413318,0.0002399968299070785,3.382148548704448e-05,0.007339823286231491,0.00010502334780879897
176.7997,7.442741508704599e-05,0.001075156057604559,0.003983188234693398,0.0013562137496384802,0.006862433809114563,0.002660360207831206,0.004332264507866796,0.0025260751056010687,0.0008480410323773297,0.00024020158310680356,3.3850340273899826e-05,0.007346085253541036,0.00010511294843609899
176.7839,7.449654672590568e-05,0.001076154712471253,0.003986888004868527,0.0013574734639392777,0.006868807956264983,0.002662831273914979,0.004336288516292351,0.002528421441446921,0.0008488287322634528,0.00024042469348995262,3.38817820416457e-05,0.007352908638609379,0.00010521058222308815
176.8388,7.425633615796922e-05,0.0010726847028395135,0.0039740324743233035,0.001353096355387773,0.006846659812052452,0.0026542451012568084,0.00432230636043394,0.00252026866689393,0.0008460917244312913,0.00023964945551306142,3.377253184865531e-05,0.007329199534795965,0.00010487133571006896
176.9101,7.394436869906457e-05,0.001068178114738549,0.00395733667600137,0.0013474116952835436,0.0068178954644686094,0.0026430940245623204,0.004304147385703443,0.002509680455133855,0.0008425371040591044,0.00023864263460682597,3.363064589673886e-05,0.0072984079300255494,0.00010443074779789665
177.0272,7.343200699587039e-05,0.0010607766916442558,0.003929916227424945,0.0013380754582820642,0.006770654158689238,0.002624779984156641,0.0042743238802203844,0.0024922908394661805,0.000836699151105623,0.00023698907600766455,3.339761861806535e-05,0.007247837145753221,0.00010370714549052783
177.0201,7.346307247915534e-05,0.0010612254542742242,0.0039315787823770544,0.0013386415324298892,0.00677351849063657,0.0026258903999284594,0.004276132137171102,0.0024933452055741234,0.0008370531175101455,0.00023708933447097805,3.341174751369794e-05,0.007250903350435821,0.00010375101890113674
176.969,7.368665645040418e-05,0.0010644552810899256,0.003943544494778901,0.0013427156717191796,0.006794133612116735,0.0026338822655538295,0.0042891464935347675,0.0025009336715059653,0.000839600678534254,0.00023781091298863137,3.3513435762546993e-05,0.007272971386954332,0.00010406678387044989
177.0026,7.353964233232274e-05,0.0010623315593480942,0.003935676629090014,0.0013400367856111525,0.006780578463746213,0.0026286273402111194,0.004280589108528521,0.002495943995276808,0.0008379255699156619,0.00023733645040168117,3.344657225645446e-05,0.0072584608971887335,0.00010385915758925765
176.9059,7.396274546382467e-05,0.0010684435799562767,0.003958320159212476,0.0013477465560470454,0.006819589858014916,0.0026437508902301564,0.0043052170588292185,0.0025103041646624964,0.0008427464926364274,0.00023870194243019448,3.3639003835000386e-05,0.007300221741246241,0.00010445670108304554
176.8848,7.40550668296435e-05,0.0010697772266453408,0.003963260991534951,0.0013494288327398805,0.00682810216844996,0.0026470508582281016,0.0043105908928658685,0.0025134375625325864,0.0008437984209653626,0.00023899989363807036,3.368099252483818e-05,0.007309333983331167,0.00010458708544415114
176.8855,7.405200403551692e-05,0.0010697329824423877,0.003963097077666439,0.001349373022612632,0.0068278197695255845,0.0026469413806167992,0.004310412614011579,0.0025133336109444825,0.0008437635228691433,0.0002389900090008426,3.367959953512797e-05,0.007309031681461061,0.00010458275989662645
176.9602,7.372516014799685e-05,0.0010650114939270705,0.003945605126268842,0.0013434172847474706,0.006797683770023291,0.002635258555524536,0.00429138771341735,0.0025022404914707415,0.0008400393974581698,0.00023793517699949895,3.353094763319024e-05,0.007276771753321503,0.00010412116218219057
177.023,7.345038376063049e-05,0.0010610421568619834,0.003930899710636052,0.001338410319045566,0.006772348552235546,0.002625436849824477,0.00427539355334616,0.002492914548994822,0.000836908539682946,0.00023704838383103305,3.3405976556326875e-05,0.007249650956973912,0.00010373309877567674
176.9497,7.377110205989723e-05,0.001065675156971392,0.003948063834296615,0.0013442544366562277,0.006801919753889073,0.00263690071969413,0.004294061896231799,0.002503799765292351,0.000840562868901479,0.00023808344655792065,3.355184247884412e-05,0.0072813062813732446,0.00010418604539506304
176.8147,7.436178378433114e-05,0.0010742079675412426,0.003979675794653721,0.0013550178183402554,0.006856382403592016,0.0026580142590174995,0.004328444246703298,0.002523847571570198,0.0008472932160297449,0.00023998976945191535,3.3820490494394265e-05,0.00733960735632426,0.00010502025813199543
176.8542,7.418895468718201e-05,0.0010717113303745094,0.003970426369215904,0.0013518685325882632,0.006840447035715975,0.002651836593808071,0.004318384225639418,0.0025179817319555702,0.0008453239663144381,0.00023943199349404302,3.374188607502962e-05,0.0073225488936534125,0.0001047761736645227
176.9009,7.398462256472957e-05,0.0010687596099773816,0.003959490972559033,0.0013481451998131194,0.006821606993189094,0.0026445328731680567,0.0043064904792170485,0.0025110466760061186,0.0008429957647522885,0.00023877254698182374,3.364895376150222e-05,0.007302381040318494,0.00010448759785108001
176.9337,7.384110878279321e-05,0.0010666864530389313,0.003951810437005611,0.00134553009670767,0.006808374586446469,0.002639403065095422,0.0042981368414728716,0.002506175801591951,0.0008413605396722377,0.0002383093811231352,3.358368224365012e-05,0.007288216038404487,0.0001042849150527737
176.8691,7.412376092648524e-05,0.0010707695609116147,0.003966937345443157,0.0013506805741653593,0.0068344359728969096,0.002649506284653121,0.004314589432883675,0.002515769048151571,0.0008445811354091702,0.00023922159193018729,3.371223529405408e-05,0.007316114182418078,0.00010468410129577979
176.9353,7.383410811050344e-05,0.0010665853234321748,0.003951435776734702,0.0013454025307025226,0.006807729103190713,0.0026391528305552865,0.004297729346948754,0.002505938197961985,0.0008412807725951599,0.00023828678766661318,3.3580498267169434e-05,0.007287525062701345,0.0001042750280870024
176.9734,7.366740460160778e-05,0.0010641771746713522,0.003942514179033926,0.0013423648652050328,0.00679235853316345,0.0026331941205684738,0.004288025883593472,0.002500280261523575,0.0008393813190722952,0.00023774878098319733,3.3504679827225347e-05,0.0072710712037707395,0.00010403959471457945
176.9555,7.37457246228475e-05,0.0010653085621469098,0.003946705690814608,0.001343792009887581,0.006799579877087023,0.002635993619486164,0.004292584728581913,0.0025029384521337477,0.0008402737132470797,0.0002380015452780306,3.3540300564101976e-05,0.007278801494449426,0.00010415020514414302
176.8202,7.433771897333566e-05,0.0010738603345180262,0.003978387899972504,0.0013545793101975723,0.006854163554900413,0.0026571540777858057,0.00432704348427668,0.0025230308090922107,0.0008470190167022967,0.0002399121044451229,3.380954557524221e-05,0.007337232127344772,0.00010498627168715742
176.9251,7.387873739634971e-05,0.0010672300246752325,0.003953824235961692,0.0013462157639853186,0.006811844058946061,0.002640748075748613,0.004300327124539943,0.0025074529211029832,0.0008417892877115194,0.00023843082095193773,3.36007961172333e-05,0.007291930032808771,0.00010433805749379305
176.8746,7.409969611548978e-05,0.0010704219278883985,0.003965649450761941,0.0013502420660226765,0.006832217124205307,0.0026486461034214283,0.004313188670457058,0.002514952285673584,0.0008443069360817223,0.0002391439269233949,3.3701290374902035e-05,0.007313738953438592,0.0001046501148509418
177.0054,7.352739115581596e-05,0.0010621545825362753,0.003935020973615941,0.0013398135451021507,0.0067794488680486716,0.0026281894297658943,0.004279875993111334,0.002495528188924379,0.0008377859775307794,0.00023729691185276868,3.344100029761342e-05,0.007257251689708269,0.00010384185539915831
177.0023,7.354095495837712e-05,0.001062350521149362,0.003935746877890813,0.0013400607042371188,0.006780699491856673,0.002628674259187397,0.004280665513751796,0.0024959885459574288,0.0008379405262426146,0.0002373406866747792,3.344716925204461e-05,0.0072585904551330785,0.00010386101139533985
177.0163,7.347969907584324e-05,0.0010614656370902665,0.003932468600520447,0.0013389445016921088,0.006775051513368961,0.0026264847069612705,0.004277099936665863,0.002493909514195282,0.000837242564318202,0.00023714299393021686,3.341930945783942e-05,0.0072525444177307516,0.00010377450044484317
177.1247,7.301811235648657e-05,0.001054797694144166,0.003907765515136091,0.0013305334846668646,0.006732491815372639,0.0026099855857812096,0.00425023193702846,0.002478243207371657,0.000831983151807945,0.00023565330279152986,3.3209375154762216e-05,0.007206985192164061,0.00010312260704005702
177.248,7.25681231820963e-05,0.0010482972858452035,0.0038836831043325658,0.0013223337976995988,0.0066910014462598635,0.002593901011406262,0.004224039006280358,0.002462970522570125,0.0008268558840724979,0.00023420104071924036,3.300471553229827e-05,0.007162570659771993,0.0001024870927093609
177.2921,7.24071781489201e-05,0.001045972322293018,0.003875069687329838,0.0013194010629448809,0.006676161825190319,0.0025881481344400352,0.004214670731779204,0.0024575080294659234,0.0008250220437875554,0.00023368161851820208,3.293151610528557e-05,0.007146685170084308,0.00010225979196334531
177.5623,7.142107048533327e-05,0.0010317273075129713,0.0038222954180750723,0.0013014322436540832,0.006585239702446829,0.0025529003485834987,0.004157271462613452,0.0024240394209227435,0.0008137861334702978,0.00023049912693723986,3.248302437787471e-05,0.007049355026918557,0.00010086712390045723
177.7207,7.136475025806892e-05,0.0010309137224457198,0.003819281285898746,0.0013004059784464395,0.006580046806371317,0.0025508872181888064,0.00415399317972042,0.0024221279058732432,0.0008131444094010534,0.0002303173631646567,3.245740936954785e-05,0.007043796145282014,0.00010078758351688453
177.9972,7.060110256896887e-05,0.0010198822975621418,0.003778412575261454,0.0012864908170153208,0.00650963616919141,0.002523591121414412,0.004109542841412508,0.0023962096146813573,0.0008044432530612886,0.00022785282259659917,3.211009468590363e-05,0.006968423098653461,9.97090930161216e-05
178.29,7.02787136781385e-05,0.0010152251645893613,0.0037611590452893387,0.0012806162579437272,0.006479910933919838,0.002512067537320985,0.004090777256878348,0.0023852676983122816,0.0008007698887843347,0.00022681236832497174,3.196346896146634e-05,0.006936602884636023,9.92537870402444e-05
178.6543,6.987525963499713e-05,0.0010093969888030443,0.00373956709028189,0.0012732645325073994,0.006442711245299198,0.0024976463313607,0.004067293039004967,0.0023715744212658924,0.0007961728517535273,0.00022551029032373985,3.17799739868089e-05,0.006896781431837535,9.868399371901383e-05
179.0592,6.826545511131563e-05,0.0009861422367312283,0.0036534139646979226,0.0012439307308874765,0.006294282377032614,0.0024401049013354843,0.003973589677220976,0.002316937468909024,0.0007778304131696814,0.0002203149252203226,3.10478186266187e-05,0.006737891575745266,9.641048603784511e-05
179.3064,6.765857867267295e-05,0.0009773754821897594,0.0036209352995785313,0.0012328722496886303,0.0062383265254740755,0.0024184124923414727,0.00393826466623252,0.0022963400121514817,0.0007709155401897438,0.00021835633669294057,3.077180509144163e-05,0.006677992060876713,9.555340169966778e-05
179.7101,6.884626825194095e-05,0.0009945324887069191,0.0036844977805954434,0.001254514287583158,0.006347835113323989,0.0024608656944612155,0.00400739759802396,0.002336650334307126,0.0007844483156565292,0.0002221893989704088,3.131197831055674e-05,0.0067952186082966505,9.723076149185834e-05
180.1774,6.369336814242509e-05,0.0009200952432309381,0.0034087261302328847,0.001160618322354945,0.005872722066805107,0.002276678585581345,0.0037074580363593516,0.002161760306579123,0.0007257351288086408,0.0002055593069210027,2.8968387284312883e-05,0.006286620486714529,8.995338227783562e-05
180.5681,6.248298675237449e-05,0.0009026104376387682,0.0033439492344250316,0.0011385627950795006,0.005761121225054901,0.0022334142792417512,0.0036370042616183373,0.0021206798217320577,0.000711943798256742,0.00020165301075697307,2.8417893600413066e-05,0.006167154227269509,8.82439751125914e-05
180.8962,6.789065985017006e-05,0.0009807280570917653,0.003633355763390408,0.001237101224772418,0.0062597251151879935,0.002426708085153312,0.003951773627238874,0.0023042168742495183,0.0007735599201017669,0.00021910533847110115,3.0877357955534194e-05,0.006700898782998419,9.588116717176848e-05
181.384,6.305515217261881e-05,0.0009108757672462533,0.0033745702437339023,0.001148988773317432,0.005813876615252166,0.0022538659651498913,0.0036703088166650786,0.0021400991824968322,0.0007184631668671811,0.0002034995754882743,2.8678120213759475e-05,0.006223627718271812,8.905203749450701e-05
181.8506,6.844545127923303e-05,0.0009887424072471018,0.0036630469556798075,0.0012472106147518606,0.00631087857060971,0.0024465387488919197,0.003984066878517147,0.002323046559737289,0.0007798813259400109,0.0002208958316569677,3.1129682702173066e-05,0.006755657437871278,9.66646924736708e-05
182.297,6.804827938838947e-05,0.0009830049815438,0.003641791207365711,0.0012399733624745648,0.006274258115518435,0.0024323420944355805,0.003960948331618647,0.0023095664996689515,0.0007753558690240571,0.00021961402821351106,3.094904491384521e-05,0.006716456041893268,9.610377136101786e-05
182.8438,6.40234909646529e-05,0.0009248640982510492,0.0034263935628578617,0.0011666338088534508,0.005903160394050074,0.0022884786140913325,0.00372667379690003,0.0021729647134773765,0.0007294966150653644,0.00020662472111584025,2.911853047888067e-05,0.006319204050088171,9.041961079255467e-05
183.2631,6.990370180903248e-05,0.001009807855896437,0.0037410892516098657,0.001273782804806004,0.006445333700163129,0.0024986629786262183,0.004068948598598912,0.0023725397519534603,0.0007964969276414751,0.0002256020825110985,3.179290977489317e-05,0.00689958871239424,9.872416226133512e-05
183.6243,6.005867792927521e-05,0.0008675896013835934,0.0032142056665456584,0.001094387124657361,0.005537592585615873,0.00214675891553035,0.003495890304373713,0.0020383984989270423,0.000684320732821269,0.00019382897418970566,2.731529345643452e-05,0.005927871709200456,8.482015274797503e-05
184.0933,5.901307384272588e-05,0.0008524851191683396,0.003158247282248425,0.0010753341636322079,0.00544118471190304,0.002109384468201389,0.0034350278725918176,0.0020029105748837588,0.0006724069082180876,0.00019045446821501402,2.683974215480621e-05,0.0058246691896415145,8.334345859830593e-05
184.5898,6.419146013796314e-05,0.0009272905304194125,0.0034353828960778598,0.0011696945372435521,0.0059186476621819195,0.0022944825644407333,0.00373645093193954,0.002178665606712902,0.0007314104898247523,0.00020716681251180068,2.9194924555786706e-05,0.006335782831786564,9.065683164769742e-05
