Temp,m2.0,m26.0,m27.0,m28.0,m29.0,m44.0,m45.0
176923.4,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176834.30000000002,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176886.9,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176866.6,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176800.4,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176889.0,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
177011.40000000002,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176845.8,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176923.1,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176984.80000000002,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
177019.3,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
177032.0,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176961.09999999998,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176849.4,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176918.5,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176873.4,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176964.59999999998,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176939.4,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176849.6,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176913.3,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176796.9,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176792.0,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176784.5,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176800.7,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176914.09999999998,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176814.2,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176799.7,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176783.9,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176838.8,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176910.1,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
177027.19999999998,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
177020.1,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176969.0,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
177002.6,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176905.9,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176884.80000000002,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176885.5,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176960.19999999998,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
177023.0,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176949.7,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176814.69999999998,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176854.19999999998,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176900.9,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176933.69999999998,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176869.1,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176935.30000000002,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176973.4,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176955.5,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176820.2,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176925.09999999998,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
176874.59999999998,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
177005.40000000002,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
177002.3,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
177016.3,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
177124.69999999998,0.0,-115683.60355793289,-134145.93321767502,-915497.1319075506,-10705.424253422934,-1706818.0135798708,-20306.680656438053
177248.0,0.0,-115683.60355793289,-134145.93321767502,-915497.1319075506,-10705.424253422934,-1706818.0135798708,-20306.680656438053
177292.1,0.0,-115683.60355793289,-134145.93321767502,-915497.1319075506,-10705.424253422934,-1706818.0135798708,-20306.680656438053
177562.3,0.0,-115683.60355793289,-134145.93321767502,-915497.1319075506,-10705.424253422934,-1706818.0135798708,-20306.680656438053
177720.69999999998,0.0,-115683.60355793279,-134145.9332176749,-915497.1319075497,-10705.424253422923,-1706818.01357987,-20306.680656438046
177997.19999999998,0.0,-115683.60355793279,-134145.9332176749,-915497.1319075497,-10705.424253422923,-1706818.01357987,-20306.680656438046
178290.0,0.0,-115683.60355793279,-134145.9332176749,-915497.1319075496,-10705.424253422923,-1706818.0135798694,-20306.68065643804
178654.30000000002,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075498,-10705.424253422925,-1706818.01357987,-20306.680656438046
179059.2,0.0,-115683.60355793286,-134145.933217675,-915497.1319075509,-10705.424253422936,-1706818.0135798708,-20306.680656438057
179306.4,0.0,-115683.60355793286,-134145.933217675,-915497.1319075509,-10705.424253422936,-1706818.0135798708,-20306.680656438057
179710.1,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
180177.4,0.0,-115683.60355793289,-134145.93321767502,-915497.1319075506,-10705.424253422936,-1706818.0135798708,-20306.680656438053
180568.09999999998,0.0,-115683.60355793289,-134145.93321767502,-915497.1319075506,-10705.424253422936,-1706818.0135798708,-20306.680656438053
180896.19999999998,0.0,-115683.60355793289,-134145.93321767502,-915497.1319075507,-10705.424253422936,-1706818.0135798708,-20306.680656438053
181384.0,0.0,-115683.60355793279,-134145.9332176749,-915497.1319075497,-10705.424253422923,-1706818.01357987,-20306.680656438046
181850.59999999998,0.0,-115683.60355793279,-134145.9332176749,-915497.1319075497,-10705.424253422923,-1706818.01357987,-20306.680656438046
182297.0,0.0,-115683.60355793279,-134145.9332176749,-915497.1319075497,-10705.424253422923,-1706818.01357987,-20306.680656438046
182843.8,0.0,-115683.60355793279,-134145.9332176749,-915497.1319075496,-10705.424253422923,-1706818.0135798694,-20306.68065643804
183263.1,0.0,-115683.60355793289,-134145.93321767502,-915497.1319075504,-10705.424253422932,-1706818.0135798708,-20306.680656438053
183624.30000000002,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075498,-10705.424253422925,-1706818.01357987,-20306.680656438046
184093.3,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075498,-10705.424253422925,-1706818.01357987,-20306.680656438046
184589.8,0.0,-115683.60355793279,-134145.9332176749,-915497.1319075496,-10705.424253422923,-1706818.0135798694,-20306.68065643804
185035.69999999998,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
185477.7,0.0,-115683.60355793289,-134145.93321767502,-915497.1319075507,-10705.424253422936,-1706818.0135798708,-20306.680656438053
185906.9,0.0,-115683.60355793289,-134145.93321767502,-915497.1319075506,-10705.424253422936,-1706818.0135798708,-20306.680656438053
186491.4,0.0,-115683.60355793286,-134145.933217675,-915497.1319075509,-10705.424253422936,-1706818.0135798708,-20306.680656438057
187020.3,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
187622.9,0.0,-115683.60355793279,-134145.9332176749,-915497.1319075499,-10705.424253422925,-1706818.01357987,-20306.680656438046
188159.5,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075498,-10705.424253422925,-1706818.01357987,-20306.680656438046
188669.7,0.0,-115683.60355793279,-134145.9332176749,-915497.1319075497,-10705.424253422923,-1706818.01357987,-20306.680656438046
189357.1,0.0,-115683.60355793279,-134145.9332176749,-915497.1319075496,-10705.424253422923,-1706818.0135798694,-20306.68065643804
189903.8,0.0,-115683.60355793279,-134145.9332176749,-915497.1319075496,-10705.424253422923,-1706818.0135798696,-20306.680656438042
190565.30000000002,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075498,-10705.424253422925,-1706818.01357987,-20306.680656438046
191223.5,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075498,-10705.424253422925,-1706818.01357987,-20306.680656438046
191904.1,0.0,-115683.60355793279,-134145.9332176749,-915497.1319075497,-10705.424253422923,-1706818.01357987,-20306.680656438046
192460.0,0.0,-115683.60355793289,-134145.93321767502,-915497.1319075506,-10705.424253422936,-1706818.0135798708,-20306.680656438053
193044.5,0.0,-115683.60355793283,-134145.93321767496,-915497.1319075498,-10705.424253422925,-1706818.01357987,-20306.680656438046
193761.1,0.0,-115683.60355793289,-134145.93321767502,-915497.1319075507,-10705.424253422936,-1706818.0135798708,-20306.680656438053
194481.69999999998,0.0,-115683.60355793273,-134145.93321767484,-915497.131907549,-10705.424253422916,-1706818.0135798687,-20306.68065643803
195153.8,0.0,-115683.60355793289,-134145.93321767502,-915497.1319075506,-10705.424253422936,-1706818.0135798708,-20306.680656438053
195775.3,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075498,-10705.424253422925,-1706818.01357987,-20306.680656438046
196417.0,0.0,-115683.60355793276,-134145.93321767487,-915497.1319075491,-10705.42425342292,-1706818.0135798687,-20306.68065643803
197063.8,0.0,-115683.60355793273,-134145.93321767484,-915497.131907549,-10705.424253422916,-1706818.0135798687,-20306.68065643803
197651.3,0.0,-115683.60355793279,-134145.9332176749,-915497.1319075499,-10705.424253422925,-1706818.01357987,-20306.680656438046
198336.90000000002,0.0,-115683.60355793282,-134145.93321767493,-915497.1319075496,-10705.424253422923,-1706818.01357987,-20306.680656438046
199170.6,0.0,-115683.60355793289,-134145.93321767502,-915497.1319075507,-10705.424253422936,-1706818.0135798708,-20306.680656438053
199765.9,0.0,-115683.60355793279,-134145.9332176749,-915497.1319075496,-10705.424253422923,-1706818.0135798694,-20306.68065643804
