Temp,Crotyl Alcohol Concentration Relative to CO
176.8481,0.03261870613649689
176.8945,0.0325294765230472
176.8788,0.03255966843966697
176.7941,0.032722550945252976
176.7974,0.03271620487360668
176.8505,0.03261409081166319
176.9009,0.03251716899015752
176.9665,0.03239101677803903
176.9055,0.03250832295089316
176.8099,0.032692166723431684
176.8533,0.03260870626602405
176.9335,0.03245447749450106
176.881,0.03255543772523619
176.8105,0.03269101289222333
176.8207,0.03267139776168051
176.7429,0.032821011208369805
176.7739,0.03276139659593577
176.8874,0.032543130192346566
176.8942,0.03253005343865131
176.8326,0.03264851344271381
176.8189,0.03267485925530565
176.8509,0.03261332159085762
176.8443,0.03262601373415003
176.9281,0.03246486197537668
176.9268,0.03246736194299492
176.8664,0.03258351428464063
176.914,0.03249197700877416
176.883,0.03255159162120813
176.9234,0.03247390031984255
176.8343,0.03264524425429006
176.8869,0.032544091718353596
176.8666,0.032583129674237786
176.8004,0.032710435717564754
176.889,0.03254005330912415
177.0114,0.03230467174261037
176.8458,0.03262312915612906
176.9231,0.03247447723544667
176.9848,0.03235582492618278
177.0193,0.032289479631699786
177.032,0.032265056871121876
176.9611,0.03240140125891465
176.8494,0.03261620616887864
176.9185,0.03248332327471114
176.8734,0.03257005292054259
176.9646,0.03239467057686563
176.9394,0.03244313148761847
176.8496,0.0326158215584758
176.9133,0.03249332314518391
176.7969,0.03271716639961371
176.792,0.032726589354482305
176.7845,0.032741012244587316
176.8007,0.032709858801960506
176.9141,0.032491784703572765
176.8142,0.03268389759977152
176.7997,0.032711781853974504
176.7839,0.032742166075795734
176.8388,0.03263659052022704
176.9101,0.03249947691162875
177.0272,0.03227428752078914
177.0201,0.032287941190088515
176.969,0.032386209148004066
177.0026,0.032321594600333556
176.9059,0.03250755373008753
176.8848,0.032548130127582925
176.8855,0.03254678399117317
176.9602,0.03240313200572725
177.023,0.032282364339247915
176.9497,0.03242332405187426
176.8147,0.03268293607376449
176.8542,0.03260697551921145
176.9009,0.03251716899015752
176.9337,0.03245409288409833
176.8691,0.03257832204420282
176.9353,0.032451016000875854
176.9734,0.032377747719142445
176.9555,0.03241217035019306
176.8202,0.032672359287687476
176.9251,0.03247063113141874
176.8746,0.03256774525812581
177.0054,0.03231621005469435
177.0023,0.032322171515937796
177.0163,0.03229524878774177
177.1247,0.0320923756387465
177.248,0.031894599756135386
177.2921,0.03182386239666128
177.5623,0.03139045571797899
177.7207,0.03136570227214074
177.9972,0.03103006954070816
178.29,0.030888375582149283
178.6543,0.030711052473024653
179.0592,0.03000352320649534
179.3064,0.02973679340471493
179.7101,0.030258797862102234
180.1774,0.027994033674058547
180.5681,0.027462055881397884
180.8962,0.02983879599128628
181.384,0.027713529755501
181.8506,0.03008263377848792
182.297,0.029908071754042885
182.8438,0.02813912679240889
183.2631,0.0307235531650265
183.6243,0.02639654176573042
184.0933,0.025936985663387976
184.5898,0.028212951349517193
185.0357,0.023549887338949787
185.4777,0.028003581518388044
185.9069,0.026716549562173085
186.4914,0.02413539366015983
187.0203,0.0288693228760209
187.6229,0.026984150751966394
188.1595,0.026530706941089062
188.6697,0.028014481491218938
189.3571,0.02533904620522063
189.9038,0.024816842371815973
190.5653,0.02165393587095905
191.2235,0.02077881234742084
191.9041,0.020181974444979905
192.46,0.02025815458079635
193.0445,0.023175229804371696
193.7611,0.024436618838037116
194.4817,0.022873394175046562
195.1538,0.023249099040119802
195.7753,0.023064445173847987
196.417,0.02404862123587745
197.0638,0.02330726993930035
197.6513,0.026989407196645554
198.3369,0.022956417172330254
199.1706,0.031745049326844944
199.7659,0.025850747775661275
