Temp,m2.0,m18.0,m26.0,m27.0,m28.0,m29.0,m31.0,m39.0,m41.0,m44.0,m45.0,m56.0,m57.0,m70.0
176.8481,0.0,7.421564475028613e-05,0.0010720968870002593,0.00397185476149871,0.001352354877982876,0.006842907940628485,0.002652790612992315,0.0043199377985125775,0.0025188875957947937,0.0008456280782957902,0.00023951813104703117,0.0,0.007325183238521576,0.00010481386772152491
176.8945,0.0,7.401262525388809e-05,0.0010691641284043994,0.003960989613642637,0.0013486554638336987,0.0068241889262120655,0.002645533811328579,0.004308120457313484,0.0025119970905259628,0.0008433148330605934,0.00023886292080791001,0.0,0.007305144943131004,0.00010452714571416443
176.8788,0.0,7.408131935072953e-05,0.001070156462670669,0.003964665967550828,0.0013499072052591723,0.006830522730658989,0.0026479892377535884,0.004312118997331273,0.002514328576144938,0.0008440975475043978,0.00023908461910002602,0.0,0.007311925142217887,0.00010462416156579269
176.7941,0.0,7.44519174400597e-05,0.0010755100112281996,0.003984499545641553,0.001356660230656487,0.006864693000509663,0.002661236028721663,0.004333690738701178,0.0025269067183059327,0.0008483202171470966,0.00024028066020462908,0.0,0.007348503668501982,0.00010514755281629787
176.7974,0.0,7.44374785534622e-05,0.001075301431414267,0.003983726808832812,0.0013563971257708736,0.006863361691294683,0.0026607199199826397,0.004332850281245196,0.002526416660819134,0.0008481556975506255,0.00024023406120055298,0.0,0.0073470785311142706,0.00010512716094939479
176.8505,0.0,7.420514374185155e-05,0.0010719451925901259,0.003971292771092351,0.0013521635289751564,0.00684193971574486,0.002652415261182115,0.004319326556726406,0.0025185311903498475,0.0008455084276801744,0.00023948424086224843,0.0,0.007324146774966872,0.00010479903727286806
176.9009,0.0,7.398462256472956e-05,0.0010687596099773816,0.003959490972559032,0.0013481451998131194,0.006821606993189095,0.002644532873168057,0.004306490479217048,0.0025110466760061186,0.0008429957647522885,0.00023877254698182376,0.0,0.007302381040318494,0.00010448759785107998
176.9665,0.0,7.369759500085656e-05,0.0010646132961004773,0.003944129901452176,0.0013429149936022157,0.00679514217970382,0.002634273257022778,0.004289783203728679,0.0025013049271777744,0.0008397253145921838,0.00023784621526444586,0.0,0.007274051036490453,0.00010408223225446701
176.9055,0.0,7.396449563189714e-05,0.0010684688623579664,0.003958413824280205,0.0013477784475483328,0.006819751228828859,0.0026438134488651916,0.004305318932460249,0.002510363565569989,0.0008427664344056973,0.00023870759079432514,0.0,0.007300394485172028,0.0001044591728244884
176.8099,0.0,7.438278580119987e-05,0.0010745113563615039,0.003980799775466417,0.001355400516355687,0.006858318853359232,0.0026587649626378853,0.004329666730275616,0.002524560382460076,0.0008475325172609719,0.0002400575498214796,0.0,0.007341680283433627,0.00010504991902930854
176.8533,0.0,7.419289256534491e-05,0.0010717682157783087,0.003970637115618286,0.0013519402884661568,0.006840810120047331,0.0026519773507368946,0.0043186134413092285,0.002518115383997423,0.0008453688352952934,0.0002394447023133364,0.0,0.007322937567486421,0.00010478173508276893
176.9335,0.0,7.384198386682925e-05,0.0010666990942397735,0.003951857269539465,0.00134554604245831,0.006808455271853423,0.002639434344412933,0.004298187778288375,0.0025062055020456907,0.0008413705105568704,0.00023831220530519992,0.0,0.007288302410367362,0.00010428615092349485
176.881,0.0,7.40716934263314e-05,0.0010700174094613831,0.003964150809678344,0.0013497318020021,0.006829635191182352,0.0026476451652609127,0.004311558692360629,0.0025140018711537447,0.000843987867773419,0.0002390535530973092,0.0,0.007310975050626097,0.00010461056698785755
176.8105,0.0,7.438016054909136e-05,0.0010744734327589726,0.0039806592778648345,0.0013553526791037595,0.006858076797138337,0.00265867112468534,0.004329513919829081,0.0025244712810988438,0.0008475026046070695,0.00024004907727528433,0.0,0.007341421167544964,0.00010504621141714452
176.8207,0.0,7.433553126324524e-05,0.001073828731515917,0.003978270818637853,0.0013545394458209664,0.006853961841383004,0.0026570758794920188,0.004326916142237901,0.0025229565579578507,0.0008469940894907115,0.00023990504398996028,0.0,0.007337016197437553,0.00010498318201035406
176.7429,0.0,7.467593895332634e-05,0.001078746158644319,0.0039964886743103145,0.0013607423428210936,0.006885348464693286,0.0026692435340057805,0.004346730563472583,0.0025345100344646375,0.0008508727636135188,0.00024100365081331404,0.0,0.0073706148910019096,0.0001054639357209713
176.7739,0.0,7.454030092771562e-05,0.0010767867725134648,0.003989229631561647,0.0013582707514714285,0.006872842226613354,0.0026643952397907857,0.0043388353570680185,0.00252990646413417,0.0008493272764951767,0.00024056590259321164,0.0,0.007357227236753901,0.00010527237575915723
176.8874,0.0,7.404369073717303e-05,0.0010696128910343678,0.003962652168594746,0.0013492215379815235,0.006827053258159396,0.0026466442271003967,0.004309928714264202,0.0025130514566339057,0.000843668799465116,0.00023896317927122349,0.0,0.007308211147813603,0.00010457101912477332
176.8942,0.0,7.401393787994219e-05,0.0010691830902056628,0.003961059862443421,0.0013486793824596598,0.006824309954322499,0.002645580730304846,0.004308196862536743,0.002512041641206574,0.0008433297893875429,0.00023886715708100714,0.0,0.007305274501075321,0.00010452899952024623
176.8326,0.0,7.428346376309126e-05,0.0010730765800656833,0.003975484282873032,0.0013535906736577045,0.006849161059668432,0.0026552147600998046,0.0043238854017148476,0.00252118938096002,0.0008464008218549588,0.00023973700515708167,0.0,0.007331877065645559,0.00010490964770243164
176.8189,0.0,7.434340701957091e-05,0.0010739425023235133,0.003978692311442608,0.0013546829575767512,0.006854688010045698,0.0026573573933496597,0.004327374573577514,0.0025232238620415516,0.0008470838274524204,0.0002399304616285465,0.0,0.007337793545103556,0.00010499430484684633
176.8509,0.0,7.420339357377922e-05,0.0010719199101884382,0.00397119910602463,0.0013521316374738716,0.006841778344930932,0.002652352702547085,0.004319224683095384,0.00251847178944236,0.0008454884859109062,0.00023947859249811828,0.0,0.007323974031041098,0.00010479656553142539
176.8443,0.0,7.423227134697374e-05,0.0010723370698162973,0.003972744579642087,0.0013526578472450902,0.0068444409633608505,0.0026533849200251155,0.004320905598007322,0.0025194519044159426,0.0008458175251038433,0.00023957179050626906,0.0,0.007326824305816478,0.00010483734926523094
176.9281,0.0,7.386561113580662e-05,0.0010670404066625678,0.0039531217479537506,0.0013459765777256716,0.006810633777841543,0.0026402788859858687,0.004299563072307237,0.002507007414296805,0.0008416397244420013,0.0002383884582209598,0.0,0.007290634453365405,0.00010431951943297218
176.9268,0.0,7.3871299182042e-05,0.0010671225744680565,0.003953426159423861,0.0013460802251048527,0.006811158232986838,0.002640482201549726,0.004299894161608078,0.0025072004672461504,0.0008417045351921263,0.0002384068154043837,0.0,0.007291195871124201,0.00010432755259266126
176.8664,0.0,7.413557456097393e-05,0.001070940217123012,0.0039675695846503,0.0013508958417990402,0.006835525225890972,0.00264992855543959,0.004315277079893105,0.0025161700042771284,0.0008447157423517359,0.00023925971838806732,0.0,0.007317280203917101,0.00010470078555051846
176.914,0.0,7.392730456035873e-05,0.0010679316113220874,0.003956423441591055,0.0013471007531460058,0.006816322099032751,0.0026424840778707585,0.004303154117800934,0.0025091012962858293,0.0008423426718087327,0.0002385875630565552,0.0,0.00729672367674919,0.00010440664831882974
176.883,0.0,7.40629425859693e-05,0.0010698909974529392,0.003963682484339714,0.001349572344495668,0.006828828337112669,0.0026473323720857477,0.00431104932420549,0.0025137048666162916,0.0008438881589270731,0.00023902531127665706,0.0,0.007310111330997182,0.00010459820828064358
176.9234,0.0,7.388617561065742e-05,0.001067337474882409,0.003954222312499524,0.0013463513028657847,0.006812529884905287,0.002641013949947502,0.004300760087471807,0.0025077053749598165,0.0008418740402309128,0.0002384548264994919,0.0,0.007292664194493342,0.00010434856239492483
176.8343,0.0,7.42760255487837e-05,0.0010729691298585092,0.0039750862063352085,0.0013534551347772412,0.006848475233709221,0.0026549488859009224,0.004323452438782992,0.002520936927103192,0.0008463160693355672,0.00023971299960952807,0.0,0.007331142903961002,0.00010489914280130007
176.8869,0.0,7.404587844726359e-05,0.0010696444940364793,0.003962769249929406,0.0013492614023581323,0.006827254971676821,0.0026467224253941893,0.004310056056302989,0.0025131257077682704,0.0008436937266767028,0.00023897023972638663,0.0,0.007308427077720836,0.00010457410880157687
176.8666,0.0,7.413469947693761e-05,0.0010709275759221662,0.003967522752116431,0.0013508798960483951,0.006835444540483993,0.0026498972761220697,0.0043152261430775855,0.0025161403038233797,0.0008447057714671,0.00023925689420600175,0.0,0.007317193831954199,0.00010469954967979691
176.8004,0.0,7.442435229291941e-05,0.0010751118134016062,0.0039830243208248866,0.001356157939511232,0.00686215141019019,0.002660250730219905,0.004332086229012507,0.0025259711540129657,0.0008480061342811105,0.0002401916984695759,0.0,0.0073457829516709325,0.00010510862288857432
176.889,0.0,7.403669006488342e-05,0.0010695117614276134,0.003962277508323846,0.001349093971976379,0.006826407774903655,0.002646393992560267,0.0043095212197400935,0.002512813853003945,0.0008435890323880398,0.00023894058581470196,0.0,0.0073075201721104766,0.00010456113215900222
177.0114,0.0,7.350113863473007e-05,0.0010617753465109498,0.003933615997600073,0.0013393351725828617,0.006777028305839659,0.002627251050240414,0.004278347888645937,0.0024946371753120323,0.0008374868509917462,0.00023721218639081366,0.0,0.007254660530821564,0.00010380477927751696
176.8458,0.0,7.422570821670235e-05,0.001072242260809967,0.003972393335638124,0.0013525382541152695,0.006843835822808605,0.0026531503251437482,0.004320523571890978,0.002519229151012859,0.0008457427434690859,0.00023955060914078054,0.0,0.00732617651609481,0.00010482808023482072
176.9231,0.0,7.388748823671152e-05,0.0010673564366836725,0.003954292561300307,0.0013463752214917456,0.00681265091301572,0.002641060868923769,0.004300836492695067,0.0025077499256404272,0.0008418889965578623,0.00023845906277258902,0.0,0.007292793752437659,0.00010435041620100663
176.9848,0.0,7.361752481154436e-05,0.0010634566262232301,0.0039398447246037655,0.0013414559574183797,0.006787759464966305,0.0026314111994700526,0.004285122485109205,0.0024985873356601087,0.0008388129786481294,0.00023758780260548195,0.0,0.007266148001885977,0.00010396915008346055
177.0193,0.0,7.34665728153003e-05,0.0010612760190776037,0.003931766112512513,0.0013387053154324644,0.006773841232264456,0.0026260155171985307,0.004276335884433165,0.0024934640073891088,0.0008370930010486855,0.00023710063119923938,0.0,0.0072512488382874005,0.0001037559623840225
177.032,0.0,7.34110049790015e-05,0.0010604733028239928,0.0039287922466122414,0.00133769276026663,0.006768717708922013,0.002624029280536251,0.004273101396648057,0.002491578028576297,0.0008364598498743945,0.00023692129563809998,0.0,0.007245764218643841,0.0001036774845932145
176.9611,0.0,7.372122226983395e-05,0.0010649546085232718,0.003945394379866462,0.0013433455288695772,0.00679732068569194,0.0026351177985957136,0.00429115849774754,0.0025021068394288893,0.0008399945284773147,0.0002379224681802057,0.0,0.0072763830794884965,0.00010411560076394434
176.8494,0.0,7.420995670405075e-05,0.0010720147191947706,0.0039715503500286,0.0013522512306036948,0.006842383485483191,0.0026525872974284574,0.004319606709211736,0.0025186945428454484,0.0008455632675456651,0.00023949977386360726,0.0,0.00732462182076278,0.00010480583456183581
176.9185,0.0,7.390761516954423e-05,0.0010676471843030918,0.00395536970957915,0.0013467419737565375,0.006814506677375983,0.0026417802932266446,0.004302008039451881,0.0025084330360765662,0.0008421183269044568,0.0002385240189600886,0.0,0.007294780307584152,0.00010437884122759862
176.8734,0.0,7.410494661970692e-05,0.0010704977750934633,0.003965930445965113,0.0013503377405265338,0.006832701236647109,0.002648833779326524,0.004313494291350135,0.0025151304883960527,0.0008443667613895286,0.0002391608720157859,0.0,0.0073142571852159305,0.00010465753007527001
176.9646,0.0,7.370590829920045e-05,0.0010647333875084975,0.003944574810523868,0.001343066478233324,0.006795908691070009,0.002634570410539181,0.004290267103476055,0.0025015870814883512,0.0008398200379962112,0.00023787304499406502,0.0,0.007274871570137911,0.00010409397302632013
176.9394,0.0,7.381616888776143e-05,0.0010663261788148694,0.003950475709790527,0.0013450756428143422,0.00680607505234789,0.002638511604546209,0.004296685142230734,0.0025053293386602155,0.0008410763694601539,0.0002382288919342773,0.0,0.007285754437462099,0.00010424969273721415
176.8496,0.0,7.420908162001445e-05,0.001072002077993925,0.003971503517494732,0.00135223528485305,0.006842302800076213,0.0026525560181109376,0.004319555772396217,0.0025186648423917,0.0008455532966610295,0.00023949694968154175,0.0,0.007324535448799879,0.00010480459869111428
176.9133,0.0,7.393036735448531e-05,0.0010679758555250404,0.003956587355459567,0.0013471565632732542,0.006816604497957126,0.0026425935554820605,0.004303332396655223,0.0025092052478739328,0.0008423775699049521,0.00023859744769378293,0.0,0.007297025978619295,0.0001044109738663544
176.7969,0.0,7.443966626355278e-05,0.0010753330344163785,0.003983843890167472,0.0013564369901474824,0.006863563404812108,0.0026607981182764323,0.0043329776232839835,0.0025264909119534986,0.0008481806247622124,0.00024024112165571613,0.0,0.007347294461021503,0.00010513025062619833
176.792,0.0,7.44611058224396e-05,0.0010756427438370615,0.003984991287247099,0.0013568276610382356,0.0068655401972828045,0.002661564461555576,0.004334225575264058,0.0025272185730702487,0.0008484249114357566,0.00024031031411631288,0.0,0.007349410574112315,0.00010516052945887213
176.7845,0.0,7.449392147379703e-05,0.0010761167888687197,0.0039867475072669365,0.0013574256266873478,0.0068685659000440775,0.002662737435962429,0.004336135705845807,0.0025283323400856843,0.0008487988196095489,0.00024041622094375697,0.0,0.007352649522720702,0.00010520687461092391
176.8007,0.0,7.442303966686501e-05,0.0010750928516003384,0.003982954072024087,0.0013561340208852655,0.00686203038207973,0.002660203811243627,0.00433200982378923,0.0025259266033323445,0.0008479911779541576,0.00024018746219647778,0.0,0.007345653393726586,0.0001051067690824921
176.9141,0.0,7.392686701834065e-05,0.0010679252907216654,0.003956400025324124,0.0013470927802706845,0.006816281756329268,0.002642468438212001,0.004303128649393178,0.002509086446058957,0.0008423376863664156,0.00023858615096552263,0.0,0.007296680490767746,0.00010440603038346906
176.8142,0.0,7.436397149442169e-05,0.0010742395705433544,0.00397979287598838,0.001355057682716864,0.006856584117109442,0.002658092457311292,0.004328571588742084,0.002523921822704562,0.0008473181432413318,0.00023999682990707855,0.0,0.007339823286231491,0.00010502334780879896
176.7997,0.0,7.442741508704599e-05,0.0010751560576045594,0.003983188234693399,0.0013562137496384804,0.0068624338091145655,0.002660360207831207,0.004332264507866796,0.002526075105601069,0.0008480410323773299,0.00024020158310680365,0.0,0.007346085253541038,0.00010511294843609899
176.7839,0.0,7.449654672590568e-05,0.0010761547124712532,0.003986888004868527,0.0013574734639392777,0.006868807956264985,0.0026628312739149793,0.00433628851629235,0.002528421441446921,0.0008488287322634529,0.00024042469348995268,0.0,0.007352908638609379,0.00010521058222308813
176.8388,0.0,7.42563361579692e-05,0.0010726847028395135,0.0039740324743233035,0.001353096355387773,0.006846659812052453,0.0026542451012568084,0.004322306360433939,0.0025202686668939294,0.0008460917244312913,0.00023964945551306147,0.0,0.007329199534795965,0.00010487133571006894
176.9101,0.0,7.394436869906457e-05,0.001068178114738549,0.00395733667600137,0.0013474116952835436,0.00681789546446861,0.002643094024562321,0.004304147385703442,0.0025096804551338545,0.0008425371040591044,0.00023864263460682603,0.0,0.0072984079300255494,0.00010443074779789662
177.0272,0.0,7.343200699587039e-05,0.001060776691644256,0.0039299162274249455,0.0013380754582820644,0.00677065415868924,0.002624779984156642,0.0042743238802203844,0.0024922908394661805,0.0008366991511056231,0.00023698907600766463,0.0,0.007247837145753222,0.00010370714549052783
177.0201,0.0,7.346307247915535e-05,0.0010612254542742246,0.003931578782377055,0.0013386415324298895,0.006773518490636572,0.0026258903999284607,0.004276132137171103,0.002493345205574124,0.0008370531175101459,0.00023708933447097816,0.0,0.007250903350435823,0.00010375101890113675
176.969,0.0,7.368665645040418e-05,0.0010644552810899258,0.003943544494778901,0.0013427156717191796,0.006794133612116737,0.00263388226555383,0.0042891464935347675,0.0025009336715059657,0.0008396006785342541,0.00023781091298863142,0.0,0.007272971386954333,0.00010406678387044988
177.0026,0.0,7.353964233232274e-05,0.0010623315593480947,0.003935676629090015,0.0013400367856111527,0.006780578463746216,0.0026286273402111203,0.004280589108528521,0.0024959439952768085,0.0008379255699156621,0.00023733645040168125,0.0,0.007258460897188734,0.00010385915758925765
176.9059,0.0,7.396274546382466e-05,0.0010684435799562769,0.003958320159212476,0.0013477465560470454,0.006819589858014918,0.002643750890230157,0.004305217058829218,0.0025103041646624964,0.0008427464926364274,0.00023870194243019453,0.0,0.007300221741246241,0.00010445670108304553
176.8848,0.0,7.405506682964351e-05,0.0010697772266453412,0.003963260991534952,0.0013494288327398807,0.006828102168449962,0.0026470508582281025,0.004310590892865869,0.0025134375625325864,0.0008437984209653628,0.00023899989363807046,0.0,0.007309333983331168,0.00010458708544415114
176.8855,0.0,7.40520040355169e-05,0.0010697329824423877,0.003963097077666439,0.001349373022612632,0.006827819769525585,0.0026469413806167997,0.004310412614011578,0.0025133336109444825,0.0008437635228691434,0.00023899000900084265,0.0,0.007309031681461062,0.00010458275989662644
