Temp,m57.0
176.8481,0.0073251832385215765
176.8945,0.007305144943131003
176.8788,0.007311925142217887
176.7941,0.007348503668501982
176.7974,0.0073470785311142706
176.8505,0.007324146774966872
176.9009,0.007302381040318495
176.9665,0.007274051036490453
176.9055,0.007300394485172029
176.8099,0.007341680283433627
176.8533,0.0073229375674864206
176.9335,0.007288302410367362
176.881,0.007310975050626098
176.8105,0.007341421167544965
176.8207,0.007337016197437554
176.7429,0.007370614891001909
176.7739,0.007357227236753902
176.8874,0.007308211147813604
176.8942,0.007305274501075321
176.8326,0.007331877065645559
176.8189,0.007337793545103555
176.8509,0.007323974031041097
176.8443,0.007326824305816479
176.9281,0.007290634453365405
176.9268,0.007291195871124201
176.8664,0.007317280203917101
176.914,0.007296723676749189
176.883,0.007310111330997182
176.9234,0.007292664194493342
176.8343,0.007331142903961002
176.8869,0.007308427077720836
176.8666,0.0073171938319542
176.8004,0.007345782951670932
176.889,0.0073075201721104766
177.0114,0.007254660530821563
176.8458,0.0073261765160948095
176.9231,0.00729279375243766
176.9848,0.0072661480018859775
177.0193,0.0072512488382874
177.032,0.007245764218643841
176.9611,0.0072763830794884965
176.8494,0.0073246218207627806
176.9185,0.007294780307584153
176.8734,0.0073142571852159305
176.9646,0.007274871570137911
176.9394,0.0072857544374621
176.8496,0.007324535448799879
176.9133,0.007297025978619295
176.7969,0.007347294461021503
176.792,0.007349410574112314
176.7845,0.007352649522720703
176.8007,0.007345653393726587
176.9141,0.007296680490767746
176.8142,0.007339823286231492
176.7997,0.007346085253541038
176.7839,0.007352908638609379
176.8388,0.007329199534795966
176.9101,0.0072984079300255494
177.0272,0.007247837145753222
177.0201,0.007250903350435822
176.969,0.007272971386954333
177.0026,0.007258460897188734
176.9059,0.007300221741246241
176.8848,0.007309333983331168
176.8855,0.007309031681461062
176.9602,0.007276771753321504
177.023,0.007249650956973913
176.9497,0.007281306281373245
176.8147,0.00733960735632426
176.8542,0.007322548893653413
176.9009,0.007302381040318495
176.9337,0.007288216038404488
176.8691,0.007316114182418079
176.9353,0.007287525062701347
176.9734,0.00727107120377074
176.9555,0.007278801494449427
176.8202,0.007337232127344773
176.9251,0.007291930032808772
176.8746,0.007313738953438592
177.0054,0.007257251689708269
177.0023,0.007258590455133079
177.0163,0.007252544417730752
177.1247,0.0072069851921640615
177.248,0.007162570659771994
177.2921,0.007146685170084308
177.5623,0.007049355026918558
177.7207,0.007043796145282014
177.9972,0.006968423098653462
178.29,0.006936602884636024
178.6543,0.006896781431837536
179.0592,0.006737891575745267
179.3064,0.006677992060876714
179.7101,0.006795218608296651
180.1774,0.0062866204867145295
180.5681,0.00616715422726951
180.8962,0.00670089878299842
181.384,0.0062236277182718125
181.8506,0.006755657437871279
182.297,0.006716456041893269
182.8438,0.006319204050088172
183.2631,0.006899588712394241
183.6243,0.0059278717092004565
184.0933,0.005824669189641515
184.5898,0.006335782831786565
185.0357,0.005288598489543677
185.4777,0.006288764646233113
185.9069,0.005999735863986021
186.4914,0.005420085651303822
187.0203,0.0064831841935716695
187.6229,0.006059831066471354
188.1595,0.005958001184281959
188.6697,0.006291212453265896
189.3571,0.005690389918161849
189.9038,0.0055731185968672416
190.5653,0.004862824645042937
191.2235,0.004666298144591546
191.9041,0.004532266249494918
192.46,0.004549374023532789
193.0445,0.005204461642392449
193.7611,0.005487731793206996
194.4817,0.005136678411400119
195.1538,0.0052210504575735325
195.7753,0.005179582736552279
196.417,0.0054005991669147935
197.0638,0.005234113897118435
197.6513,0.006061011506317646
198.3369,0.005155322886921908
199.1706,0.007128986118025676
199.7659,0.005805302746133374
