Source:,NIST-TuningCorrected, NIST-TuningCorrected, NIST-TuningCorrected
Molecules,CO, CO2, H2
Electron Numbers,14, 22, 2
ionizationEfficiencies,1.0, 1.342857142857143, 0.48571428571428577
ionizationEfficienciesSources,MadixAndKo, MadixAndKo, MadixAndKo
Molecular Mass,28.01, 44.01, 2.01588
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.138018466885719171e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02
1.200000000000000000e+01,6.132114125842048402e+00,1.385514751928736032e+01,0.000000000000000000e+00
1.600000000000000000e+01,2.068653717163474237e+00,1.425748397956868097e+01,0.000000000000000000e+00
2.200000000000000000e+01,0.000000000000000000e+00,2.547474505203576989e+00,0.000000000000000000e+00
2.800000000000000000e+01,1.000000000000000000e+02,1.196170444282760847e+01,0.000000000000000000e+00
2.900000000000000000e+01,1.182246586499811958e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.400000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00
4.500000000000000000e+01,0.000000000000000000e+00,1.189739063852914169e+00,0.000000000000000000e+00
4.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
