Temp,m2.0,m28.0,m44.0
176.8481,1.2645183499364883,3.7850129664680288,0.8888665072588869
176.8945,1.264553503674089,3.7845700752745253,0.8882213308429038
176.8788,1.2645416089827026,3.7847199328550856,0.8884396340698619
176.7941,1.2644774382591082,3.7855284001846083,0.8896173591223235
176.7974,1.2644799384171703,3.7854969014574835,0.8895714737306679
176.8505,1.2645201682332607,3.784990058302847,0.8888331360649568
176.9009,1.2645583524654822,3.7845089868340396,0.8881323409924191
176.9665,1.2646080525772625,3.783882830319086,0.8872201950249913
176.9055,1.264561837534296,3.784465079517444,0.8880683795373889
176.8099,1.2644894087128602,3.785377588097166,0.8893976654289479
176.8533,1.2645222895794952,3.784963332110136,0.888794203005371
176.9335,1.2645830509966411,3.784197817590329,0.887679048941532
176.881,1.264543275754744,3.784698933703669,0.8884090438087601
176.8105,1.2644898632870534,3.7853718610558698,0.8893893226304641
176.8207,1.2644975910483363,3.7852745013538502,0.8892474950562621
176.7429,1.2644386479279628,3.7860171077084757,0.8903292779261687
176.7739,1.2644621342612734,3.785721210574883,0.8898982333379011
176.8874,1.2645481245461372,3.784637845263187,0.8883200539582794
176.8942,1.2645532763869924,3.784572938795172,0.8882255022421435
176.8326,1.264506606769833,3.7851609150348247,0.8890820295530208
176.8189,1.264496227325757,3.7852916824777365,0.8892725234517089
176.8509,1.264520471282723,3.784986240275319,0.8888275741993055
176.8443,1.2645154709665987,3.785049237729567,0.8889193449826125
176.9281,1.2645789598289032,3.784249360961988,0.8877541341278771
176.9268,1.2645779749181516,3.7842617695514593,0.8877722101912544
176.8664,1.2645322144493782,3.784838291708523,0.8886120519051697
176.914,1.264568277335365,3.7843839464324267,0.8879501898922177
176.883,1.2645447910020544,3.7846798435660167,0.8883812344804831
176.9234,1.264575398997724,3.784294222785468,0.8878194860493244
176.8343,1.2645078947300468,3.7851446884178217,0.8890583916239863
176.8869,1.2645477457343095,3.7846426177976,0.8883270062903486
176.8666,1.2645323659741092,3.7848363826947566,0.888609270972341
176.8004,1.264482211288136,3.7854682662510064,0.8895297597382548
176.889,1.2645493367439855,3.7846225731530647,0.8882978064956581
177.0114,1.2646420698793803,3.78345425672882,0.8865958756052079
176.8458,1.2645166074020815,3.7850349201263294,0.8888984879864046
176.9231,1.2645751717106273,3.784297086306113,0.8878236574485647
176.9848,1.2646219170901523,3.7837081555595784,0.88696573967127
177.0193,1.2646480551062562,3.783378850685099,0.886486028758523
177.032,1.264657676926677,3.7832576283110133,0.8863094395239735
176.9611,1.2646039614095244,3.783934373690745,0.8872952802113343
176.8494,1.26451933484724,3.785000557878555,0.8888484311955098
176.9185,1.2645716866418135,3.7843409936227115,0.8878876189035987
176.8734,1.2645375178149645,3.7847714762267426,0.8885147192562047
176.9646,1.2646066130923175,3.7839009659498566,0.8872466138868529
176.9394,1.2645875209762067,3.784141501684259,0.8875970114231204
176.8496,1.264519486371971,3.7849986488647906,0.8888456502626807
176.9133,1.2645677469988064,3.784390627980606,0.8879599231571152
176.7969,1.2644795596053429,3.7855016739918965,0.8895784260627381
176.792,1.2644758472494324,3.7855484448291437,0.8896465589170125
176.7845,1.2644701650720185,3.785620032845334,0.8897508438980443
176.8007,1.2644824385752325,3.7854654027303614,0.8895255883390147
176.9141,1.2645683530977307,3.784382991925543,0.8879487994258024
176.8142,1.2644926664945775,3.7853365443012144,0.8893378753731538
176.7997,1.2644816809515773,3.7854749477991843,0.8895394930031503
176.7839,1.2644697104978253,3.7856257598866283,0.8897591866965258
176.8388,1.264511304036495,3.7851017356081074,0.8889958206353692
176.9101,1.26456532260311,3.784421172200846,0.8880044180823523
177.0272,1.2646540403331321,3.7833034446413767,0.8863761819118344
177.0201,1.2646486612051804,3.783371214630038,0.8864749050272143
176.969,1.2646099466364005,3.783858967647022,0.8871854333646456
177.0026,1.2646354027912146,3.783538253334485,0.8867182366496233
176.9059,1.2645621405837582,3.7844612614899122,0.8880628176717311
176.8848,1.2645461547246337,3.784662662442131,0.888356206085037
176.8855,1.2645466850611924,3.784655980893954,0.8883464728201413
176.9602,1.2646032795482347,3.7839429642526867,0.8873077944090588
177.023,1.2646508583137805,3.783343533930443,0.8864345815012131
176.9497,1.2645953244998553,3.7840431874753553,0.8874537933825013
176.8147,1.2644930453064052,3.7853317717668022,0.8893309230410853
176.8542,1.264522971440785,3.784954741548193,0.8887816888076505
176.9009,1.2645583524654822,3.7845089868340396,0.8881323409924191
176.9337,1.2645832025213724,3.784195908576564,0.8876762680087052
176.8691,1.2645342600332472,3.7848125200226925,0.8885745093119954
176.9353,1.2645844147192207,3.784180636466442,0.8876540205460838
176.9734,1.2646132801804832,3.7838169693441905,0.8871242528424421
176.9555,1.2645997187170552,3.7839878260761686,0.8873731463305061
176.8202,1.2644972122365086,3.7852792738882624,0.8892544473883288
176.9251,1.2645766869579376,3.7842779961684645,0.8877958481202919
176.8746,1.2645384269633508,3.784760022144152,0.8884980336592405
177.0054,1.2646375241374492,3.7835115271417727,0.8866793035900352
177.0023,1.264635175504118,3.7835411168551336,0.8867224080488629
177.0163,1.2646457822352906,3.7834074858915754,0.8865277427509375
177.1247,1.264740741905243,3.782493334788063,0.8852567724648264
177.248,1.2649245333691868,3.7821652740437455,0.8852064038069749
177.2921,1.264990269002276,3.7820479384490606,0.885188388739563
177.5623,1.2653930301827918,3.7813290251229073,0.8850780107075091
177.7207,1.264984443197896,3.7781584414352034,0.8799290617655878
177.9972,1.2650933135825362,3.7761295080487502,0.8774243617173565
178.29,1.266044028156556,3.7770709811187593,0.8823791127581382
178.6543,1.266855566930916,3.768430507368726,0.867327959269037
179.0592,1.2671022113872172,3.7657549909615358,0.8708675658759171
179.3064,1.2674064370438187,3.76359266355611,0.8690259024175225
179.7101,1.2659157014959326,3.752290682276298,0.8504527779948423
180.1774,1.2660024525576044,3.7612275108564703,0.8725571019577777
180.5681,1.266153401349978,3.7585355952239796,0.8710319413939207
180.8962,1.2670778196064725,3.7436775989085356,0.8402400831701373
181.384,1.268590838503012,3.752521466781668,0.865691399111445
181.8506,1.266390845329511,3.74253938227212,0.8467039199155734
182.297,1.266534503463032,3.738760839869599,0.8430604216756706
182.8438,1.2630827684087025,3.750157198422382,0.8684085279314016
183.2631,1.264385808395578,3.7401331078564084,0.8543536888252183
183.6243,1.2650007007390156,3.7483999119645106,0.8704494704143299
184.0933,1.2665139391713995,3.741366113291837,0.8640097853929114
184.5898,1.2677629268248503,3.727979507899029,0.839895840539741
185.0357,1.2659162768973347,3.740602871497932,0.8690513398771911
185.4777,1.268506138357466,3.733864959789338,0.8480625851566501
185.9069,1.2672264424055864,3.7397362900534237,0.8619025410959986
186.4914,1.2672553065830747,3.756120259728792,0.8854507464667488
187.0203,1.2643827512022934,3.7579405366630225,0.8777671802656384
187.6229,1.2674318727829785,3.764762025867694,0.8898730197423742
188.1595,1.2695451567687914,3.769932339249301,0.8934635476328521
188.6697,1.2700074299045632,3.7758423595158113,0.9033857831245192
189.3571,1.2654538527045587,3.7728488335579646,0.897407448235156
189.9038,1.2663442967078893,3.7734890593200388,0.8991354246658853
190.5653,1.2668550324076595,3.781127604782685,0.9041421101046907
191.2235,1.2668659509085893,3.792374879526058,0.9232326655560497
191.9041,1.2667449796165235,3.7913171941262704,0.9118860335684666
192.46,1.2630044700971474,3.813405419089321,0.9524457250994429
193.0445,1.2666068523506238,3.8109250990206145,0.9411190706152851
193.7611,1.266754854739074,3.808792114526078,0.9274511681407397
194.4817,1.2665845582910096,3.822955016120188,0.9475153183552597
195.1538,1.2668738651681783,3.825546512639668,0.9419583373129496
195.7753,1.2678595532986838,3.8309828800345764,0.9446597579939332
196.417,1.267203053909976,3.8348307781423676,0.945244432537754
197.0638,1.2667373573056888,3.8396366772037855,0.9500738182366599
197.6513,1.2684531961032266,3.827337514883364,0.923902696627965
198.3369,1.264731138328072,3.832383256631067,0.9487664572121725
199.1706,1.270607941801657,3.80124633965193,0.8961813317519776
199.7659,1.2747553416880408,3.811621209543186,0.92775743076624
