Temp,m2.0,m28.0,m29.0,m44.0,m45.0
176.8481,1.2643191587041986,3.7850129664680288,0.04455893441600654,0.8885487641657572,0.010571411748662317
176.8945,1.2643543324072937,3.7845700752745253,0.04455383582970849,0.8879032897763294,0.010563732287704127
176.8788,1.2643424309603415,3.7847199328550856,0.0445555609979171,0.8881216938261989,0.010566330726002462
176.7941,1.264278223791114,3.7855284001846083,0.04456486811557759,0.8892999628086338,0.010580349052363752
176.7974,1.264280725369136,3.7854969014574835,0.0445645055006038,0.8892540562249014,0.010579802883804208
176.8505,1.2643209780336693,3.784990058302847,0.04455867069602561,0.8885153775594077,0.01057101453516448
176.9009,1.264359183952548,3.78450898683404,0.04455313257642597,0.8878142588260594,0.010562673051709845
176.9665,1.2644089122914066,3.7838828303190866,0.04454592423028044,0.8869016915858308,0.010551815882768921
176.9055,1.2643626710006997,3.784465079517444,0.0445526271131292,0.8877502678305584,0.010561911725839023
176.8099,1.2642902010434611,3.785377588097166,0.044563131959036446,0.8890801676501628,0.010577734063502965
176.8533,1.264323100584718,3.784963332110136,0.04455836302271452,0.8884764265186658,0.010570551119416996
176.9335,1.264383896511188,3.784197817590329,0.04454955038001829,0.8873607574231401,0.010557277568364195
176.881,1.2643440986790224,3.784698933703669,0.04455531925460123,0.8880910894370458,0.010565966613629454
176.8105,1.264290655875829,3.7853718610558698,0.04456306602904121,0.8890718209985742,0.01057763476012849
176.8207,1.264298388026078,3.7852745013538502,0.04456194521912224,0.8889299279215888,0.010575946602762693
176.7429,1.2642394114290785,3.7860171077084757,0.04457049414183754,0.8900122104107627,0.010588822940317636
176.7739,1.2642629111014048,3.785721210574883,0.04456708775875044,0.8895809667454094,0.010583692265970536
176.8874,1.264348950224277,3.7846378452631875,0.04455461600131877,0.8880020584867798,0.01056490737763522
176.8942,1.26435410499111,3.784572938795172,0.04455386879470609,0.8879074631021219,0.010563781939391342
176.8326,1.2643074088680357,3.7851609150348247,0.04456063760755009,0.8887643859984344,0.010573977085835873
176.8189,1.2642970235289754,3.7852916824777365,0.04456214300910795,0.8889549678763504,0.010576244512886064
176.8509,1.2643212812552478,3.784986240275319,0.04455862674269548,0.8885098131250198,0.010570948332914885
176.8443,1.2643162780992039,3.785049237729567,0.04455935197264304,0.8886016262924806,0.010572040670033929
176.9281,1.2643798030198796,3.784249360961988,0.0445501437499754,0.8874358772874295,0.010558171298734357
176.9268,1.26437881754975,3.7842617695514593,0.04455028659829839,0.8874539616992003,0.010558386456045664
176.8664,1.2643330310914107,3.784838291708523,0.04455692355115193,0.8882941912923413,0.010568382995741313
176.914,1.2643691144592408,3.7843839464324267,0.044551693104863385,0.8876320235997346,0.010560504928034158
176.883,1.2643456147869145,3.784679843566017,0.044555099487950445,0.8880632672650859,0.010565635602381234
176.9234,1.2643762401663334,3.784294222785468,0.04455066020160474,0.8875012593915312,0.010558949175167627
176.8343,1.264308697559744,3.785144688417822,0.044560450805896934,0.8887407371522692,0.010573695726274895
176.8869,1.264348571197304,3.7846426177976,0.044554670942981454,0.8880090140297696,0.010564990130447273
176.8666,1.2643331827022,3.7848363826947566,0.04455690157448685,0.8882914090751443,0.01056834989461648
176.8004,1.2642829995309741,3.785468266251006,0.04456417585062762,0.8892123229669638,0.010579306366931905
176.889,1.2643501631105907,3.7846225731530647,0.04455444018799812,0.8879798007492121,0.010564642568636647
177.0114,1.2644429489135824,3.78345425672882,0.04454099046897045,0.8862770838253649,0.010544384680246802
176.8458,1.264317415180123,3.7850349201263294,0.044559187147654965,0.8885807596635105,0.010571792411597761
176.9231,1.2643760127501495,3.784297086306113,0.044550693166602325,0.8875054327173242,0.010558998826854845
176.9848,1.2644227846786185,3.7837081555595784,0.0445439133654258,0.8866471187124105,0.010548787129847869
177.0193,1.2644489375397558,3.783378850685099,0.04454012239069988,0.8861671862461322,0.010543077185816442
177.032,1.26445856482487,3.7832576283110133,0.04453872687246742,0.8859905154541958,0.010540975264390356
176.9611,1.264404818800098,3.783934373690745,0.04454651760023755,0.8869768114501175,0.010552709613139054
176.8494,1.2643201441743286,3.785000557878555,0.04455879156768353,0.8885306797539861,0.010571196591351008
176.9185,1.264372525701998,3.784340993622712,0.044551198629899126,0.8875694237128291,0.010559760152725717
176.8734,1.264338337469033,3.784771476226742,0.04455615436787418,0.8881968136904859,0.010567224456372598
176.9646,1.264407471988909,3.7839009659498566,0.04454613300859869,0.8869281226491909,0.010552130343454709
176.9394,1.2643883690294695,3.784141501684259,0.044548902068398503,0.8872786820158638,0.010556301085182011
176.8496,1.2643202957851178,3.784998648864791,0.04455876959101847,0.8885278975367891,0.010571163490226174
176.9133,1.2643685838214787,3.7843906279806063,0.04455177002319117,0.8876417613599213,0.010560620781971045
176.7969,1.264280346342163,3.7855016739918965,0.04456456044226649,0.8892610117678922,0.01057988563661627
176.792,1.2642766318778276,3.7855484448291437,0.04456509887056093,0.8893291760891898,0.010580696614174361
176.7845,1.2642709464732325,3.785620032845334,0.044565922995501335,0.8894335092340327,0.010581937906355102
176.8007,1.2642832269471578,3.7854654027303614,0.044564142885630036,0.8892081496411712,0.01057925671524469
176.9141,1.2643691902646357,3.784382991925543,0.04455168211653083,0.8876306324911352,0.01056048837747173
176.8142,1.264293460675429,3.785336544301215,0.04456265946073726,0.8890203499804504,0.010577022389319311
176.7997,1.264282468893212,3.7854749477991843,0.0445642527689554,0.8892220607271484,0.010579422220868766
176.7839,1.264270491640865,3.7856257598866283,0.044565988925496555,0.8894418558856193,0.01058203720972955
176.8388,1.264312108802501,3.7851017356081074,0.04455995633093268,0.8886781372653654,0.010572950950966472
176.9101,1.2643661580488514,3.784421172200846,0.044552121649832396,0.8876862768350513,0.010561150399968125
177.0272,1.2644549261659292,3.783303444641377,0.04453925431242929,0.8860572886668958,0.010541769691386038
177.0201,1.2644495439829126,3.783371214630038,0.04454003448403956,0.8861560573773503,0.01054294478131718
176.969,1.2644108074262717,3.783858967647022,0.044545649521966955,0.8868669138708812,0.010551402118708652
177.0026,1.2644362780388574,3.783538253334485,0.044541957442233875,0.8863995013819852,0.010545841129738928
176.9059,1.2643629742222782,3.7844612614899122,0.04455258315979903,0.8877447033961641,0.010561845523589351
176.8848,1.2643469792840174,3.7846626624421313,0.04455490169796474,0.8880382273103251,0.010565337692257874
176.8855,1.2643475099217796,3.784655980893954,0.04455482477963698,0.8880284895501405,0.010565221838321013
176.9602,1.2644041365515466,3.7839429642526867,0.044546616495230375,0.8869893314274995,0.010552858568200752
177.023,1.2644517423393562,3.783343533930443,0.044539715822395916,0.886115715228009,0.010542464815007268
