Temp,m2.0,m18.0,m26.0,m27.0,m28.0,m29.0,m31.0,m39.0,m41.0,m44.0,m45.0,m56.0,m57.0,m70.0
176.8481,1.2645183499364883,0.19758378898482448,0.14349669537474563,0.14843189642299093,4.1481032939858835,0.28126814950162426,0.05568628553450519,0.04079210467697833,0.06069668464663791,1.2698457997613524,0.027060848377456925,0.011040640862990794,0.0073251832385215765,0.006784902435499479
176.8945,1.264553503674089,0.1977258653965595,0.14406277901239406,0.14880545763350783,4.1504213932684735,0.2870067581047202,0.0557290910027787,0.040828859000278744,0.06098770617258009,1.273745550068064,0.02717254936896496,0.011014713801129478,0.007305144943131003,0.006796311401227044
176.8788,1.2645416089827026,0.19767779212793374,0.14387123778155209,0.1486790586894322,4.149637036399151,0.2850650306247964,0.05571460725597066,0.0408164227314034,0.060889235526949026,1.2724260224858384,0.02713475399037285,0.011023486535423052,0.007311925142217887,0.006792451039978713
176.7941,1.2644774382591082,0.19741844143668458,0.14283789114127554,0.14799714846247558,4.145405506027695,0.27458959638595815,0.05563646882573864,0.04074933024899943,0.06035799580179102,1.2653072972492314,0.02693085153389163,0.011070814598777665,0.007348503668501982,0.006771624759868269
176.7974,1.2644799384171703,0.19742854600907095,0.14287815139998772,0.14802371639339618,4.145570370847363,0.27499773018747575,0.055639513180163275,0.04075194424182041,0.06037869345342073,1.2655846501805286,0.026938795785442893,0.011068970648257348,0.0073470785311142706,0.006772436173379075
176.8505,1.2645201682332607,0.19759113776474185,0.14352597556290014,0.14845121855456944,4.148223195672914,0.28156497408454584,0.05568849961045039,0.04079400576266631,0.06071173748418679,1.2700475109841154,0.027066626014948802,0.011039299808066921,0.007324146774966872,0.006785492554416427
176.9009,1.2645583524654822,0.19774546214300576,0.1441408595141387,0.14885698331771713,4.150741131100556,0.2877982903258349,0.055734995205299176,0.04083392856211329,0.06102784707271036,1.2742834466620945,0.027187956402276447,0.01101113765466584,0.007302381040318495,0.0067978850516722256
176.9665,1.2646080525772625,0.19794632879407942,0.144941184657021,0.14938512158086148,4.154018443879391,0.29591149559227503,0.05579551328113411,0.040885891570917265,0.061439291299042464,1.2797968867508924,0.027345878493718723,0.01097448215341365,0.007274051036490453,0.006814014968735321
176.9055,1.264561837534296,0.1977595473045139,0.14419697987476754,0.14889401740324226,4.150970942667364,0.28836720410976113,0.05573923885086077,0.04083757230968185,0.06105669834467853,1.2746700598390515,0.027199030207469,0.011008567299395117,0.007300394485172029,0.006799016112929691
176.8099,1.2644894087128602,0.1974668209044737,0.1430306523799576,0.14812435249536726,4.146194858800648,0.27654369155683867,0.05565104482571109,0.04076184572977845,0.06045709364898699,1.2666352294657415,0.026968887647379258,0.011061985987195572,0.007341680283433627,0.006775509709404812
