Temp,m2.0,m18.0,m27.0,m28.0,m31.0,m39.0,m41.0,m44.0,m57.0,m70.0
176.8481,1.26451834993649,0.19758378898482465,0.14843189642299134,4.148103293985887,0.055686285534505206,-0.004787752246671547,0.060696684646637675,1.2698457997613504,0.007325183238521549,0.0067849024354994705
176.8945,1.2645535036740905,0.19772586539655967,0.14880545763350828,4.150421393268477,0.05572909100277869,-0.004736130536869853,0.060987706172580064,1.273745550068062,0.007305144943130975,0.006796311401227021
176.8788,1.2645416089827044,0.19767779212793388,0.14867905868943265,4.149637036399154,0.055714607255970675,-0.004753597365401884,0.0608892355269488,1.2724260224858348,0.007311925142217873,0.006792451039978698
176.7941,1.2644774382591102,0.19741844143668463,0.14799714846247602,4.145405506027697,0.05563646882573865,-0.004847829236526965,0.060357995801791034,1.2653072972492299,0.0073485036685019545,0.006771624759868264
176.7974,1.264479938417172,0.1974285460090711,0.1480237163933966,4.145570370847366,0.05563951318016329,-0.004844157864924673,0.06037869345342072,1.2655846501805266,0.007347078531114257,0.006772436173379064
176.8505,1.2645201682332625,0.19759113776474205,0.1484512185545701,4.148223195672918,0.0556884996104504,-0.004785082158233504,0.060711737484186554,1.2700475109841136,0.007324146774966858,0.006785492554416421
176.9009,1.264558352465484,0.19774546214300595,0.14885698331771757,4.15074113110056,0.05573499520529919,-0.004729010301035105,0.06102784707271015,1.2742834466620927,0.007302381040318481,0.006797885051672223
176.9665,1.2646080525772643,0.19794632879407958,0.1493851215808619,4.1540184438793935,0.05579551328113412,-0.00465602788372927,0.06143929129904224,1.2797968867508906,0.007274051036490439,0.006814014968735322
176.9055,1.264561837534298,0.19775954730451406,0.14889401740324268,4.150970942667367,0.05573923885086077,-0.004723892631528934,0.06105669834467854,1.27467005983905,0.007300394485172015,0.0067990161129296905
176.8099,1.264489408712862,0.19746682090447376,0.14812435249536773,4.146194858800651,0.05565104482571111,-0.004830251154310014,0.060457093648986986,1.2666352294657397,0.007341680283433613,0.006775509709404798
176.8533,1.264522289579497,0.19759971134131216,0.14847376104141125,4.148363080974454,0.05569108269905311,-0.004781967055055852,0.06072929912799328,1.2702828407439988,0.007322937567486406,0.006786181026486179
176.9335,1.264583050996643,0.19784528307021632,0.14911944227165816,4.152369795682726,0.05576506973688789,-0.004692741599752021,0.06123231478274714,1.2770233574379277,0.007288302410367348,0.006805900833627358
176.881,1.2645432757547457,0.19768452850952467,0.14869677064337947,4.149746946278931,0.055716636825587064,-0.00475114978433371,0.06090303396136829,1.272610924440032,0.007310975050626085,0.006792991982319228
176.8105,1.2644898632870551,0.19746865809945313,0.14812918302826228,4.146224834222409,0.05565159834469739,-0.00482958363220051,0.06046085685837399,1.2666856572714291,0.007341421167544938,0.006775657239134028
176.8207,1.264497591048338,0.19749989041410176,0.1482113020874707,4.146734416392289,0.0556610081674644,-0.004818235756338925,0.060524831417956296,1.2675429299681635,0.007337016197437541,0.006778165244531055
176.7429,1.2644386479279646,0.19726166746511498,0.1475849429888023,4.142847603371046,0.0555892352055748,-0.004904791123204709,0.06003686860075108,1.2610041244969956,0.007370614891001895,0.006759035556306813
176.7739,1.2644621342612756,0.1973565892057139,0.14783452052169088,4.144396333495193,0.055617833686533384,-0.004870302480880278,0.060231301085755806,1.2636095611243245,0.007357227236753874,0.006766657925650658
176.8874,1.264548124546139,0.19770412525597092,0.14874829632758876,4.150066684111015,0.05572254102810757,-0.0047440295484989445,0.06094317486149858,1.273148821034063,0.007308211147813576,0.006794565632764425
176.8942,1.2645532763869942,0.19772494679907002,0.148803042367061,4.1504064055576,0.05572881424328555,-0.004736464297924586,0.06098582456788647,1.2737203361652174,0.007305274501075308,0.0067962376363624125
176.8326,1.264506606769835,0.19753632811452526,0.14830710765654745,4.147328928923816,0.05567198629402594,-0.004804996567833737,0.06059946840413557,1.2685430814476872,0.007331877065645545,0.006781091250827546
176.8189,1.2644962273257587,0.19749437882916387,0.14819681048878697,4.1466444901270165,0.05565934761050555,-0.004820238322667411,0.06051354178979483,1.2673916465510937,0.007337793545103541,0.006777722655343351
176.8509,1.2645204712827245,0.1975923625613949,0.14845443890983304,4.148243179287423,0.05568886862310792,-0.0047846371434938665,0.06071424629044464,1.2700811295212375,0.007323974031041083,0.006785590907569229
176.8443,1.2645154709666004,0.19757215341662215,0.14840130304799226,4.1479134496480885,0.055682779914258705,-0.004791979886698402,0.06067285098718567,1.269526423658647,0.007326824305816465,0.006783968080547647
176.9281,1.264578959828905,0.19782874831540231,0.14907596747560659,4.152100016886905,0.055760088066011224,-0.004698749298737582,0.061198445898262385,1.276569507186716,0.00729063445336539,0.006804573066064226
176.9268,1.2645779749181532,0.19782476772628044,0.1490655013210016,4.152035070139764,0.05575888877487425,-0.004700195596641544,0.06119029227792348,1.2764602469410526,0.007291195871124188,0.006804253418317535
176.8664,1.2645322144493802,0.19763982343169428,0.14857922767627718,4.149017544349496,0.055703167863587214,-0.0047673928223316425,0.060811462532947023,1.271383847834903,0.007317280203917073,0.006789402092241159
176.914,1.2645682773353668,0.19778557423338794,0.14896244995258323,4.1513955944756,0.055747080369833286,-0.004714436068310954,0.06111001047766362,1.2753844537529933,0.0072967236767491755,0.006801106117427197
