Experiment,,,,,,,,,,,,,,
Temp,m2.0,m18.0,m26.0,m27.0,m28.0,m29.0,m31.0,m39.0,m41.0,m44.0,m45.0,m56.0,m57.0,m70.0
176.8481,1.2645183499364883,0.19750957334007418,0.12879453548657357,0.11036675419078332,4.144868514924568,0.24164152003770228,0.0,0.0,0.02075944996755317,1.2690001716830566,0.003977564096406493,0.011040640862990794,2.6020852139652106e-18,-0.021692539816748003
176.8945,1.264553503674089,0.19765185277130562,0.1293475836118756,0.11071066827516396,4.147188548319621,0.24736150903429932,0.0,0.0,0.021007778935595744,1.2729022352350032,0.004068497847642658,0.011014713801129478,8.673617379884035e-19,-0.02171862926504447
176.8788,1.2645416089827026,0.19760371080858302,0.12916045310396118,0.11059430079402668,4.146403537020004,0.24542608172295377,0.0,0.0,0.02092375383218501,1.271581924938334,0.004037729315435636,0.011023486535423052,1.734723475976807e-18,-0.021709801585340714
176.7941,1.2644774382591082,0.1973439895192445,0.12815090189247216,0.10996650935120238,4.142168476059633,0.2349846362916685,0.0,0.0,0.020470446427158364,1.2644589770320842,0.0038717360238472442,0.011070814598777665,1.734723475976807e-18,-0.021662177096747823
176.7974,1.2644799384171703,0.1973541085305175,0.12819023505655625,0.10999096875806587,4.142333478434714,0.23539144585393076,0.0,0.0,0.020488107754627054,1.264736494482978,0.003878203294948132,0.011068970648257348,2.6020852139652106e-18,-0.021664032596303423
176.8505,1.2645201682332607,0.197516932621,0.1288231414240895,0.11038454285032029,4.144988516651899,0.24193738153752908,0.0,0.0,0.020772294569348586,1.2692020025564352,0.003982267566298096,0.011039299808066921,1.734723475976807e-18,-0.02169388927097026
176.9009,1.2645583524654822,0.19767147752044104,0.12942386611191725,0.11075810470059583,4.147508552925836,0.24815047303382798,0.0,0.0,0.021042031207050213,1.2734404508973423,0.004081040434020095,0.01101113765466584,2.6020852139652106e-18,-0.02172222780963709
176.9665,1.2646080525772625,0.19787263119907855,0.13020576173734433,0.11124432806127171,4.150788600139532,0.25623735402901104,0.0,0.0,0.021393116989455355,1.2789571614363002,0.004209601944388356,0.01097448215341365,1.734723475976807e-18,-0.021759112891711372
176.9055,1.264561837534296,0.197685582808882,0.12947869415882213,0.11079219963137472,4.147738556236551,0.24871754090848924,0.0,0.0,0.02106665002715765,1.2738272934046457,0.004090055417978803,0.011008567299395117,2.6020852139652106e-18,-0.021724814263563028
176.8099,1.2644894087128602,0.1973924381186725,0.12833922431445005,0.11008361802648732,4.142958487431227,0.23693239116550843,0.0,0.0,0.020555006722310937,1.2657876969484805,0.0039027005339664286,0.011061985987195572,1.734723475976807e-18,-0.02167106100371085
176.8533,1.2645222895794952,0.19752551844874663,0.1288565150178575,0.11040529628644659,4.145128518667117,0.24228255328732287,0.0,0.0,0.020787279938109665,1.2694374719087052,0.0039877549478381236,0.0110377352439891,1.734723475976807e-18,-0.021695463634229514
176.9335,1.2645830509966411,0.1977714410863493,0.12981243009650473,0.11099973399263899,4.149138576388741,0.2521692584064378,0.0,0.0,0.021216503714769862,1.276181986927373,0.004144929233379925,0.010992921658616733,1.734723475976807e-18,-0.021740557896155706
176.881,1.264543275754744,0.1976104568160983,0.1291866752133506,0.11061060706526879,4.146513538603388,0.2456972880977882,0.0,0.0,0.020935528050497223,1.2717669365722606,0.004042040829502845,0.011022257235076188,2.6020852139652106e-18,-0.02171103858504442
176.8105,1.2644898632870534,0.19739427793890388,0.12834637579882868,0.11008806519137151,4.142988487863059,0.23700635654046426,0.0,0.0,0.02055821787275979,1.2658381546668238,0.003903876401439306,0.011061650723464614,2.6020852139652106e-18,-0.02167139836726641
176.8207,1.2644975910483363,0.19742555488283836,0.12846795103327005,0.11016366699440341,4.143498495204213,0.23826376791471665,0.0,0.0,0.0206128074303898,1.2666959358786747,0.003923866148478283,0.011055951240038206,2.6020852139652106e-18,-0.02167713354771089
176.7429,1.2644386479279628,0.19718699152616148,0.12754064189213876,0.10958701794774797,4.13960843920992,0.2286729242954285,0.0,0.0,0.020196428255525048,1.2601532517333838,0.0037713953328280744,0.0110994237704867,8.673617379884035e-19,-0.021633388740006927
176.7739,1.2644621342612734,0.19728204890478598,0.1279101352517159,0.10981678813343346,4.141158461521271,0.2324944686681526,0.0,0.0,0.02036233769538135,1.262760233847833,0.00383214848559359,0.011082101811053485,2.6020852139652106e-18,-0.021650819190377407
176.8874,1.2645481245461372,0.19763008156523368,0.12926295771339225,0.11065804349070066,4.146833543209604,0.2464862520973204,0.0,0.0,0.020969780321951466,1.2723051522345996,0.004054583415880272,0.01101868108861255,2.6020852139652106e-18,-0.021714637129637032
176.8942,1.2645532763869924,0.19765093286118993,0.12934400786968653,0.11070844469272187,4.147173548103706,0.2473245263468232,0.0,0.0,0.021006173360371545,1.2728770063758335,0.004067909913906237,0.01101488143299495,1.734723475976807e-18,-0.021718460583266697
176.8326,1.264506606769833,0.197462044650762,0.12860978880678564,0.11025186909794091,4.144093503768894,0.23973074785134557,0.0,0.0,0.020676495247625208,1.2676966806258356,0.003947187520023817,0.011049301842707374,1.734723475976807e-18,-0.02168382459156279
176.8189,1.264496227325757,0.19742003542214415,0.12844649658013368,0.11015032549975083,4.143408493908717,0.23804187178984915,0.0,0.0,0.020603173979043397,1.266544562723643,0.003920338546059703,0.01105695703123108,8.673617379884035e-19,-0.021676121457044235
176.8509,1.264520471282723,0.19751815916782095,0.12882790908034206,0.11038750762690981,4.145008516939787,0.24198669178749962,0.0,0.0,0.020774435336314213,1.2692356410353303,0.003983051477946635,0.011039076298912945,8.673617379884035e-19,-0.021694114180007284
176.8443,1.2645154709665987,0.19749792114527512,0.12874924275217386,0.11033858881318329,4.144678512189628,0.2411730726629857,0.0,0.0,0.02073911268137717,1.2686806061335447,0.0039701169357449426,0.011042764199953564,2.6020852139652106e-18,-0.021690403180896146
176.9281,1.2645789598289032,0.19775488270426633,0.12974806673709427,0.11095970950868084,4.148868572502248,0.25150357003183194,0.0,0.0,0.021187603360730316,1.2757278674622758,0.004134346426124001,0.010995939032195423,1.734723475976807e-18,-0.0217375216241557
176.9268,1.2645779749181516,0.19775089642709823,0.1297325718542735,0.11095007398476504,4.148803571566609,0.25134331171942587,0.0,0.0,0.021180645868091208,1.2756185424058624,0.004131798713266046,0.010996665436945857,2.6020852139652106e-18,-0.021736790669785306
176.8664,1.2645322144493782,0.19756568785713313,0.1290126557601304,0.11050239271975244,4.145783528095462,0.24389746397385986,0.0,0.0,0.02085739005624237,1.270539132092553,0.0040134280543294085,0.011030415319196352,1.734723475976807e-18,-0.021702829405192522
176.914,1.264568277335365,0.19771164692882742,0.12958000685419016,0.11085520113390127,4.1481635623541795,0.24976538372036497,0.0,0.0,0.021112141325182715,1.2745421110811863,0.004106713540511273,0.01100381772987312,8.673617379884035e-19,-0.021729593580600077
176.883,1.2645447910020544,0.19761658955020303,0.12921051349461346,0.11062543094821625,4.14661354004283,0.24594383934764447,0.0,0.0,0.020946231885326832,1.2719351289667427,0.004045960387745812,0.011021139689306306,1.734723475976807e-18,-0.02171216313022962
176.9234,1.264575398997724,0.19774047077912,0.1296920467761264,0.11092487338375431,4.148633569119558,0.25092417459467625,0.0,0.0,0.02116244934888106,1.2753326153352453,0.004125135464253082,0.010998565264754664,1.734723475976807e-18,-0.02173487894297048
176.8343,1.2645078947300468,0.19746725747475105,0.12863005134585898,0.11026446939844624,4.14417850499242,0.23994031641371857,0.0,0.0,0.020685593507230163,1.2678396441611424,0.003950519144530325,0.011048351928802977,1.734723475976807e-18,-0.0216847804549702
