Temp,(E) 2-Butenal (Crotonaldehyde Concentration Relative to CO
176.8481,0.1877241249145396
176.8945,0.18797412577805278
176.8788,0.18788953496863137
176.7941,0.18743317563372705
176.7974,0.18745095586755478
176.8505,0.18773705599368706
176.9009,0.18800860865577879
176.9665,0.1883620581524695
176.9055,0.18803339322414422
176.8099,0.18751830523811303
176.8533,0.18775214225269204
176.9335,0.1881842558141952
176.881,0.18790138845784957
176.8105,0.18752153800789984
176.8207,0.18757649509427554
176.7429,0.1871573126119197
176.7739,0.1873243390509047
176.8874,0.18793587133557557
176.8942,0.1879725093931594
176.8326,0.1876406116950473
176.8189,0.1875667967849153
176.8509,0.18773921117354483
176.8443,0.18770365070588993
176.9281,0.18815516088611398
176.9268,0.18814815655157574
176.8664,0.18782272439303732
176.914,0.1880791907961239
176.883,0.18791216435713903
176.9234,0.18812983752278384
176.8343,0.18764977120944326
176.8869,0.18793317736075324
176.8666,0.18782380198296625
176.8004,0.18746711971648863
176.889,0.18794449205500707
177.0114,0.18860397709151555
176.8458,0.18771173263035704
176.9231,0.1881282211378906
176.9848,0.18846065763096723
177.0193,0.18864654189370836
177.032,0.188714968854196
176.9611,0.18833296322438814
176.8494,0.18773112924907787
176.9185,0.18810343656952497
176.8734,0.18786044004055003
176.9646,0.18835182104814457
176.9394,0.18821604471709885
176.8496,0.18773220683900677
176.9133,0.1880754192313727
176.7969,0.18744826189273228
176.792,0.1874218609394734
176.7845,0.18738145131713838
176.8007,0.18746873610138212
176.9141,0.1880797295910884
176.8142,0.18754147342158514
176.7997,0.18746334815173732
176.7839,0.18737821854735137
176.8388,0.1876740169828442
176.9101,0.18805817779250966
177.0272,0.18868910669590147
177.0201,0.1886508522534243
176.969,0.18837552802658122
177.0026,0.18855656313464245
176.9059,0.18803554840400205
176.8848,0.18792186266649946
176.8855,0.18792563423125067
176.9602,0.188328114069708
177.023,0.18866647730739383
176.9497,0.18827154059843906
176.8147,0.1875441673964075
176.8542,0.18775699140737218
176.9009,0.18800860865577879
176.9337,0.18818533340412405
176.8691,0.187837271857078
176.9353,0.18819395412355575
176.9734,0.1883992350050178
176.9555,0.18830279070637806
176.8202,0.1875738011194532
176.9251,0.18813899703717987
176.8746,0.18786690558012356
177.0054,0.1885716493936475
177.0023,0.18855494674974888
177.0163,0.1886303780447744
177.1247,0.1892574594956233
177.248,0.1902248102726729
177.2921,0.19057079704694627
177.5623,0.1926906525210646
177.7207,0.19231663485957323
177.9972,0.19372536134177204
178.29,0.19658697971584674
178.6543,0.19503440670934588
179.0592,0.1981505439894376
179.3064,0.1992787692010386
179.7101,0.1977361183939066
180.1774,0.20329834387328913
180.5681,0.20509473223598906
180.8962,0.20111690852750894
181.384,0.20590613219356826
181.8506,0.20229684866631284
182.297,0.2034867532124554
182.8438,0.2074668894029763
183.2631,0.20594575541145319
183.6243,0.21002325057060278
184.0933,0.2150165486823626
184.5898,0.21289441054574668
185.0357,0.2164253449249862
185.4777,0.21411822751482967
185.9069,0.215756806914313
186.4914,0.21838057545067321
187.0203,0.2172682515357829
187.6229,0.21701445898381916
188.1595,0.21837027771577697
188.6697,0.21995424472222924
189.3571,0.2170231976212179
189.9038,0.21853180228804173
190.5653,0.21820485553292887
191.2235,0.22286912241342588
191.9041,0.21955936823130753
192.46,0.22644317823091265
193.0445,0.2217971914073296
193.7611,0.21867807404980819
194.4817,0.2212287898525017
195.1538,0.220087135593162
195.7753,0.2199978902993426
196.417,0.21844046883074186
197.0638,0.21800209381746088
197.6513,0.21400805613672105
198.3369,0.21502506966263066
199.1706,0.20860837463581094
199.7659,0.21183257037975886
