Temp,m26.0,m27.0,m28.0,m29.0,m41.0,m44.0
176905.9,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
176884.80000000002,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
176885.5,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
176960.19999999998,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
177023.0,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
176949.7,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
176814.69999999998,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
176854.19999999998,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
176900.9,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
176933.69999999998,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
176869.1,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
176935.30000000002,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
176973.4,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
176955.5,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
176820.2,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
176925.09999999998,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
176874.59999999998,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
177005.40000000002,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
177002.3,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
177016.3,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
177124.69999999998,229999.42215134122,166373.4137805029,1311856.5171865753,2149312.357094636,117364.19111647879,2149097.404363654
177248.0,229999.42215134122,166373.4137805029,1311856.5171865753,2149312.357094636,117364.19111647879,2149097.404363654
177292.1,229999.42215134122,166373.4137805029,1311856.5171865753,2149312.357094636,117364.19111647879,2149097.404363654
177562.3,229999.42215134122,166373.4137805029,1311856.5171865753,2149312.357094636,117364.19111647879,2149097.404363654
177720.69999999998,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
177997.19999999998,229999.42215134136,166373.41378050303,1311856.5171865763,2149312.3570946376,117364.19111647888,2149097.4043636555
178290.0,229999.422151341,166373.4137805027,1311856.5171865737,2149312.357094634,117364.19111647866,2149097.404363652
178654.30000000002,229999.42215134102,166373.41378050274,1311856.5171865742,2149312.357094634,117364.19111647869,2149097.4043636527
179059.2,229999.4221513411,166373.4137805028,1311856.5171865746,2149312.357094635,117364.19111647873,2149097.4043636527
179306.4,229999.4221513411,166373.4137805028,1311856.5171865746,2149312.357094635,117364.19111647873,2149097.4043636527
179710.1,229999.42215134078,166373.41378050257,1311856.5171865725,2149312.357094632,117364.19111647857,2149097.4043636504
180177.4,229999.42215134093,166373.41378050268,1311856.5171865735,2149312.3570946334,117364.19111647864,2149097.4043636518
180568.09999999998,229999.42215134093,166373.41378050268,1311856.5171865735,2149312.3570946334,117364.19111647864,2149097.4043636518
180896.19999999998,229999.4221513411,166373.4137805028,1311856.5171865746,2149312.357094635,117364.19111647873,2149097.4043636527
181384.0,229999.42215134093,166373.41378050268,1311856.5171865735,2149312.3570946334,117364.19111647864,2149097.4043636518
181850.59999999998,229999.42215134093,166373.41378050268,1311856.5171865735,2149312.3570946334,117364.19111647864,2149097.4043636518
182297.0,229999.42215134093,166373.41378050268,1311856.5171865735,2149312.3570946334,117364.19111647864,2149097.4043636518
182843.8,229999.42215134078,166373.41378050257,1311856.5171865725,2149312.357094632,117364.19111647857,2149097.4043636504
183263.1,229999.42215134107,166373.41378050277,1311856.5171865744,2149312.3570946343,117364.1911164787,2149097.4043636527
183624.30000000002,229999.42215134107,166373.41378050277,1311856.5171865744,2149312.3570946343,117364.1911164787,2149097.4043636527
184093.3,229999.42215134078,166373.41378050257,1311856.5171865725,2149312.357094632,117364.19111647857,2149097.4043636504
184589.8,229999.422151341,166373.4137805027,1311856.5171865737,2149312.357094634,117364.19111647866,2149097.404363652
185035.69999999998,229999.42215134093,166373.41378050268,1311856.5171865735,2149312.3570946334,117364.19111647864,2149097.4043636518
185477.7,229999.42215134093,166373.41378050268,1311856.5171865735,2149312.3570946334,117364.19111647864,2149097.4043636518
185906.9,229999.42215134107,166373.41378050277,1311856.5171865744,2149312.3570946343,117364.1911164787,2149097.4043636527
186491.4,229999.42215134078,166373.41378050257,1311856.5171865725,2149312.357094632,117364.19111647857,2149097.4043636504
187020.3,229999.42215134093,166373.41378050268,1311856.5171865735,2149312.3570946334,117364.19111647864,2149097.4043636518
187622.9,229999.42215134093,166373.41378050268,1311856.5171865735,2149312.3570946334,117364.19111647864,2149097.4043636518
188159.5,229999.42215134093,166373.41378050268,1311856.5171865735,2149312.3570946334,117364.19111647864,2149097.4043636518
188669.7,229999.42215134093,166373.41378050268,1311856.5171865735,2149312.3570946334,117364.19111647864,2149097.4043636518
189357.1,229999.4221513409,166373.41378050265,1311856.5171865732,2149312.3570946334,117364.19111647863,2149097.4043636513
189903.8,229999.42215134093,166373.41378050268,1311856.5171865735,2149312.3570946334,117364.19111647864,2149097.4043636518
190565.30000000002,229999.42215134093,166373.41378050268,1311856.5171865735,2149312.3570946334,117364.19111647864,2149097.4043636518
191223.5,229999.42215134093,166373.41378050268,1311856.5171865735,2149312.3570946334,117364.19111647864,2149097.4043636518
191904.1,229999.4221513411,166373.4137805028,1311856.5171865746,2149312.357094635,117364.19111647873,2149097.4043636527
192460.0,229999.422151341,166373.4137805027,1311856.5171865737,2149312.357094634,117364.19111647866,2149097.404363652
193044.5,229999.42215134093,166373.41378050268,1311856.5171865735,2149312.3570946334,117364.19111647864,2149097.4043636518
193761.1,229999.422151341,166373.4137805027,1311856.5171865737,2149312.357094634,117364.19111647866,2149097.404363652
194481.69999999998,229999.422151341,166373.4137805027,1311856.5171865737,2149312.357094634,117364.19111647866,2149097.404363652
195153.8,229999.42215134107,166373.41378050277,1311856.5171865744,2149312.3570946343,117364.1911164787,2149097.4043636527
195775.3,229999.42215134093,166373.41378050268,1311856.5171865735,2149312.3570946334,117364.19111647864,2149097.4043636518
196417.0,229999.42215134107,166373.41378050277,1311856.5171865744,2149312.3570946343,117364.1911164787,2149097.4043636527
197063.8,229999.42215134093,166373.41378050268,1311856.5171865735,2149312.3570946334,117364.19111647864,2149097.4043636518
197651.3,229999.42215134093,166373.41378050268,1311856.5171865735,2149312.3570946334,117364.19111647864,2149097.4043636518
198336.90000000002,229999.42215134093,166373.41378050268,1311856.5171865735,2149312.3570946334,117364.19111647864,2149097.4043636518
199170.6,229999.4221513411,166373.4137805028,1311856.5171865746,2149312.357094635,117364.19111647873,2149097.4043636527
199765.9,229999.42215134093,166373.41378050268,1311856.5171865735,2149312.3570946334,117364.19111647864,2149097.4043636518
