# molecules 	Acetaldehyde	(E) 2-Butenal (Crotonaldehyde	CO	CO2	Ethylene (Ethene)	Ethanol	Crotyl Alcohol	H2	H2O
ScaledConcentrations_Means	0.4417127591695636	0.14312573589245697	4.7027059598252645	1.8552228765134964	0.47546557922931915	0.08343137898691688	0.42346332343897486	0.8178456118899271	0.4544233578621404
ScaledConcentrations_StdDevs	0.14521770529698214	0.058695062773107556	0.27300035456734745	0.0579529029282302	0.040361634904409666	0.010581582830421153	0.11914391284590604	0.10706181570367795	0.076716601198805
ScaledConcentrations_StdErrs	0.009493178372159976	0.0038370162875849853	0.017846591476367354	0.003788499780774285	0.0026385226151037504	0.0006917397094489209	0.007788681237526576	0.006998849838893952	0.005015121109349004
