Temp	Acetaldehyde Concentration Relative to CO	(E) 2-Butenal (Crotonaldehyde Concentration Relative to CO	CO Concentration Relative to CO	CO2 Concentration Relative to CO	Ethylene (Ethene) Concentration Relative to CO	Ethanol Concentration Relative to CO	Crotyl Alcohol Concentration Relative to CO	H2 Concentration Relative to CO	H2O Concentration Relative to CO
446.7876	0.3524399811517753	0.3686812338925838	4.458455767469047	1.7638070678845212	0.40946765159472537	0.06135953684587358	0.03742432158243384	0.7425902342410369	0.34005158004100644
447.5913	0.26594487506680636	0.06218401472325004	4.45489850758218	1.8395671334361576	0.4842023244046195	0.07520170532898778	0.45479937432562534	0.6993450698170649	0.3450027584182881
448.4523	0.3010893431112973	0.12745579865119763	4.465010511611246	1.8301479428874117	0.4841298729350851	0.07097563872373856	0.3141680041910826	0.7143357502462272	0.3601661737642249
449.2989	0.2529702117812245	0.08673358749337028	4.480356432024071	1.8674711869273029	0.495069815964394	0.07522114199811829	0.43825698190727913	0.7102060046887363	0.35320427186007447
450.1829	0.2904113395977904	0.12719666098719237	4.495943554572885	1.850698129292427	0.49781191662027563	0.06636632732081492	0.3357698933642352	0.7234866645583076	0.3670734797636153
451.0553	0.2697498236457526	0.08644926456381392	4.463882382772148	1.869991421870942	0.4937169588579091	0.07526350602012	0.39726018023426934	0.7166723197957033	0.35001504887424695
452.0611	0.2937652884388857	0.10335529346601359	4.4921554659669205	1.8500099572193602	0.4931214615601444	0.06410915541863263	0.3498551236378966	0.7050668340825589	0.3552932049308143
452.866	0.2791107583868983	0.09072987274285578	4.4776199042550315	1.849603666701763	0.49868166049679596	0.08137185312581437	0.37215992337019044	0.702243363091189	0.34894091517205833
453.8276	0.27961125453029023	0.09773236680899618	4.488626005432149	1.8536261073305542	0.48031632230811067	0.06855907705285783	0.37744396742112707	0.6880300431506446	0.35564417520696184
454.7148	0.27314335271555473	0.09947579662891272	4.445843232941889	1.8702020476073435	0.5029291667636537	0.0863296344856014	0.37085833464525847	0.6951642391379412	0.35881276780464566
455.5357	0.34093473828704535	0.31684986273824917	4.445274435746396	1.8024148223282548	0.4645023316458114	0.0662787249375202	0.06948131609603429	0.6950494312767175	0.36312711809413484
456.419	0.27724802652289093	0.10227741031639075	4.434040097045026	1.87403465970305	0.48960879963438914	0.07252086604376665	0.3727689705544839	0.7038603481159295	0.3607112926029332
457.3581	0.3342753758724263	0.3263090992303081	4.458893970435962	1.8121571247849564	0.45031718691402833	0.06506346237347903	0.04786841356943185	0.7023284357776887	0.3570246005635581
458.2446	0.28142023976346203	0.11190955432522558	4.45110902626812	1.8631262195610634	0.47452033811085836	0.0686592887438404	0.33275950978779384	0.696277391799463	0.35534833613580946
459.005	0.24875356496629897	0.08027772476374782	4.444686637983986	1.8849820616958732	0.4969460572146192	0.07397067762455052	0.41467133947168205	0.699192580615495	0.34583305507034856
459.986	0.2867708967435005	0.13763322014014176	4.426119677891169	1.8462141909777092	0.4931340496861059	0.0692295572007546	0.2937235192614482	0.6921649034069381	0.3562071923495014
460.8908	0.2370238539909408	0.09129958415603617	4.4455468620645355	1.8878566357797888	0.4916010709544769	0.07738029638555609	0.430727303030991	0.7065089890355822	0.3536083415175369
461.7132	0.27835376114868104	0.12211422947804311	4.4229263419514435	1.8719936217402915	0.4733781466696706	0.07168458355512869	0.32694027603097603	0.6971320087775551	0.36649305989991604
462.6143	0.24936476181835623	0.08279939313855232	4.434110820301955	1.881258454448957	0.46895327674339965	0.06951781585348693	0.4231595791038075	0.682930079638906	0.36677408378437243
463.3707	0.274336151417135	0.0913519116769584	4.428712450677632	1.8629893374430395	0.4689580645318237	0.06222244065790243	0.36019515357735965	0.6932114497752411	0.3702426205455539
464.2265	0.24926503482136453	0.07931481079757664	4.42182828735637	1.8659050652725127	0.4768720512560211	0.07043321289224812	0.407289226438569	0.7015215099278044	0.36044211875253607
465.092	0.27661708688190156	0.09510902391658571	4.428147068907176	1.84981220262061	0.4579269463138438	0.05761881436070754	0.3582492338240306	0.7054203140366768	0.35645199956118123
466.0494	0.25525412333211694	0.09776752066970251	4.418980557944201	1.8710145927929074	0.48437667065122114	0.07561395537887723	0.37879713315535524	0.7038877037585869	0.35754455471976543
466.9275	0.2563365151014502	0.09491137905370868	4.458815715433831	1.8659718478809948	0.4552537801683351	0.06549400873617912	0.3859735103875049	0.7069767853905692	0.3550137375995851
467.8186	0.2523480689816669	0.10852278582244068	4.455072498444455	1.866027763801548	0.4731120467151123	0.08047383470580427	0.3803457877348161	0.6928346849980747	0.36080750384162197
468.6942	0.3185976212791505	0.3294665034017258	4.466394446332996	1.822043829915429	0.4353193303107624	0.06613711205579167	0.055724111516988056	0.6965740389530746	0.36558945710743396
