Acetaldehyde,(E) 2-Butenal (Crotonaldehyde,CO,CO2,Ethylene (Ethene),Ethanol,Crotyl Alcohol,H2,H2O
0.0,0.0,0.0,0.0,0.14939946812745006,0.0,0.0,100.00000000000001,0.0
0.0,0.0,0.0,0.0,0.0,0.6972399072681534,1.108197468368257,0.0,100.0
10.81872774547766,23.95194781627629,0.0,0.0,54.985820910264586,10.836657196992205,15.839531071064757,0.0,0.0
7.8007723472692465,63.9932550475791,0.0,0.0,63.55659833059038,24.197514058428872,58.49326633232771,0.0,0.0
61.28549461642351,0.0,100.0,13.522485070858778,100.0,3.6554166260890035,19.84361847491921,0.0,0.0
100.00000000000001,49.034767295967846,1.1774356329868072,0.1352383925322285,2.256751628979968,31.029488753675356,100.0,0.0,0.0
0.0,2.4192606087609683,0.0,0.0,0.0,100.0,38.40124618081987,0.0,0.0
0.0,100.0,0.0,0.0,0.0,0.0,59.08897116082926,0.0,0.0
5.013503062201336,98.93957712326726,0.0,0.0,0.0,1.1207914825702572,33.79662248511148,0.0,0.0
88.81043856685731,0.0,0.0,100.0,0.0,0.5457981571591479,10.976051806034064,0.0,0.0
0.0,0.0,0.0,1.1752434618653567,0.0,38.76142850508639,3.0710102777847976,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.3603581868560389,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,76.50449543994537,0.0,0.0
0.0,39.06416393064227,0.0,0.0,0.0,0.0,0.7199265863267147,0.0,0.0
