Mass,Acetaldehyde,(E) 2-Butenal (Crotonaldehyde,CO,CO2,Ethylene (Ethene),Ethanol,Crotyl Alcohol,H2,H2O
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1301305344899943,0.0
2.0,0.0,0.0,0.0,0.0,0.1568595103671992,0.0,0.0,100.0,0.0
12.0,0.0,0.0,6.3007112574400965,15.864723048623047,0.6702884316116965,0.2840673084768769,0.5079800144427233,0.0,0.0
13.0,0.0,0.0,0.0,0.0,1.186091402496407,1.940841140995609,0.9987586424369298,0.0,0.0
14.0,0.0,0.0,0.0,0.0,2.720111699903093,1.9899171130520772,4.108346121471096,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.3818497652147094,8.954449545812569,10.789451173055092,0.0,0.0
16.0,0.0,0.0,2.1258875870848475,16.328165083793277,0.0,0.0,0.9477117752747275,0.0,0.9329956163371704
17.0,0.0,0.0,0.0,0.0,0.0,0.911023626958344,1.0516059545156762,0.0,21.608427241462113
18.0,0.0,0.0,0.0,0.0,0.0,0.7030074753460855,1.1174620687307348,0.0,100.0
19.0,0.0,0.0,0.0,0.0,0.0,3.5018419345834784,1.1638097123493745,0.0,0.4910305559125619
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28926028841866547
22.0,0.0,0.0,0.0,2.8931872994435786,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,2.4825539659303404,0.6975899867587307,0.4544470190651027,0.0,0.0
25.0,0.0,6.747186064084736,0.0,0.0,8.27163244722138,2.760417947090447,3.0024978559330084,0.0,0.0
26.0,10.827461721213163,23.831813526749247,0.0,0.0,55.02221421144839,10.844458482666473,15.852318349133963,0.0,0.0
27.0,7.804007924684536,63.64731526799692,0.0,0.0,63.57372041764409,24.20543649564893,58.51752796733847,0.0,0.0
28.0,61.294401748790094,0.0,100.00000000000001,13.330150709155063,100.00000000000001,3.655628612476081,19.846502513589282,0.0,0.0
29.0,100.00000000000001,48.74947115062223,1.1772645313080745,0.1332954833608095,2.2564236840958625,31.026778847540633,100.00000000000001,0.0,0.0
30.0,0.0,2.452263479270624,0.0,0.0,0.09623313781724795,8.27904450192429,5.024105249280917,0.0,0.0
31.0,0.0,2.4053948358911312,0.0,0.0,0.0,99.99999999999999,38.404600179413066,0.0,0.0
32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6372581198457434,0.0,0.0
33.0,0.0,1.1571155209318407,0.0,0.0,0.0,0.2982809144348387,0.0,0.0,0.0
34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3250419772514257,0.0,0.0
36.0,0.0,4.368107425972398,0.0,0.0,0.0,0.0,1.2990794983215272,0.0,0.0
37.0,0.0,19.281900761487158,0.0,0.0,0.0,0.0,8.035318658088007,0.0,0.0
38.0,0.0,30.474670187120473,0.0,0.0,0.0,0.0,13.982557200237084,0.0,0.0
39.0,0.0,100.0,0.0,0.0,0.0,0.0,59.43477708049836,0.0,0.0
40.0,0.0,27.309043310582577,0.0,0.0,0.0,0.0,8.077172960334941,0.0,0.0
41.0,5.057660997911236,99.23029254047923,0.0,0.0,0.0,1.1305644460667643,34.09429639981616,0.0,0.0
42.0,0.0,29.213757662123424,0.0,0.0,0.0,3.8382350084648738,8.720379140378132,0.0,0.0
43.0,0.0,3.8224398320475563,0.0,0.0,0.0,9.090625027788057,43.28250888090712,0.0,0.0
44.0,90.10493565902226,0.0,0.0,100.0,0.0,0.553705326263448,11.136038260055082,0.0,0.0
45.0,0.0,0.0,0.0,1.1779233750190337,0.0,39.412647270961344,3.122878102257963,0.0,0.0
46.0,0.0,0.0,0.0,0.38541527048432034,0.0,16.25183358795878,0.0,0.0,0.0
47.0,0.0,0.0,0.0,0.0,0.0,0.5384470989218729,0.0,0.0,0.0
48.0,0.0,0.8708601731521445,0.0,0.0,0.0,0.0,0.4412501999584318,0.0,0.0
49.0,0.0,3.420296295072031,0.0,0.0,0.0,0.0,2.147421217420355,0.0,0.0
50.0,0.0,4.198240524888416,0.0,0.0,0.0,0.0,6.196561566021749,0.0,0.0
51.0,0.0,3.2982726174533266,0.0,0.0,0.0,0.0,5.431332568691012,0.0,0.0
52.0,0.0,1.619638032308751,0.0,0.0,0.0,0.0,1.8999677451728276,0.0,0.0
53.0,0.0,2.386153169503992,0.0,0.0,0.0,0.0,11.827405480117138,0.0,0.0
54.0,0.0,0.7812468808475518,0.0,0.0,0.0,0.0,7.856655820499407,0.0,0.0
55.0,0.0,3.8369400079868288,0.0,0.0,0.0,0.0,7.353818575483821,0.0,0.0
56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3819317846755069,0.0,0.0
57.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54874780393484,0.0,0.0
58.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59553212506964,0.0,0.0
59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2675203926742465,0.0,0.0
66.0,0.0,0.626946943245072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,0.0,0.6145912573927015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,0.0,3.0108714346304652,0.0,0.0,0.0,0.0,0.21225153489367243,0.0,0.0
69.0,0.0,38.32804464971686,0.0,0.0,0.0,0.0,1.1756025951426607,0.0,0.0
70.0,0.0,47.31565419431212,0.0,0.0,0.0,0.0,0.8770992451679912,0.0,0.0
71.0,0.0,4.5136970872639885,0.0,0.0,0.0,0.0,4.3254402489633765,0.0,0.0
72.0,0.0,0.5512010254084778,0.0,0.0,0.0,0.0,15.536706323407406,0.0,0.0
73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6517967167918534,0.0,0.0
