Acetaldehyde,(E) 2-Butenal (Crotonaldehyde,CO,CO2,Ethylene (Ethene),Ethanol,Crotyl Alcohol,H2,H2O
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000001
9.209411959455142,15.17844129538308,0.0,0.0,54.363622787581455,10.433524365618991,10.101494033450539,0.0,0.0
6.674055063114725,40.758389259712736,0.0,0.0,63.15602601092442,23.415472352186192,37.492606858034925,0.0,0.0
52.766188788026,0.0,100.00000000000001,10.339952812483034,100.00000000000001,0.0,12.799897231921953,0.0,0.0
86.75457296058403,31.668473139592663,0.0,0.0,0.0,30.447173866894428,64.99500167120418,0.0,0.0
0.0,0.0,0.0,0.0,0.0,100.0,25.436239779400548,0.0,0.0
0.0,74.58785208603132,0.0,0.0,0.0,0.0,44.353866214633165,0.0,0.0
0.0,77.05689771029274,0.0,0.0,0.0,0.0,26.489375776485577,0.0,0.0
100.0,0.0,0.0,100.0,0.0,0.0,9.259120078954655,0.0,0.0
0.0,0.0,0.0,0.0,0.0,50.704822428150095,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
