Mass,Acetaldehyde,(E) 2-Butenal (Crotonaldehyde,CO,CO2,Ethylene (Ethene),Ethanol,Crotyl Alcohol,H2,H2O
2.8284271247461903,0.0,0.0,0.0,0.0,0.12645281623829416,0.0,0.0,81.1400432597114,0.0
16.97056274847714,0.0,0.0,2.2350464900808835,5.04995474595538,0.23777090318914462,0.09940430751803964,0.1676223036523029,0.0,0.0
18.384776310850235,0.0,0.0,0.0,0.0,0.38483641459563805,0.6212050189641937,0.30144407195759476,0.0,0.0
19.79898987322333,0.0,0.0,0.0,0.0,0.8060693624826403,0.5817114703616584,1.1325070039363885,0.0,0.0
21.213203435596427,0.0,0.0,0.0,0.0,0.10320297107676242,2.387401874336369,2.7126091459849073,0.0,0.0
22.627416997969522,0.0,0.0,0.5233476571601536,3.6069936576610906,0.0,0.0,0.21702734641763288,0.0,0.2356533431572991
24.041630560342615,0.0,0.0,0.0,0.0,0.0,0.20130151034632768,0.21911477366834214,0.0,4.965895779739201
25.45584412271571,0.0,0.0,0.0,0.0,0.0,0.1412353503561993,0.21169835816172142,0.0,20.894910635709326
26.870057685088806,0.0,0.0,0.0,0.0,0.0,0.6395458740196109,0.20042798971690662,0.0,0.09326973228393357
28.284271247461902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04997925745365648
31.11269837220809,0.0,0.0,0.0,0.364239682263874,0.0,0.0,0.0,0.0,0.0
33.94112549695428,0.0,0.0,0.0,0.0,0.29630633161337583,0.08213522218497374,0.05045610110257708,0.0,0.0
35.35533905932738,0.0,0.6996398915462696,0.0,0.0,0.9228003359573143,0.3037933916809682,0.31159280237272546,0.0,0.0
36.76955262170047,1.137508995688143,2.3369781139249675,0.0,0.0,5.804973682384145,1.1286441285910833,1.5557620466897142,0.0,0.0
38.18376618407357,0.7855374842060984,5.979965401818834,0.0,0.0,6.4262978170676535,2.4136989628628234,5.502466250907701,0.0,0.0
39.59797974644666,5.991559420886944,0.0,9.81641858912806,1.1742109785022865,9.81641858912806,0.3539990540182016,1.8122797930183148,0.0,0.0
41.012193308819754,9.614582835368475,4.374916057205149,0.11366807737734062,0.011548827544513805,0.21786381488524964,2.9552083760284034,8.981578083124083,0.0,0.0
42.42640687119285,0.0,0.21887889333138194,0.0,0.0,0.009241150418300871,0.7842753657807938,0.4487953171243158,0.0,0.0
43.840620433565945,0.0,0.21543733563480832,0.0,0.0,0.0,9.505745841880437,3.4424740675730305,0.0,0.0
45.254833995939045,0.0,0.0,0.0,0.0,0.0,0.0,0.14822801549200232,0.0,0.0
46.66904755831214,0.0,0.1061776748242941,0.0,0.0,0.0,0.029049158782468634,0.0,0.0,0.0
48.08326112068523,0.0,0.0,0.0,0.0,0.0,0.0,0.030354260337383396,0.0,0.0
50.91168824543142,0.0,0.42246687129449656,0.0,0.0,0.0,0.0,0.12574418514267752,0.0,0.0
52.32590180780452,0.0,1.8982273768717821,0.0,0.0,0.0,0.0,0.7916884840504582,0.0,0.0
53.74011537017761,0.0,3.052743875109967,0.0,0.0,0.0,0.0,1.4018152914898727,0.0,0.0
55.154328932550705,0.0,10.193432548276082,0.0,0.0,0.0,0.0,6.0633679762871155,0.0,0.0
56.568542494923804,0.0,2.835047129443814,0.0,0.0,0.0,0.0,0.8392010402545395,0.0,0.0
57.982756057296896,0.5740777406906339,10.513192910559795,0.0,0.0,0.0,0.12712685075396518,3.6151384002718197,0.0,0.0
59.39696961966999,0.0,3.1706100379439746,0.0,0.0,0.0,0.44211838334674824,0.9472041875165644,0.0,0.0
60.81118318204309,0.0,0.42743578391210657,0.0,0.0,0.0,1.078886022829707,4.843903474794146,0.0,0.0
62.22539674441618,11.211350791768805,0.0,0.0,11.21247215111985,0.0,0.06825100253261418,1.2943814467650354,0.0,0.0
63.63961030678928,0.0,0.0,0.0,0.13856779322325918,0.0,5.096943549008116,0.38082941045378,0.0,0.0
65.05382386916237,0.0,0.0,0.0,0.048131735275630395,0.0,2.2311764887791097,0.0,0.0,0.0
66.46803743153546,0.0,0.0,0.0,0.0,0.0,0.07947082629915421,0.0,0.0,0.0
