Mass,Acetaldehyde,(E) 2-Butenal (Crotonaldehyde,Ethylene (Ethene),Ethanol,Crotyl Alcohol
2.0,0.0,0.0,0.15584514274110817,0.0,0.0
12.0,0.0,0.0,0.6523525665489003,0.2727274627199628,0.45989159536241864
13.0,0.0,0.0,1.1538103156264727,1.8624868432810446,0.9037847423419576
14.0,0.0,0.0,2.645590997057731,1.9092285360332901,3.716988231001596
15.0,0.0,0.0,0.3714259376279236,8.59222336739209,9.762639437154586
16.0,0.0,0.0,0.0,0.0,0.8578512213642591
17.0,0.0,0.0,0.0,0.8750968451907074,0.952534567882541
18.0,0.0,0.0,0.0,0.6759318229139903,1.0131575188454247
19.0,0.0,0.0,0.0,3.371170993301274,1.0564950109561688
24.0,0.0,0.0,2.448470901835492,0.6787087553637104,0.41693437564110697
25.0,0.0,6.203806169123812,8.182601487215093,2.6937791001083835,2.7629375811351244
26.0,10.701070107010702,21.98502757380998,54.61005634242505,10.617674226490585,14.635768855068777
27.0,7.740774077407742,58.92724675382846,63.32545620828447,23.784859078083752,54.221916806279644
28.0,61.03610361036104,0.0,100.0,3.6061935501636495,18.461720805441836
29.0,100.0,45.50292126155967,2.2659726232095028,30.73673009667451,93.41620158582644
30.0,0.0,2.2993596345943454,0.09707984139377554,8.2389447928761,4.714670385454953
31.0,0.0,2.2663906569606986,0.0,100.0,36.2146655805394
32.0,0.0,0.0,0.0,0.0,1.5519124186803523
33.0,0.0,1.1019581460042327,0.0,0.3014848197409141,0.0
34.0,0.0,0.0,0.0,0.0,0.3116136387645673
36.0,0.0,4.237727434232961,0.0,0.0,1.261328684641254
37.0,0.0,18.835397261973345,0.0,0.0,7.855627458810515
38.0,0.0,29.98505241177037,0.0,0.0,13.769089942218242
39.0,0.0,99.14379264427937,0.0,0.0,58.97378478936809
40.0,0.0,27.29191995667869,0.0,0.0,8.078669091713342
41.0,5.4605460546054605,100.0,0.0,1.2092125754324818,34.38668376988171
42.0,0.0,29.698963056212985,0.0,4.141303211795264,8.872419450859557
43.0,0.0,3.921632500650078,0.0,9.89855002990601,22.22089260157815
44.0,99.9899989999,0.0,0.0,0.6087061052436824,5.772060921621813
45.0,0.0,0.0,0.0,43.762209857363835,1.6348951503865212
46.0,0.0,0.0,0.0,18.23431239739768,0.0
47.0,0.0,0.0,0.0,0.610727744098302,0.0
48.0,0.0,0.9412805479404549,0.0,0.0,0.23865932503561585
49.0,0.0,3.74074730727011,0.0,0.0,1.1752620708679065
50.0,0.0,4.648351854045197,0.0,0.0,3.43324886521665
51.0,0.0,3.698924717987872,0.0,0.0,3.048022564947595
52.0,0.0,1.8407385065986723,0.0,0.0,1.0805458451730392
53.0,0.0,2.7497537757659387,0.0,0.0,6.820368084499594
54.0,0.0,0.9133771951326638,0.0,0.0,4.5964488797157985
55.0,0.0,4.553735319766107,0.0,0.0,4.367355302023552
56.0,0.0,0.0,0.0,0.0,0.23039713742488171
57.0,0.0,0.0,0.0,0.0,99.99999999999999
58.0,0.0,0.0,0.0,0.0,1.6185577155753241
73.0,0.0,0.0,0.0,0.0,0.5833404079564529
