Temp	Acetaldehyde Concentration Relative to CO	(E) 2-Butenal (Crotonaldehyde Concentration Relative to CO	CO Concentration Relative to CO	CO2 Concentration Relative to CO	Ethylene (Ethene) Concentration Relative to CO	Ethanol Concentration Relative to CO	Crotyl Alcohol Concentration Relative to CO	H2 Concentration Relative to CO	H2O Concentration Relative to CO
176.8481	0	0	0	0	0	0.129363496	-0.006860974	1.244758914	0.196258248
176.8945	0	0	0	0	0	0.072320319	0.09153452	1.008476091	0.207429051
176.8788	0	0	0	0	0	0.13873413	-0.027611908	0.994231077	0.200818399
176.7941	0	0	0	0	0	0.069272906	0.081282489	1.006689455	0.210447544
176.7974	0	0	0	0	0	0.133353133	-0.031753865	0.98415199	0.192244754
176.8505	0	0	0	0	0	0.05451845	0.085671319	1.016037179	0.207996234
176.9009	0	0	0	0	0	0.131601633	-0.032052169	0.978618699	0.211074146
176.9665	0	0	0	0	0	0.065963129	0.086802814	1.001601443	0.208652005
176.9055	0	0	0	0	0	0.146989602	-0.030714947	1.018019266	0.19660396
176.8099	0	0	0	0	0	0.054768344	0.091301364	0.987886824	0.197641094
176.8533	0	0	0	0	0	0.131917011	-0.036711871	0.995610262	0.209625399
176.9335	0	0	0	0	0	0.078632832	0.062653966	1.051222168	0.197852843
176.881	0	0	0	0	0	0.117376905	0.00318533	1.034345668	0.208910208
176.8105	0	0	0	0	0	0.097772857	0.051068143	0.986554925	0.190437331
176.8207	0	0	0	0	0	0.106823914	0.014946021	1.018596159	0.228103678
176.7429	0	0	0	0	0	0.103867466	0.037298191	1.030166342	0.199727247
176.7739	0	0	0	0	0	0.062749184	0.062883694	0.983819409	0.224659527
176.8874	0	0	0	0	0	0.134516754	0.010670341	0.979424931	0.196453791
176.8942	0	0	0	0	0	0.101555862	0.037222758	1.021833698	0.222024557
176.8326	0	0	0	0	0	0.129544529	0.009055389	1.001283837	0.199719685
176.8189	0	0	0	0	0	0.090029442	0.052395078	1.017102698	0.203973016
176.8509	0	0	0	0	0	0.140705297	-0.007581017	0.991758788	0.205018793
176.8443	0	0	0	0	0	0.066885443	0.079821832	0.98987758	0.220568248
176.9281	0	0	0	0	0	0.150091808	-0.007639306	0.962021188	0.20317788
176.9268	0	0	0	0	0	0.075736542	0.069144633	1.018793974	0.214640376
176.8664	0	0	0	0	0	0.150143392	-0.012775608	0.969357666	0.212989604
176.914	0	0	0	0	0	0.066199681	0.052758528	1.025217037	0.20482325
176.883	0	0	0	0	0	0.148826762	-0.036681012	0.964143557	0.223864391
176.9234	0	0	0	0	0	0.070041046	0.054719786	1.007873978	0.211540857
176.8343	0	0	0	0	0	0.130867696	-0.011966417	0.960247162	0.223673169
176.8869	0	0	0	0	0	0.067947574	0.062571676	0.978900052	0.192870276
176.8666	0	0	0	0	0	0.12924028	0.00483457	0.96694685	0.227316104
176.8004	0	0	0	0	0	0.080440507	0.050673834	1.01897445	0.207508997
176.889	0	0	0	0	0	0.130551997	0.006051784	0.995660701	0.229362284
177.0114	0	0	0	0	0	0.103964398	0.005321455	0.966359711	0.189778319
176.8458	0	0	0	0	0	0.090145617	0.030865813	0.955743924	0.22907275
176.9231	0	0	0	0	0	0.113769043	0.007557015	1.036298594	0.188476499
176.9848	0	0	0	0	0	0.103126068	0.043346546	0.972099486	0.241841388
177.0193	0	0	0	0	0	0.11944249	0.009398266	1.020264579	0.198417865
177.032	0	0	0	0	0	0.083459616	0.070677295	0.975955689	0.236990624
176.9611	0	0	0	0	0	0.162055656	-0.01220986	0.985761302	0.213220798
176.8494	0	0	0	0	0	0.069302798	0.08114191	0.968068325	0.22178364
176.9185	0	0	0	0	0	0.15275521	-0.024488296	0.968850914	0.191904444
176.8734	0	0	0	0	0	0.069194191	0.068911477	1.056116306	0.227835751
176.9646	0	0	0	0	0	0.14215433	-0.031578998	0.970821179	0.216881019
176.9394	0	0	0	0	0	0.049457591	0.073475174	0.953805972	0.221712337
176.8496	0	0	0	0	0	0.145432653	-0.015220323	1.003095692	0.214203915
176.9133	0	0	0	0	0	0.070418856	0.080284717	1.030145851	0.193394245
176.7969	0	0	0	0	0	0.153661268	-0.014712864	0.984731248	0.219288035
176.792	0	0	0	0	0	0.077956209	0.055480974	1.011718359	0.201779909
176.7845	0	0	0	0	0	0.145529054	-0.014236265	0.955847954	0.223264797
176.8007	0	0	0	0	0	0.072820453	0.045122651	0.994161723	0.193516324
176.9141	0	0	0	0	0	0.12340305	0.004755708	0.938593952	0.221745828
176.8142	0	0	0	0	0	0.092614009	0.028222229	1.015527275	0.195264328
176.7997	0	0	0	0	0	0.122820166	0.022869915	0.98288708	0.237158078
176.7839	0	0	0	0	0	0.106072003	0.025904379	0.985201747	0.192682295
176.8388	0	0	0	0	0	0.128849769	0.02117953	0.973421928	0.236897714
176.9101	0	0	0	0	0	0.11606128	0.013166488	1.011690775	0.18981397
177.0272	0	0	0	0	0	0.123730149	0.031558425	1.010666237	0.231747693
177.0201	0	0	0	0	0	0.123070394	0.003768221	1.022418473	0.187916879
176.969	0	0	0	0	0	0.096204359	0.060414978	0.985091412	0.221795524
177.0026	0	0	0	0	0	0.147782272	-0.007220996	0.933472051	0.202982337
176.9059	0	0	0	0	0	0.074539003	0.086322786	1.027970679	0.229774977
176.8848	0	0	0	0	0	0.159938775	-0.014476279	0.971423292	0.199422589
176.8855	0	0	0	0	0	0.092205142	0.072943714	0.999899134	0.222369189
176.9602	0	0	0	0	0	0.139842957	-0.041282425	1.007297873	0.205593539
177.023	0	0	0	0	0	0.078398091	0.075388429	0.966507087	0.226305978
176.9497	0	0	0	0	0	0.144752042	-0.040377229	0.928625988	0.223843864
176.8147	0	0	0	0	0	0.057314765	0.086285069	1.017038862	0.217911671
176.8542	0	0	0	0	0	0.143733533	-0.042965953	0.981323478	0.224071818
176.9009	0	0	0	0	0	0.066921245	0.093368914	1.015207304	0.211960032
176.9337	0	0	0	0	0	0.156710129	-0.032278468	0.998419072	0.224494234
176.8691	0	0	0	0	0	0.082151712	0.062184225	0.99939317	0.221803086
176.9353	0	0	0	0	0	0.163651441	-0.032281896	0.975975391	0.235431681
176.9734	0	0	0	0	0	0.099896901	0.058093699	1.014751779	0.217693441
176.9555	0	0	0	0	0	0.139356028	-0.025235768	0.987668519	0.228431023
176.8202	0	0	0	0	0	0.096415345	0.062787689	0.942090777	0.211508446
176.9251	0	0	0	0	0	0.135005497	-0.005146588	0.987003357	0.229651817
176.8746	0	0	0	0	0	0.113901392	0.048527422	1.008587214	0.202766267
177.0054	0	0	0	0	0	0.127409508	0.015371189	0.978903993	0.236996025
177.0023	0	0	0	0	0	0.124801163	0.02319222	0.998150327	0.200552633
177.0163	0	0	0	0	0	0.124129664	0.019077692	0.976346589	0.236505547
177.1247	0	0	0	0	0	0.129527286	0.001954401	0.987775701	0.196141571
177.248	0	0	0	0	0	0.08324302	0.052933395	1.034871334	0.253858103
177.2921	0	0	0	0	0	0.123262886	0.007886178	0.972481718	0.216158266
177.5623	0	0	0	0	0	0.099453941	0.050560685	1.040636329	0.233144583
177.7207	0	0	0	0	0	0.142959313	-0.001364652	0.98541296	0.224864793
177.9972	0	0	0	0	0	0.086274582	0.073896913	0.998195249	0.227434942
