Temp,Acetaldehyde Concentration Relative to CO,(E) 2-Butenal (Crotonaldehyde Concentration Relative to CO,CO Concentration Relative to CO,CO2 Concentration Relative to CO,Ethylene (Ethene) Concentration Relative to CO,Ethanol Concentration Relative to CO,Crotyl Alcohol Concentration Relative to CO,H2 Concentration Relative to CO,H2O Concentration Relative to CO
176.8481,2.961080180185485,0.0,0.0,0.0,0.0,0.11711389847059914,0.0,0.7061988946020847,0.23188066004961017
176.8945,3.0122646309570253,0.0,0.0,0.0,0.0,0.1182814129410381,0.0,0.7061714388813876,0.23321317724590052
176.8788,2.994945754295104,0.0,0.0,0.0,0.0,0.11788637032927388,0.0,0.7061807288558475,0.2327623039704317
176.7941,2.901512069373814,0.0,0.0,0.0,0.0,0.11575515318172705,0.0,0.7062308473804823,0.2303298857263421
176.7974,2.9051523428123263,0.0,0.0,0.0,0.0,0.11583818761604754,0.0,0.7062288947106913,0.2304246552683207
176.8505,2.9637276517771403,0.0,0.0,0.0,0.0,0.11717428715010539,0.0,0.7061974744786003,0.23194958335286797
176.9009,3.019324555201381,0.0,0.0,0.0,0.0,0.11844244941971954,0.0,0.7061676518854293,0.23339697272125087
176.9665,3.0916887787059206,0.0,0.0,0.0,0.0,0.12009307332620184,0.0,0.7061288351768574,0.23528087634359124
176.9055,3.0243988757519875,0.0,0.0,0.0,0.0,0.11855819438877152,0.0,0.7061649299820842,0.23352907571915862
176.8099,2.918941257352052,0.0,0.0,0.0,0.0,0.11615271198847106,0.0,0.7062214982342103,0.2307836308061138
176.8533,2.9668163686340314,0.0,0.0,0.0,0.0,0.11724474060952793,0.0,0.7061958176678687,0.23202999387333212
176.9335,3.055286044321033,0.0,0.0,0.0,0.0,0.11926272898300255,0.0,0.706148361874767,0.23433318092381686
176.881,2.99737260325409,0.0,0.0,0.0,0.0,0.11794172661882056,0.0,0.7061794270759868,0.23282548366508374
176.8105,2.919603125249957,0.0,0.0,0.0,0.0,0.11616780915834692,0.0,0.7062211432033393,0.23080086163192692
