ethyne,ethene,ethane,1butanal
0.016249751927028343,0.006610441525644278,0.002850122357147894,0.002356339316462572
0.04991515726463863,0.011226671641317656,0.00598308128408909,0.007023234335048553
0.002535835726729087,0.023672028033173084,0.021375917678609205,0.03711903792486082
0.00016832702668805144,0.002356123851039692,0.03149276421352348,0.12381792798557266
0.000364344213610501,0.0005059388206778022,0.0006907739300721041,0.004520064555495417
0.002656069317220552,0.0007939915798958212,0.0002436745832065375,0.006663788779711996
-6.376023738183768e-07,-1.5288954143110228e-06,1.4576961673962511e-05,0.0
1.6796268247444094e-05,2.466913373815853e-06,1.3108387176958826e-05,0.0
0.04736474776936513,0.014624217006453267,0.0041555219100400595,0.0
0.16650530561999893,0.04505440592897217,0.02083200119823747,0.0
0.754192522173737,0.2740194196663718,0.12673253992661437,0.10145673070936641
0.01566680118525154,0.2791895973959259,0.18112418796378793,0.8903409508829355
0.00761479406445947,0.45054405928972174,0.5602339747828875,0.20977112312684315
0.0001056598219470453,0.009158600549495985,0.11911770920141007,0.6987693703705591
2.5176185160485615e-05,8.198424685435921e-05,0.11748595976029488,0.014189412368760026
