Time,m2.0,m12.0,m13.0,m14.0,m15.0,m16.0,m17.0,m18.0,m19.0,m20.0,m24.0,m25.0,m26.0,m27.0,m28.0,m29.0,m30.0,m31.0,m36.0,m37.0,m38.0,m39.0,m40.0,m41.0,m42.0,m43.0,m44.0,m45.0,m46.0,m48.0,m49.0,m50.0,m51.0,m52.0,m53.0,m54.0,m55.0,m56.0,m57.0,m58.0,m59.0,m60.0,m68.0,m69.0,m70.0,m71.0,m72.0,m73.0,m74.0,m75.0
1.0,0.025682502907607447,0.01870043248008104,0.04540498589129221,0.07286502155308906,0.08234482275336984,0.0016502775802682101,0.0,0.0,0.0,0.0,0.05845911795682228,0.3118174591262104,2.2117304559151556,2.192529280386536,6.629434895211452,1.4038675955519053,1.9196062734670134,0.04160801545993801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
