0,747.187,26.0, 28.0, 30.0, 15.0
1,751.547,26.0, 28.0, 30.0, 15.0
2,nan,13.0, 28.0, 30.0, 15.0
3,nan,13.0, 28.0, 30.0, 15.0
4,nan,13.0, 28.0, 30.0, 15.0
5,nan,13.0, 28.0, 30.0, 15.0
6,nan,13.0, 28.0, 30.0, 15.0
7,nan,13.0, 28.0, 30.0, 15.0
8,nan,13.0, 28.0, 30.0, 15.0
9,nan,13.0, 28.0, 30.0, 15.0
10,nan,13.0, 28.0, 30.0, 15.0
11,nan,13.0, 28.0, 30.0, 15.0
12,nan,13.0, 28.0, 30.0, 15.0
13,nan,13.0, 28.0, 30.0, 15.0
14,nan,13.0, 28.0, 30.0, 15.0
15,nan,13.0, 28.0, 30.0, 15.0
16,nan,13.0, 28.0, 30.0, 15.0
17,nan,13.0, 28.0, 30.0, 15.0
18,nan,13.0, 28.0, 30.0, 15.0
19,nan,13.0, 28.0, 30.0, 15.0
20,nan,13.0, 28.0, 30.0, 15.0
21,nan,13.0, 28.0, 30.0, 15.0
22,nan,13.0, 28.0, 30.0, 15.0
23,nan,13.0, 28.0, 30.0, 15.0
24,nan,13.0, 28.0, 30.0, 15.0
25,nan,13.0, 28.0, 30.0, 15.0
26,nan,13.0, 28.0, 30.0, 15.0
27,nan,13.0, 28.0, 30.0, 15.0
28,nan,13.0, 28.0, 30.0, 15.0
29,nan,13.0, 28.0, 30.0, 15.0
30,nan,13.0, 28.0, 30.0, 15.0
31,nan,13.0, 28.0, 30.0, 15.0
32,nan,13.0, 28.0, 30.0, 15.0
33,nan,13.0, 28.0, 30.0, 15.0
34,nan,13.0, 28.0, 30.0, 15.0
35,nan,13.0, 28.0, 30.0, 15.0
36,nan,13.0, 28.0, 30.0, 15.0
37,nan,13.0, 28.0, 30.0, 15.0
38,nan,13.0, 28.0, 30.0, 15.0
39,nan,13.0, 28.0, 30.0, 15.0
40,nan,13.0, 28.0, 30.0, 15.0
41,nan,13.0, 28.0, 30.0, 15.0
42,nan,13.0, 28.0, 30.0, 15.0
43,nan,13.0, 28.0, 30.0, 15.0
44,nan,13.0, 28.0, 30.0, 15.0
45,nan,13.0, 28.0, 30.0, 15.0
46,nan,13.0, 28.0, 30.0, 15.0
47,nan,13.0, 28.0, 30.0, 15.0
48,nan,13.0, 28.0, 30.0, 15.0
49,nan,13.0, 28.0, 30.0, 15.0
50,nan,13.0, 28.0, 30.0, 15.0
51,nan,13.0, 28.0, 30.0, 15.0
52,nan,13.0, 28.0, 30.0, 15.0
53,nan,13.0, 28.0, 30.0, 15.0
54,nan,13.0, 28.0, 30.0, 15.0
55,nan,13.0, 28.0, 30.0, 15.0
56,nan,13.0, 28.0, 30.0, 15.0
57,nan,13.0, 28.0, 30.0, 15.0
58,nan,13.0, 28.0, 30.0, 15.0
59,nan,13.0, 28.0, 30.0, 15.0
60,nan,13.0, 28.0, 30.0, 15.0
61,nan,13.0, 28.0, 30.0, 15.0
62,nan,13.0, 28.0, 30.0, 15.0
63,nan,13.0, 28.0, 30.0, 15.0
64,nan,13.0, 28.0, 30.0, 15.0
65,nan,13.0, 28.0, 30.0, 15.0
66,nan,13.0, 28.0, 30.0, 15.0
