ethene,ethane,ethyne,1butanal
0.2631325555409867,0.21050604443278936,0.4989281815443473,0.0033486611555205684
0.40268542126871126,0.44742824585412366,1.9391383337821961,0.008541050253325822
0.8044083323100579,1.14915476044294,0.05187912969079655,0.03899813815704929
0.09994054018876206,1.4657945894351767,0.0,0.11446713755863949
0.0,0.02976788872988065,0.0,0.0037883025331725945
0.0,0.0,0.0,0.005281656043950144
1.2295715745441353,0.2672981683791599,3.620190287888565,0.0
4.914691996595941,2.202486810254263,16.29553322115534,0.0
39.09974994513969,17.146292610503185,99.99999999999999,0.2964858695635148
53.75642667097988,28.645382589426898,2.5685166347473865,3.2335138115079225
100.0,100.0,0.13544994958540676,0.9488284541467922
2.6510408206980633,24.804521070183622,0.0,3.949489028736298
0.131961308375057,34.600255055939954,0.0,0.10076146749961384
