Mass,ethene,ethane,ethyne,1butanal
2.0,0.21099451037025846,0.4219890207405169,0.0,0.0
12.0,0.2631325555409867,0.21050604443278936,0.4989281815443473,0.0033486611555205684
13.0,0.40268542126871126,0.44742824585412366,1.9391383337821961,0.008541050253325822
14.0,0.8044083323100579,1.14915476044294,0.05187912969079655,0.03899813815704929
15.0,0.09994054018876206,1.4657945894351767,0.0,0.11446713755863949
16.0,0.0,0.02976788872988065,0.0,0.0037883025331725945
17.0,0.0,0.0,0.0,0.005281656043950144
18.0,0.0,0.0,0.0,0.02578446076249084
19.0,0.0,0.0,0.0,0.003538774750268656
20.0,0.0,0.0,0.0,0.0019118219875548569
24.0,1.2295715745441353,0.2672981683791599,3.620190287888565,0.0034016733184262537
25.0,4.914691996595941,2.202486810254263,16.29553322115534,0.024024986228648532
26.0,39.09974994513969,17.146292610503185,99.99999999999999,0.2964858695635148
27.0,53.75642667097988,28.645382589426898,2.5685166347473865,3.2335138115079225
28.0,100.0,100.0,0.13544994958540676,0.9488284541467922
29.0,2.6510408206980633,24.804521070183622,0.0,3.949489028736298
30.0,0.131961308375057,34.600255055939954,0.0,0.10076146749961384
31.0,0.0,0.7505299649537072,0.0,0.26743773672083687
36.0,0.0,0.0,0.0,0.050112932911372296
37.0,0.0,0.0,0.0,0.4970953119842925
38.0,0.0,0.0,0.0,0.9296404628552034
39.0,0.0,0.0,0.0,5.109571873451821
40.0,0.0,0.0,0.0,0.7224865422282046
41.0,0.0,0.0,0.0,15.838400402536116
42.0,0.0,0.0,0.0,3.3734169071680045
43.0,0.0,0.0,0.0,24.059593858439875
44.0,0.0,0.0,0.0,32.93034575741359
45.0,0.0,0.0,0.0,1.2381724577851803
46.0,0.0,0.0,0.0,0.1516443361609282
48.0,0.0,0.0,0.0,0.04325657411161411
49.0,0.0,0.0,0.0,0.23033668039741767
50.0,0.0,0.0,0.0,0.5876413120256625
51.0,0.0,0.0,0.0,0.41571915103663315
52.0,0.0,0.0,0.0,0.11010337942361066
53.0,0.0,0.0,0.0,1.4557624208037616
54.0,0.0,0.0,0.0,1.4145302505341342
55.0,0.0,0.0,0.0,1.9459243481159245
56.0,0.0,0.0,0.0,0.2732759436875976
57.0,0.0,0.0,0.0,18.555759421876765
58.0,0.0,0.0,0.0,0.83055171931226
59.0,0.0,0.0,0.0,0.0792355766047187
60.0,0.0,0.0,0.0,0.8305846274189629
68.0,0.0,0.0,0.0,0.11695395821159857
69.0,0.0,0.0,0.0,0.7296296756510793
70.0,0.0,0.0,0.0,0.25269588992042685
71.0,0.0,0.0,0.0,9.458291074729015
72.0,0.0,0.0,0.0,100.0
73.0,0.0,0.0,0.0,6.6330634579693
74.0,0.0,0.0,0.0,0.4387201617446106
75.0,0.0,0.0,0.0,0.15144310937383176
