Time,Crotyl Alcohol Concentration Relative to CO,(E) 2-Butenal (Crotonaldehyde Concentration Relative to CO,Ethanol Concentration Relative to CO,H2O Concentration Relative to CO,Acetaldehyde Concentration Relative to CO,Ethylene (Ethene) Concentration Relative to CO
176.9231,0.00040809027047469283,0.0023732531464128234,8.678856306559828e-06,0.002924205531603407,0.01160629204683094,0.0033876690694869724
176.9848,0.0004065992271353686,0.0023774468604042943,8.689662514357415e-06,0.0029270018672036,0.0117874073223195,0.0033872174752644416
177.0193,0.000405765499498308,0.0023797918058290194,8.695704883385236e-06,0.002928565458422508,0.011888679234869706,0.0033869649630978824
177.032,0.00040545859106379446,0.002380655017623053,8.697929175752008e-06,0.002929141041277005,0.011925959040359336,0.0033868720093438043
176.9611,0.0004071719617730026,0.002375835984851652,8.685511669546992e-06,0.002925927748018435,0.011717837921523956,0.0033873909401440894
176.8494,0.0004098713060356044,0.002368243799230142,8.665948405187342e-06,0.00292086533818794,0.011389951758281386,0.0033882084940283085
176.9185,0.0004082014341596352,0.002372940487022858,8.678050657356113e-06,0.0029239970527742197,0.01159278912515747,0.0033877027377758498
176.8734,0.0004092913215924311,0.002369875065612561,8.670151792337134e-06,0.002921953053818486,0.011460401784403374,0.0033880328333906915
176.9646,0.00040708738070837296,0.002376073877865756,8.68612466350634e-06,0.0029260863732145557,0.011728111883666766,0.003387365322967764
176.9394,0.0004076963643737047,0.002374361048164217,8.68171110699906e-06,0.002924944271802485,0.01165413935623875,0.003387549766637258
176.8496,0.0004098664728319107,0.002368257393116662,8.665983433413593e-06,0.0029208744024848627,0.011390538841832451,0.003388207030189653
176.9133,0.0004083270974556555,0.0023725870459733343,8.677139923473661e-06,0.002923761381054266,0.011577524952831042,0.0033877407975806697
176.7969,0.0004111400220050455,0.0023646754040185986,8.656753495797174e-06,0.002918485960246121,0.011235842326139538,0.003388592751673083
176.792,0.00041125843549552653,0.002364342353798856,8.65589530425409e-06,0.002918263884971554,0.01122145877913964,0.0033886286157199293
176.7845,0.000411439680634018,0.00236383258305435,8.654581745769786e-06,0.0029179239738370078,0.01119944314597653,0.0033886835096691853
176.8007,0.00041104819113487644,0.0023649336878624827,8.657419032095889e-06,0.002918658181887625,0.01124699691360888,0.003388564938738795
176.9141,0.00040830776464088377,0.0023726414215194144,8.677280036378653e-06,0.002923797638241951,0.011579873287035178,0.0033877349422260683
176.8142,0.0004107219498855919,0.0023658512752025925,8.65978343736765e-06,0.002919270021929807,0.011286625053302548,0.0033884661296301305
176.7997,0.0004110723571533419,0.002364865718429881,8.65724389096465e-06,0.0029186128604030193,0.01124406149585382,0.0033885722579320276
176.7839,0.00041145418024509766,0.002363791801394787,8.654476661091037e-06,0.002917896780946243,0.011197681895323485,0.0033886879011851196
176.8388,0.00041012746583133904,0.002367523323244573,8.664091909196183e-06,0.002920384930451116,0.01135883633007748,0.003388286077476582
176.9101,0.0004084044287147458,0.002372369543789011,8.676579471853688e-06,0.002923616352303527,0.01156813161601489,0.003387764218999009
177.0272,0.00040557458795242976,0.002380328764346568,8.697088498322043e-06,0.0029289234981508946,0.011911869035134923,0.0033869071414713257
177.0201,0.0004057461666835346,0.002379846181375102,8.695844996290233e-06,0.0029286017156101947,0.01189102756907382,0.0033869591077432936
176.96900000000005,0.00040698105022712514,0.0023763729433692003,8.686895284483799e-06,0.0029262857877468238,0.011741027721789171,0.0033873331185175323
177.0026,0.00040616907200668193,0.0023786567163045893,8.692780026493511e-06,0.002927808589629588,0.01183965775835987,0.0033870871936248874
176.9059,0.00040850592599230067,0.0023720840721720877,8.675843879102479e-06,0.0029234260020681822,0.011555802861443537,0.0033877949596105954
176.8848,0.0004090158289819232,0.002370649917144212,8.672148401233286e-06,0.0029224697187429944,0.011493865546811291,0.0033879493945878315
176.8855,0.000408998912768998,0.002370697495747032,8.672271000025152e-06,0.0029225014437822194,0.011495920339239836,0.0033879442711525617
176.9602,0.00040719371118962166,0.002375774812362313,8.685354042528874e-06,0.002925886958682289,0.011715196045544343,0.003387397527418005
177.023,0.0004056760852299847,0.002380043292729645,8.696352905570832e-06,0.00292873314791555,0.011899540280563569,0.003386937882082911
176.9497,0.0004074474543835097,0.0023750611333200056,8.683515060650847e-06,0.002925411083093927,0.011684374159116127,0.0033874743789469473
176.8147,0.00041070986687635877,0.002365885259918893,8.659871007933267e-06,0.002919292682672111,0.011288092762180024,0.003388462470033516
176.8542,0.00040975530914696994,0.002368570052506625,8.6667890826173e-06,0.0029210828813140484,0.011404041763505698,0.003388173361900791
176.9009,0.0004086267560846281,0.002371744225009085,8.674968173446269e-06,0.002923199394645152,0.01154112577266816,0.0033878315555767578
176.9337,0.00040783411067895904,0.00237397362239839,8.680712802550977e-06,0.002924685939340229,0.011637407475034743,0.0033875914860386934
176.8691,0.00040939523547183323,0.002369582797052379,8.669398685472798e-06,0.002921758171434679,0.011447779488056541,0.0033880643059215937
176.9353,0.00040779544504941314,0.002374082373490554,8.680993028360973e-06,0.0029247584537156,0.011642104143442987,0.0033875797753295136
176.9734,0.00040687471974587645,0.002376672008872644,8.687665905461264e-06,0.0029264852022790906,0.011753943559911464,0.0033873009140673142
176.9555,0.0004073072914764096,0.002375455356029089,8.684530879212047e-06,0.002925673947704643,0.011701399582095515,0.003387431927626197
176.8202,0.0004105769537747982,0.002366259091798198,8.660834284155098e-06,0.002919541950837445,0.011304237559832982,0.003388422214470735
176.9251,0.00040804193843776266,0.002373389085278024,8.679206588822305e-06,0.0029242961745726184,0.011612162882340968,0.0033876544311005116
176.8746,0.0004092623223702727,0.002369956628931681,8.670361961694617e-06,0.0029220074396000125,0.0114639242857094,0.0033880240503588155
177.0054,0.00040610140715497837,0.0023788470307158703,8.69327042166099e-06,0.0029279354897864852,0.011847876928074146,0.003387066699883831
177.0023,0.0004061763218122221,0.002378636325474807,8.692727484154134e-06,0.002927794993184205,0.011838777133033352,0.0033870893893828496
177.0163,0.0004058379975537045,0.002379587897531218,8.695179459991515e-06,0.00292842949396869,0.011879872981604488,0.0033869869206775804
177.1247,0.0004032885936743045,0.0023874985821551557,8.714002307108003e-06,0.0029331866962247393,0.012188574009647377,0.003387042463294691
177.248,0.00040080324455404084,0.002399701792611471,8.734453166699739e-06,0.0029376787154777838,0.012483620883827266,0.0033921185694868773
177.2921,0.0003999143240657706,0.0024040664445265053,8.741767707721604e-06,0.0029392853501011363,0.01258914859795018,0.003393934111117643
177.5623,0.00039446792234399216,0.002430808597529718,8.786583784458736e-06,0.0029491291749362764,0.013235715227337285,0.00340505790587128
177.7207,0.0003941568583556768,0.0024260903336425703,8.798347445492363e-06,0.002959023561365308,0.01370316999160728,0.003398908504909014
177.9972,0.00038993913219622435,0.0024438615353054127,8.83738308868541e-06,0.002971036753176834,0.014406405210208029,0.003404331143578528
178.29,0.00038815853614678885,0.0024799610889450967,8.889238271335729e-06,0.002976305765118055,0.014806494695816118,0.0034388313255183807
178.6543,0.00038593020664853616,0.002460375251422012,8.927662133644039e-06,0.002999474206901521,0.015936937549947953,0.0034066333870273902
179.0592,0.0003770390455174942,0.002499685582216089,9.050342713968103e-06,0.003005284547422357,0.016585947693467905,0.003440591770899321
179.3064,0.0003736871874979472,0.0025139182370357608,9.093665220290317e-06,0.0030144536177620284,0.01714617006690483,0.0034474465633196603
179.7101,0.0003802469525300278,0.002494457568882423,9.122693156506489e-06,0.0030300910995357537,0.018419296423656983,0.003380130768205905
180.1774,0.00035178681063584733,0.002564625505623432,9.319967099908932e-06,0.003042617608783693,0.018564126425490626,0.0034342413960152763
180.5681,0.00034510171576212736,0.0025872870941303053,9.398467973792635e-06,0.0030565488187766373,0.019373761971297074,0.0034402018723270135
180.8962,0.0003749690022240542,0.002537106517420836,9.149375113458384e-06,0.0030674653270695053,0.020776025521620545,0.0033420545550543472
181.38400000000001,0.0003482618602828848,0.0025975229720367502,9.357076678345958e-06,0.0030733985086435892,0.020732125711659426,0.0034093083051340393
181.8506,0.00037803318791700976,0.002551991560345591,9.221694168717564e-06,0.0030932520267292303,0.021975100966949827,0.0033288610339812937
182.297,0.0003758395555683225,0.0025670023050971386,9.268387261029939e-06,0.0031082767845504173,0.022893988630154776,0.003322707188320437
182.8438,0.00035361012220087466,0.0026172120539597605,9.551657931162587e-06,0.0031172583500113284,0.022809129582662773,0.0034220624386788476
183.2631,0.0003860872964992262,0.002598022822223754,9.412243483377383e-06,0.0031284128150186447,0.023649047930237442,0.0033789697617789003
183.6243,0.00033171194075498064,0.0026494607625678662,9.692073045281122e-06,0.0031300134153695405,0.023399277000717218,0.0034385546046904886
184.0933,0.0003259369325002359,0.002712451633278462,9.806674123325513e-06,0.003163820043317714,0.025432001667133997,0.003453770978008223
184.5898,0.00035453783793466695,0.0026856806842981123,9.611501992596122e-06,0.003167284249582277,0.02647724878618643,0.003408368203389928
185.0357,0.0002959394796141782,0.002730223714974863,9.771393505554644e-06,0.003173742830652498,0.025763078462524888,0.00346139263833394
185.4777,0.0003519067935487861,0.002701119237083773,9.42800213617949e-06,0.003176591988813677,0.02646133258903137,0.0034025394013986964
185.9069,0.000335733316288064,0.002721790052402973,9.481923680334925e-06,0.003179196647810773,0.026285628891961003,0.0034420043456294684
186.4914,0.000303297240333616,0.00275488911057039,9.63874598871104e-06,0.0031861506574639405,0.025707934328130563,0.003516834018097982
187.0203,0.00036278612571589134,0.0027408570519304016,9.425130933318753e-06,0.003182021896634511,0.02601677371246957,0.003528533374556741
187.6229,0.00033909612459842836,0.002737655437792761,9.476196388240612e-06,0.0031848823511754338,0.025791184187049083,0.0035796246784323823
188.1595,0.0003333979264077575,0.002754759203788752,9.459741948727195e-06,0.0031849600810589626,0.025849980340059385,0.003594157313413115
188.6697,0.00035204376797422416,0.002774741079230617,9.385074400566487e-06,0.003184118243334577,0.025811618445454758,0.0036245797890216195
189.3571,0.00031842293086005994,0.002737765676429881,9.56215062114579e-06,0.003208322781486157,0.026232667313027383,0.0036025838756571084
189.9038,0.00031186066037077804,0.0027567968496934,9.518138387568455e-06,0.0032023158064401216,0.02632712647322028,0.0036064663262301046
190.5653,0.00027211401995336194,0.0027526723892026352,9.615416290832096e-06,0.0032074589353713995,0.026308965337228964,0.0036201923581333302
191.2235,0.00026111678686997113,0.002811512503582578,9.583390262452193e-06,0.003197849170635897,0.02591533204564763,0.0036867050086244447
191.9041,0.0002536166279214288,0.0027697596794764696,9.652578566079254e-06,0.003222324233583648,0.02638912310616971,0.003624841010896574
192.46,0.0002545739450170893,0.0028565995147869657,9.705712140419403e-06,0.0032019746154900858,0.02527151006936083,0.0037583016164184514
193.0445,0.00029123134856366613,0.002797990004844385,9.594543908035393e-06,0.0032294222393871586,0.02584439789249466,0.0036993459059023208
193.7611,0.0003070825842337652,0.002758642080125835,9.49160757432371e-06,0.003234331393320152,0.026232852037936086,0.003683984672653256
194.4817,0.00028743833343005385,0.002790819571986083,9.636942272445057e-06,0.0032369014765337802,0.02561424543514831,0.003756246656721375
195.1538,0.0002921596257512446,0.002776417508612998,9.584667345509624e-06,0.003242667132892343,0.02578474484000201,0.003749140318186232
195.7753,0.00028983917434921835,0.002775291671813616,9.593334175566216e-06,0.00324636925350112,0.02573529981915632,0.0037564625255837782
196.417,0.0003022068153257428,0.0027556446705381482,9.621216572304828e-06,0.0032542484628300928,0.025829326686543374,0.0037485440414044315
197.0638,0.0002928906299120886,0.0027501145333089475,9.833193534431078e-06,0.0032634593738263976,0.025859677539336292,0.0037505740414860815
197.6513,0.00033916217967039467,0.002699729415991757,9.75790302884144e-06,0.003273196661217035,0.026879505079100332,0.003686958116269836
198.3369,0.0002884816412921475,0.0027125591261527864,1.0126482265385942e-05,0.003294715703851344,0.026581119604208045,0.0036975795709311113
199.1706,0.0003989239202250835,0.002631611985049435,9.69145092003226e-06,0.0033209575540011325,0.028699995063422194,0.003503580745288337
199.7659,0.0003248532247419124,0.0026722854823466144,1.0274533780280735e-05,0.0033740154058823327,0.02829814574421237,0.003508999730436392
