Time	ethyne relative uncertainty	ethene relative uncertainty	ethane relative uncertainty	1butanal relative uncertainty
747.187	0.382630459	0.309247555	0.098696203	10.7145181
751.547	0.382630459	0.309247555	0.098696203	10.7145181
