Time,m2.0,m12.0,m13.0,m14.0,m15.0,m16.0,m17.0,m18.0,m19.0,m20.0,m24.0,m25.0,m26.0,m27.0,m28.0,m29.0,m30.0,m31.0,m36.0,m37.0,m38.0,m39.0,m40.0,m41.0,m42.0,m43.0,m44.0,m45.0,m46.0,m48.0,m49.0,m50.0,m51.0,m52.0,m53.0,m54.0,m55.0,m56.0,m57.0,m58.0,m59.0,m60.0,m68.0,m69.0,m70.0,m71.0,m72.0,m73.0,m74.0,m75.0
1.0,0.031681363187468885,0.06879512129244181,0.1817234807769664,0.3601517497873657,0.4520016345800727,0.009665759749285716,0.0,0.0,0.0,0.0,0.10483572720729226,0.4663261454207426,2.7212022025334353,2.432768899107293,6.109506982575301,1.0838237863374445,1.2345073900234627,0.022404617142177154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
