Time,Crotyl Alcohol Concentration Relative to CO,(E) 2-Butenal (Crotonaldehyde Concentration Relative to CO,Ethanol Concentration Relative to CO,H2O Concentration Relative to CO,Acetaldehyde Concentration Relative to CO,Ethylene (Ethene) Concentration Relative to CO,CO Concentration Relative to CO,CO2 Concentration Relative to CO,H2 Concentration Relative to CO
176.8481,0.032618706136496874,0.1877241249145396,0.11019262832027177,0.231220948203508,0.9123169985820594,0.2704917026714521,3.928153786172795,1.2595675533448334,0.70631235201721
176.8945,0.03252947652304719,0.1879741257780528,0.11029596487657192,0.2313875122056617,0.9232303290960994,0.2704645905316758,3.9277632685585036,1.2586533066349852,0.7063319875717974
176.8788,0.03255966843966696,0.18788953496863134,0.11026099970558248,0.2313311532652779,0.9195376720040741,0.27047376425138403,3.927895404906443,1.258962653043272,0.7063253436449219
176.7941,0.03272255094525297,0.18743317563372705,0.1100723659487156,0.2310271021665188,0.8996161397941493,0.2705232555927453,3.9286082678790835,1.2606315473606162,0.7062895002941989
176.7974,0.03271620487360667,0.1874509558675548,0.1100797153158663,0.2310389483132237,0.900392303386749,0.2705213273586665,3.9285804939970324,1.2605665255040945,0.7062908967883829
176.8505,0.03261409081166318,0.18773705599368706,0.1101979733145632,0.2312295635829298,0.9128814811948596,0.27049030031939425,3.9281335869858482,1.2595202647219104,0.7063133676493438
176.9009,0.032517168990157504,0.1880086086557788,0.11031021819468227,0.2314104865507864,0.9247356160635672,0.2704608509261881,3.927709404059979,1.2585272036405173,0.7063346959241543
176.9665,0.032391016778039024,0.1883620581524695,0.11045631470531346,0.231645973588314,0.9401648074799738,0.2704225199699515,3.927157292950119,1.257234647947279,0.7063624565358124
176.9055,0.032508322950893155,0.18803339322414425,0.11032046276707408,0.23142699936134464,0.9258175410714145,0.27045816308474513,3.9276706889516673,1.2584365671132516,0.7063366425524108
176.8099,0.032692166723431684,0.18751830523811305,0.11010755382780064,0.2310838200810453,0.9033323169950572,0.2705140234417007,3.928475289898356,1.2603202305930357,0.7062961865390799
176.8533,0.032608706266024044,0.18775214225269204,0.11020420914123644,0.2312396148589217,0.9135400442431156,0.2704886642419941,3.928110021267745,1.2594650946618324,0.7063145525535
176.9335,0.03245447749450105,0.1881842558141952,0.11038282103380696,0.23152751212126504,0.9324031715540384,0.27044180231074105,3.9274350317706292,1.2578848665124742,0.7063484915939721
176.88099999999997,0.032555437725236176,0.1879013884578496,0.11026589928368287,0.2313390506964145,0.9200551143991296,0.2704724787619985,3.9278768889850753,1.258919305138927,0.7063262746410446
176.8105,0.03269101289222332,0.18752153800789986,0.11010889007637342,0.2310859739259007,0.9034734376482572,0.27051367285368605,3.928470240101619,1.260308408437303,0.7062964404471134
176.8207,0.032671397761680494,0.18757649509427554,0.1101316063021118,0.2311225892884431,0.9058724887526348,0.2705077128574421,3.9283843935570983,1.2601074317898813,0.7063007568836822
176.7429,0.0328210112083698,0.1871573126119197,0.10995833940383276,0.2308433074055216,0.8875738440545134,0.2705531724366373,3.9290391838672685,1.2616403713163131,0.7062678334753439
176.7739,0.032761396595935764,0.1873243390509047,0.1100273789134298,0.2309545893897192,0.8948650778031296,0.27053505872256184,3.928778277702546,1.2610295599368844,0.7062809520570724
176.8874,0.032543130192346566,0.1879358713355756,0.11028015260179327,0.2313620250415392,0.9215604013665876,0.2704687391565119,3.9278230244865537,1.2587932021444648,0.7063289829934015
176.8942,0.032530053438651306,0.1879725093931594,0.11029529675228554,0.23138643528323397,0.9231597687695092,0.2704647658256821,3.9277657934568713,1.2586592177128484,0.7063318606177807
176.8326,0.0326485134427138,0.1876406116950473,0.11015810856547327,0.2311653072114093,0.9086713817077596,0.27050075952848995,3.928284239255156,1.2598729590345479,0.7063057927263457
176.8189,0.032674859255305645,0.1875667967849153,0.11012759755639333,0.2311161277538769,0.905449126793042,0.2705087646214852,3.9283995429473086,1.2601428982570726,0.7062999951595819
