Temp,m2.0,m18.0,m26.0,m27.0,m28.0,m29.0,m41.0,m44.0,m45.0
176.9231,0.0,0.1977395508690044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9848,0.0,0.1979287457161376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.0193,0.0,0.1980345353794454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.032,0.0,0.19807347824101093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9611,0.0,0.19785607281699558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8494,0.0,0.19751355961724232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9185,0.0,0.19772544558056335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8734,0.0,0.19758715242650002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9646,0.0,0.19786680510167898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9394,0.0,0.1977895326519585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8496,0.0,0.19751417289065284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9133,0.0,0.1977095004718908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.7969,0.0,0.19735257534699116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.792,0.0,0.19733755014843452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.7845,0.0,0.19731455239554152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8007,0.0,0.19736422754179034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9141,0.0,0.19771195356553267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8142,0.0,0.19740562349699778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.7997,0.0,0.19736116117473793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.7839,0.0,0.19731271257530994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8388,0.0,0.1974810561264869,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9101,0.0,0.19769968809732308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.0272,0.0,0.19805875967915934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.0201,0.0,0.1980369884730874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.969,0.0,0.19788029711670962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.0026,0.0,0.19798332704967037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9059,0.0,0.19768680935570307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8848,0.0,0.19762210901089736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8855,0.0,0.1976242554678341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9602,0.0,0.1978533130866484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.023,0.0,0.1980458809375393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9497,0.0,0.19782111623259827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8147,0.0,0.197407156680524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8542,0.0,0.1975282781790938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9009,0.0,0.19767147752044104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9337,0.0,0.19777205435975975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8691,0.0,0.19757396704817462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9353,0.0,0.19777696054704363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9734,0.0,0.1978937891317402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9555,0.0,0.19783890116150218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8202,0.0,0.19742402169931225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9251,0.0,0.19774568360310918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8746,0.0,0.19759083206696287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.0054,0.0,0.1979919128774171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.0023,0.0,0.19798240713955456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.0163,0.0,0.19802533627828822,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.1247,0.0,0.19834721757894722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.248,0.0,0.19865126510400438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.2921,0.0,0.19876001202902488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.5623,0.0,0.1994263027124834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.7207,0.0,0.20009466057644124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.9972,0.0,0.20090714988598107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178.29,0.0,0.20126492369373686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178.6543,0.0,0.20283037627120218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179.0592,0.0,0.2032275739225747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179.3064,0.0,0.20384825733261372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179.7101,0.0,0.20490498159977835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180.1774,0.0,0.2057585630951901,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180.5681,0.0,0.20670212701786103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180.8962,0.0,0.20742885784203852,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181.384,0.0,0.20783780908830343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181.8506,0.0,0.20917242497422286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182.297,0.0,0.21018850914808457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182.8438,0.0,0.21080630559536503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183.2631,0.0,0.2115535643678653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183.6243,0.0,0.21167299973619405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184.0933,0.0,0.21395963991852998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184.5898,0.0,0.21418552991845105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185.0357,0.0,0.21462799940430247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185.4777,0.0,0.2148063382556175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185.9069,0.0,0.21498435027110596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186.4914,0.0,0.2154601366111359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187.0203,0.0,0.21517274441471335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187.6229,0.0,0.2153679065423473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188.1595,0.0,0.2153724834094665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188.6697,0.0,0.21531261852384231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189.3571,0.0,0.21695365381359027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189.9038,0.0,0.21654638624849076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190.5653,0.0,0.21689751229186163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191.2235,0.0,0.2162475416113387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191.9041,0.0,0.21790244475812584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.46,0.0,0.21653099287044636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193.0445,0.0,0.2183792028042714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193.7611,0.0,0.2187063833984296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194.4817,0.0,0.21888578351259677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195.1538,0.0,0.2192728414337182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195.7753,0.0,0.21952309037659626,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196.417,0.0,0.22005607848864128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197.0638,0.0,0.2206864531355235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197.6513,0.0,0.22134066218021575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198.3369,0.0,0.2228082216678617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199.1706,0.0,0.2245618544642075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199.7659,0.0,0.2281670422286633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
