Mass,2butenalE(crotonaldehyde),2buteneE,13butadiene,acetone,diethylether,ethanol
1.0,0.0,1.6001600160016003,0.0,0.0,0.0,0.0
2.0,0.0,0.20002000200020004,0.10001000100010002,0.0,0.0,0.0
12.0,0.0,0.20002000200020004,0.4000400040004001,0.0,0.0,0.20002000200020004
13.0,0.0,0.20002000200020004,0.3000300030003,0.8900890089008902,0.10001000100010002,1.3901390139013903
14.0,0.0,0.8000800080008001,0.5000500050005001,4.550455045504551,0.7000700070007001,1.4501450145014503
15.0,0.0,3.8003800380038006,0.3000300030003,12.011201120112013,3.1903190319031904,6.640664066406641
16.0,0.0,0.10001000100010002,0.10001000100010002,0.8500850085008501,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.7000700070007001
18.0,0.0,0.0,0.0,0.0,0.4000400040004001,0.5500550055005501
19.0,0.0,0.0,0.10001000100010002,0.0,0.9900990099009902,2.7902790279027903
24.0,0.0,0.10001000100010002,0.20002000200020004,0.0,0.0,0.6100610061006101
25.0,5.000500050005001,0.9000900090009001,2.5002500250025004,1.2901290129012901,0.10001000100010002,2.4602460246024602
26.0,18.001800180018,11.311131113111312,15.411541154115412,4.960496049604961,3.0903090309030903,9.85098509850985
27.0,49.00490049004901,35.13351335133513,49.444944494449445,7.070707070707071,19.39193919391939,22.412241224122415
28.0,0.0,32.43324332433244,34.13341334133413,1.2101210121012103,5.090509050905091,3.4503450345034503
29.0,39.00390039003901,19.82198219821982,0.8000800080008001,3.6203620362036206,42.6942694269427,29.852985298529855
30.0,2.0002000200020005,0.7000700070007001,0.0,0.0,1.2901290129012901,8.120812081208122
31.0,2.0002000200020005,0.0,0.0,0.45004500450045004,100.0,100.0
32.0,0.0,0.0,0.0,0.0,1.0901090109010902,0.0
33.0,1.0001000100010002,0.0,0.0,0.0,0.20002000200020004,0.31003100310031007
36.0,4.000400040004001,0.10001000100010002,0.9000900090009001,0.7000700070007001,0.0,0.0
37.0,18.001800180018,2.3002300230023005,4.400440044004401,2.5102510251025105,0.0,0.0
38.0,29.002900290029004,4.2004200420042,5.810581058105811,2.8102810281028106,0.0,0.0
39.0,97.00970097009701,35.93359335933594,100.0,4.630463046304631,0.20002000200020004,0.0
40.0,27.002700270027002,6.410641064106411,3.5003500350035006,1.2801280128012802,0.0,0.0
41.0,100.0,100.0,0.20002000200020004,2.7802780278027805,6.0906090609060906,1.3701370137013702
42.0,30.003000300030003,3.4003400340034005,0.0,9.61096109610961,1.1901190119011902,4.74047404740474
43.0,4.000400040004001,0.10001000100010002,0.0,100.0,8.29082908290829,11.441144114411442
44.0,0.0,0.0,0.0,2.4602460246024602,1.9901990199019903,0.7100710071007101
45.0,0.0,0.0,0.0,0.0,44.594459445944594,51.4951495149515
46.0,0.0,0.0,0.0,0.0,1.0901090109010902,21.632163216321633
47.0,0.0,0.0,0.0,0.0,0.3000300030003,0.7300730073007301
48.0,1.0001000100010002,0.20002000200020004,1.5001500150015001,0.0,0.0,0.0
49.0,4.000400040004001,1.5001500150015001,8.11081108110811,0.0,0.0,0.0
50.0,5.000500050005001,6.210621062106211,26.822682268226824,0.0,0.0,0.0
51.0,4.000400040004001,6.010601060106011,25.322532253225322,0.0,0.0,0.0
52.0,2.0002000200020005,2.0002000200020005,11.411141114111413,0.0,0.0,0.0
53.0,3.0003000300030003,8.11081108110811,70.86708670867087,0.0,0.0,0.0
54.0,1.0001000100010002,3.6003600360036003,95.1995199519952,0.0,0.0,0.0
55.0,5.000500050005001,22.022202220222024,4.300430043004301,0.0,0.0,0.0
56.0,0.0,47.84478447844785,0.10001000100010002,0.0,0.0,0.0
57.0,0.0,2.1002100210021,0.0,0.47004700470047006,0.3000300030003,0.0
58.0,0.0,0.10001000100010002,0.0,24.842484248424842,0.20002000200020004,0.0
59.0,0.0,0.0,0.0,0.9300930093009301,67.0967096709671,0.0
60.0,0.0,0.0,0.0,0.0,2.19021902190219,0.0
61.0,0.0,0.0,0.0,0.0,0.10001000100010002,0.0
66.0,1.0001000100010002,0.0,0.0,0.0,0.0,0.0
67.0,1.0001000100010002,0.0,0.0,0.0,0.0,0.0
68.0,5.000500050005001,0.0,0.0,0.0,0.0,0.0
69.0,65.00650065006501,0.0,0.0,0.0,0.0,0.0
70.0,82.00820082008201,0.0,0.0,0.0,0.0,0.0
71.0,8.000800080008002,0.0,0.0,0.0,0.0,0.0
72.0,1.0001000100010002,0.0,0.0,0.0,0.10001000100010002,0.0
73.0,0.0,0.0,0.0,0.0,4.690469046904691,0.0
74.0,0.0,0.0,0.0,0.0,43.994399439944,0.0
75.0,0.0,0.0,0.0,0.0,2.0902090209020905,0.0
