Mass,2butenalE(crotonaldehyde),2buteneE,13butadiene,acetone,diethylether,ethanol
1.0,0.0,1.9195780404276364,0.0,0.0,0.0,0.0
2.0,0.0,0.23619212530874076,0.11809606265437038,0.0,0.0,0.0
12.0,0.0,0.2076956466618376,0.4153912933236752,0.0,0.0,0.2076956466618376
13.0,0.0,0.2057514806771707,0.308627221015756,0.9155940890134096,0.10287574033858535,1.4299727907063364
14.0,0.0,0.8158877910463961,0.5099298694039975,4.640361811576377,0.7139018171655965,1.4787966212715928
15.0,0.0,3.8447839103873265,0.30353557187268365,12.151540727303104,3.227594914246203,6.718253990782066
16.0,0.0,0.10045339056887054,0.10045339056887054,0.8538538198353995,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.6986740160030921
18.0,0.0,0.0,0.0,0.0,0.39700029358052774,0.5458754036732256
19.0,0.0,0.0,0.09877188961008401,0.0,0.9778417071398317,2.7557357201213435
24.0,0.0,0.09761571870305816,0.19523143740611631,0.0,0.0,0.5954558840886548
25.0,4.881571706264788,0.8786829071276617,2.440785853132394,1.2594455002163152,0.09763143412529576,2.4017332794822757
26.0,17.591303894774565,11.053202613883352,15.06011072324867,4.847381517671214,3.0198405019363004,9.62635240908497
27.0,47.97580914097271,34.39571785964022,48.40661232509572,6.922223890340347,18.98471304578491,21.941589445902007
28.0,0.0,31.83733513405106,33.506267287239055,1.187887003151458,4.996979211604066,3.3869505461756444
29.0,38.42180985229157,19.526160801856893,0.7881396892777758,3.566332093981935,42.05710416908531,29.407462156177008
30.0,1.9788951850939498,0.6926133147828823,0.0,0.0,1.2763873943855975,8.034314451481436
31.0,1.9890874776844116,0.0,0.0,0.44754468247899254,99.44442844683215,99.44442844683215
32.0,0.0,0.0,0.0,0.0,1.0905047250263749,0.0
33.0,1.0072055274690954,0.0,0.0,0.0,0.20144110549381908,0.31223371351541956
36.0,4.129487802001995,0.10323719505004986,0.9291347554504487,0.7226603653503489,0.0,0.0
37.0,18.763327599634525,2.3975363043977453,4.586591191021773,2.616441793060148,0.0,0.0
38.0,30.544696384882258,4.423714648845016,6.119471930902273,2.9596757531558326,0.0,0.0
39.0,103.29984557919491,38.263540738767766,106.48403669550204,4.930703969398685,0.21298937232823692,0.0
40.0,29.091190393233852,6.906464089652926,3.771080236159944,1.379137914938494,0.0,0.0
41.0,109.06702178661082,109.06702178661082,0.2181558591591376,3.0323664423120125,6.642845911395739,1.4943676352400925
42.0,33.147907826734595,3.756762887029921,0.0,10.618379807163981,1.3148670104604723,5.237369436624066
43.0,4.479617565328379,0.11199043913320947,0.0,111.97924008929614,9.284007404143065,12.811706236839163
44.0,0.0,0.0,0.0,2.793826150311539,2.2600463573658387,0.8063481978541434
45.0,0.0,0.0,0.0,0.0,51.382044590485535,59.33306741341333
46.0,0.0,0.0,0.0,0.0,1.2750446944532734,25.302033707361744
47.0,0.0,0.0,0.0,0.0,0.3564097699651855,0.8672637735819513
48.0,1.207122523718939,0.24142450474378777,1.8106837855784081,0.0,0.0,0.0
49.0,4.908142584930942,1.840553469349103,9.951259090947483,0.0,0.0,0.0
50.0,6.238859670460037,7.748663710711367,33.46524327234764,0.0,0.0,0.0
51.0,5.077325549187023,7.628681637653502,32.13947072635385,0.0,0.0,0.0
52.0,2.583428011693959,2.583428011693959,14.738456806714037,0.0,0.0,0.0
53.0,3.9447593692280383,10.66399949481313,93.17521630116626,0.0,0.0,0.0
54.0,1.338948738983855,4.820215460341878,127.45453046387316,0.0,0.0,0.0
55.0,6.819004267852532,30.03089479562255,5.864343670353178,0.0,0.0,0.0
56.0,0.0,66.47253822676602,0.13894761335026343,0.0,0.0,0.0
57.0,0.0,2.973546615438498,0.0,0.6655080520267115,0.42479237363407113,0.0
58.0,0.0,0.14432961894033164,0.0,35.851477344778374,0.2886592378806633,0.0
59.0,0.0,0.0,0.0,1.3684400977958402,98.71897436679883,0.0
60.0,0.0,0.0,0.0,0.0,3.285895505642125,0.0
61.0,0.0,0.0,0.0,0.0,0.15302000133454088,0.0
66.0,1.6915030268250801,0.0,0.0,0.0,0.0,0.0
67.0,1.7262331255574421,0.0,0.0,0.0,0.0,0.0
68.0,8.808931948176397,0.0,0.0,0.0,0.0,0.0
69.0,116.88058323880854,0.0,0.0,0.0,0.0,0.0
70.0,150.49971793384535,0.0,0.0,0.0,0.0,0.0
71.0,14.98708139153318,0.0,0.0,0.0,0.0,0.0
72.0,1.9122310994013885,0.0,0.0,0.0,0.19122310994013883,0.0
73.0,0.0,0.0,0.0,0.0,9.15441189206898,0.0
74.0,0.0,0.0,0.0,0.0,87.64534371525755,0.0
75.0,0.0,0.0,0.0,0.0,4.250449443813747,0.0
