Time,Acetylene Concentration Relative to CO,Ethylene Concentration Relative to CO,Ethane Concentration Relative to CO
6133.27,-2.7680866592685482e-11,3.2979586857464274e-09,6.055835053569955e-10
6136.42,-2.3360681904521162e-11,3.283073172651918e-09,5.983165032927115e-10
6139.52,-2.7785267571975076e-11,3.2989779505517575e-09,6.031611713355675e-10
6142.59,-2.9048015457772947e-11,3.304483042234713e-09,6.007388373141395e-10
6145.69,-2.9997560405702034e-11,3.3069303395016776e-09,6.055835053569955e-10
6148.78,-3.252305617729778e-11,3.317940522867588e-09,6.007388373141395e-10
6151.89,-1.401095404154241e-11,3.2751207837019988e-09,5.958941692712836e-10
6154.98,-2.4205825873160655e-11,3.2845012051135523e-09,6.055835053569955e-10
6158.09,-2.820287148913316e-11,3.303055009773078e-09,5.934718352498556e-10
6161.19,-2.578177669682716e-11,3.2930640912124983e-09,5.958941692712836e-10
6164.28,-2.3256280925231714e-11,3.282053907846588e-09,6.007388373141395e-10
6167.37,-2.209793401872344e-11,3.277568080968963e-09,6.007388373141395e-10
6170.48,-2.0835186132925717e-11,3.272062989286008e-09,6.031611713355675e-10
6173.58,-2.683572262404599e-11,3.296530653284793e-09,5.983165032927115e-10
6176.69,-1.967683922641744e-11,3.267577162408383e-09,6.031611713355675e-10
6179.78,-1.9144898195646143e-11,3.2692069243627388e-09,5.886271672069996e-10
6182.87,-3.4735349011024584e-11,3.3258929118175072e-09,6.031611713355675e-10
6186.03,-2.188913206014425e-11,3.2755295513583026e-09,6.055835053569955e-10
6189.2,-2.5677375717537566e-11,3.292044826407168e-09,5.983165032927115e-10
6192.3,-1.4960498989471642e-11,3.277568080968963e-09,6.007388373141395e-10
6195.39,-1.611884589597992e-11,3.282053907846588e-09,6.007388373141395e-10
6198.5,-1.9489485636215152e-11,3.294492123674133e-09,6.031611713355675e-10
