Temp,m2.0,m26.0,m27.0,m28.0,m29.0
176.8481,0.0,0.06979905967502202,0.08093852291809889,0.1278135646617106,0.0028962203839825373
176.8945,0.0,0.06979206352008063,0.0809304102236056,0.12780075355069925,0.0028959300877142912
176.8788,0.0,0.06979443075354143,0.08093315525169928,0.12780508834472684,0.0028960283129602295
176.7941,0.0,0.06980720175189332,0.08094796441600038,0.12782847414435286,0.002896558228777473
176.7974,0.0,0.06980670418052895,0.08094738743557306,0.12782756300930248,0.002896537582706671
176.8505,0.0,0.06979869780493893,0.08093810329597002,0.12781290201803774,0.002896205368658321
176.9009,0.0,0.0697910985331922,0.08092929123126173,0.12779898650090463,0.002895890046849707
176.9665,0.0,0.0697812074175855,0.08091782155973687,0.1277808742405095,0.002895479627987708
176.9055,0.0,0.06979040494886592,0.08092848695551434,0.12779771643386437,0.0028958612674782782
176.8099,0.0,0.06980481944051248,0.08094520190365145,0.12782411174017236,0.00289645937789303
176.8533,0.0,0.06979827562317507,0.08093761373681939,0.1278121289337523,0.002896187850780059
176.9335,0.0,0.0697861831312291,0.08092359136401003,0.12778998559101312,0.0028956860886957254
176.881,0.0,0.0697940990392987,0.08093277059808127,0.12780448092136026,0.0028960145489130354
176.8105,0.0,0.06980472897299188,0.08094509699811944,0.12782394607925449,0.0028964556240619827
176.8207,0.0,0.06980319102513816,0.08094331360407109,0.12782112984364383,0.0028963918089340403
176.7429,0.0,0.06981492164700118,0.08095691635475175,0.12784261054271043,0.0028968785556941637
176.7739,0.0,0.0698102474917602,0.080951496235586,0.12783405139526755,0.002896684607756328
176.8874,0.0,0.06979313405240994,0.08093165160573702,0.12780271387156505,0.002895974508048438
176.8942,0.0,0.0697921087538411,0.08093046267637181,0.12780083638115852,0.0028959319646298222
176.8326,0.0,0.06980139675264255,0.0809412329776818,0.1278178442354321,0.002896317357951457
176.8189,0.0,0.06980346242770054,0.08094362832066782,0.12782162682639858,0.002896403070427205
176.8509,0.0,0.06979863749325829,0.0809380333589484,0.1278127915774254,0.0028962028661042804
176.8443,0.0,0.06979963263598694,0.08093918731980297,0.127814613847526,0.002896244158245881
176.9281,0.0,0.06978699733891627,0.08092453551380023,0.12779147653927742,0.0028957198731752202
176.9268,0.0,0.069787193351878,0.0809247628091201,0.12779183547126696,0.00289572800647584
176.8664,0.0,0.0697963004156377,0.08093532329936541,0.12780851200370374,0.002896105892135358
176.914,0.0,0.06978912332565483,0.08092700079380778,0.12779536957085613,0.002895808088205007
176.883,0.0,0.0697937974808958,0.08093242091297351,0.12780392871829896,0.002896002036142842
