Temp,m2.0,m18.0,m26.0,m27.0,m28.0,m29.0,m31.0,m39.0,m41.0,m44.0,m45.0,m70.0
176848.09999999998,0.0,0.0,45487.59173915104,121922.0004910752,0.0,94146.72318856975,4689.220997296603,205131.0760531596,206902.59125869308,0.0,0.0,159576.69338288184
176894.5,0.0,0.0,45487.59173915104,121922.0004910752,0.0,94146.72318856975,4689.220997296603,205131.0760531596,206902.59125869308,0.0,0.0,159576.69338288184
176878.80000000002,0.0,0.0,45487.59173915104,121922.0004910752,0.0,94146.72318856975,4689.220997296603,205131.0760531596,206902.59125869308,0.0,0.0,159576.69338288184
176794.09999999998,0.0,0.0,45487.59173915104,121922.0004910752,0.0,94146.72318856975,4689.220997296603,205131.0760531596,206902.59125869308,0.0,0.0,159576.69338288184
176797.40000000002,0.0,0.0,45487.59173915104,121922.0004910752,0.0,94146.72318856975,4689.220997296603,205131.0760531596,206902.59125869308,0.0,0.0,159576.69338288184
176850.5,0.0,0.0,45487.59173915104,121922.0004910752,0.0,94146.72318856975,4689.220997296603,205131.0760531596,206902.59125869308,0.0,0.0,159576.69338288184
176900.9,0.0,0.0,45487.59173915104,121922.0004910752,0.0,94146.72318856975,4689.220997296603,205131.0760531596,206902.59125869308,0.0,0.0,159576.69338288184
176966.5,0.0,0.0,45487.59173915104,121922.0004910752,0.0,94146.72318856975,4689.220997296603,205131.0760531596,206902.59125869308,0.0,0.0,159576.69338288184
176905.5,0.0,0.0,45487.59173915104,121922.0004910752,0.0,94146.72318856975,4689.220997296603,205131.0760531596,206902.59125869308,0.0,0.0,159576.69338288184
176809.9,0.0,0.0,45487.59173915104,121922.0004910752,0.0,94146.72318856975,4689.220997296603,205131.0760531596,206902.59125869308,0.0,0.0,159576.69338288184
176853.3,0.0,0.0,45487.59173915104,121922.0004910752,0.0,94146.72318856975,4689.220997296603,205131.0760531596,206902.59125869308,0.0,0.0,159576.69338288184
176933.5,0.0,0.0,45487.59173915104,121922.0004910752,0.0,94146.72318856975,4689.220997296603,205131.0760531596,206902.59125869308,0.0,0.0,159576.69338288184
176881.0,0.0,0.0,45487.59173915104,121922.0004910752,0.0,94146.72318856975,4689.220997296603,205131.0760531596,206902.59125869308,0.0,0.0,159576.69338288184
176810.5,0.0,0.0,45487.59173915104,121922.0004910752,0.0,94146.72318856975,4689.220997296603,205131.0760531596,206902.59125869308,0.0,0.0,159576.69338288184
176820.69999999998,0.0,0.0,45487.59173915104,121922.0004910752,0.0,94146.72318856975,4689.220997296603,205131.0760531596,206902.59125869308,0.0,0.0,159576.69338288184
176742.9,0.0,0.0,45487.59173915104,121922.0004910752,0.0,94146.72318856975,4689.220997296603,205131.0760531596,206902.59125869308,0.0,0.0,159576.69338288184
176773.9,0.0,0.0,45487.59173915104,121922.0004910752,0.0,94146.72318856975,4689.220997296603,205131.0760531596,206902.59125869308,0.0,0.0,159576.69338288184
176887.40000000002,0.0,0.0,45487.59173915104,121922.0004910752,0.0,94146.72318856975,4689.220997296603,205131.0760531596,206902.59125869308,0.0,0.0,159576.69338288184
176894.2,0.0,0.0,45487.59173915104,121922.0004910752,0.0,94146.72318856975,4689.220997296603,205131.0760531596,206902.59125869308,0.0,0.0,159576.69338288184
